country,study_id,site_id,year,code,season,sample_id,site_id_wMissing,day,month,year_wMissing,Date,day_of_year,code_wMissing,country_wMissing,sampling_method_long,unit,TaxonomicRes,spp_richness,spp_rich_rare,shannonsH,E10,abundance,turnover,F_to,FRic,FEve,FDiv,FDis,RaoQ,FRed,alien_SppRich,alien_Abund,abundProportion_alienSpp,SppRichProportion_alienSpp,abund_nativeSpp,SppRich_nativeSpp,EPT_SppRich,EPT_Abund,insect_SppRich,insect_Abund,ppt_mm_12moPrior,tmax_C_12moPrior,crop_perc_upstr,urban_perc_upstr
France,France_1,100000001,1999,100000001_1999,summer,100000001_27.5.1999,100000001,27,5,1999,27.05.1999,147,100000001_1999,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,24,22.29554471,0.750369978,0.031265416,5820,0.516129032,0.096774194,342.09308,0.553582132,0.641215427,2.74137946,15.85304543,0.224751232,2,12,0.002061856,0.083333333,5808,22,8,178,16,406,967,16.275,0.2587476,0.021812
France,France_1,100000001,2000,100000001_2000,summer,100000001_4.5.2000,100000001,4,5,2000,04.05.2000,125,100000001_2000,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,30,22.43970448,0.755173973,0.025172466,7624,0.540540541,0.121212121,1497.012768,0.434729799,0.576025831,2.70736708,15.48771852,0.245351656,2,4,0.000524659,0.066666667,7620,28,9,46,20,688,1067,16.75833333,0.2586871,0.0225974
France,France_1,100000001,2001,100000001_2001,summer,100000001_12.6.2001,100000001,12,6,2001,12.06.2001,163,100000001_2001,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,35,25.16313457,1.104250175,0.031550005,7551,0.522727273,0.029411765,2301.511911,0.46041644,0.58296684,3.644878295,21.89151738,0.253181388,4,8,0.001059462,0.114285714,7543,31,7,513,21,1374,1174,17.025,0.2573865,0.0252848
France,France_1,100000001,2002,100000001_2002,summer,100000001_15.5.2002,100000001,15,5,2002,15.05.2002,135,100000001_2002,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,26,24.63658494,0.76517152,0.029429674,3577,0.547619048,0.117647059,830.8143712,0.560366662,0.663996829,2.763586611,15.5642841,0.260471055,2,77,0.021526419,0.076923077,3500,24,6,44,18,425,856,16.55833333,0.2548522,0.0293384
France,France_1,100000001,2003,100000001_2003,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,16.825,0.2524931,0.0339541
France,France_1,100000001,2004,100000001_2004,summer,100000001_17.5.2004,100000001,17,5,2004,17.05.2004,138,100000001_2004,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,22,20.80925941,1.204036511,0.054728932,3748,0.628571429,0.181818182,668.0482067,0.411084001,0.446489667,4.867660134,28.90542719,0.300544636,3,6,0.001600854,0.136363636,3742,19,6,19,12,1108,886,17.16666667,0.2491844,0.0385454
France,France_1,100000001,2005,100000001_2005,summer,100000001_9.6.2005,100000001,9,6,2005,09.06.2005,160,100000001_2005,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,41,32.13577062,1.127620694,0.027502944,6630,0.6,0.117647059,2287.232006,0.508769618,0.618734178,3.4874928,20.49837521,0.266331036,4,106,0.015987934,0.097560976,6524,37,10,343,23,1057,999,16.45,0.2488361,0.0392071
France,France_1,100000001,2006,100000001_2006,summer,100000001_1.6.2006,100000001,1,6,2006,01.06.2006,152,100000001_2006,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,35,19.91909766,0.290048993,0.008287114,16401,0.538461538,0.058823529,1915.708161,0.563231852,0.588576867,0.799154425,4.842243899,0.256508027,4,66,0.004024145,0.114285714,16335,31,10,82,20,178,832,16.21666667,0.2484279,0.039685
France,France_1,100000001,2007,100000001_2007,summer,100000001_13.6.2007,100000001,13,6,2007,13.06.2007,164,100000001_2007,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,44,30.3506285,0.673820356,0.015314099,10954,0.509433962,0.058823529,2759.730215,0.543508479,0.52565607,2.058426435,12.58354248,0.278531556,6,749,0.068376849,0.136363636,10205,38,8,223,23,346,927,18.35,0.2480383,0.0401456
France,France_1,100000001,2008,100000001_2008,summer,100000001_27.5.2008,100000001,27,5,2008,27.05.2008,148,100000001_2008,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,35,29.21121575,1.955235925,0.055863884,6607,0.42,0.088235294,1441.414505,0.456209915,0.668966554,5.740373798,33.57808993,0.348072094,5,483,0.073104283,0.142857143,6124,30,11,128,21,2737,994,16.30833333,0.2471412,0.0405327
France,France_1,100000001,2009,100000001_2009,summer,100000001_28.5.2009,100000001,28,5,2009,28.05.2009,148,100000001_2009,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,37,34.72569746,2.049796847,0.055399915,4267,0.363636364,0.060606061,1837.428629,0.405707591,0.613608259,5.732848788,35.80265604,0.286014538,6,382,0.089524256,0.162162162,3885,31,9,361,18,1102,1062,16.25,0.2467187,0.0406452
France,France_1,100000001,2010,100000001_2010,summer,100000001_6.5.2010,100000001,6,5,2010,06.05.2010,126,100000001_2010,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,51,44.82484891,2.163047662,0.042412699,6296,0.428571429,0.058823529,2635.544794,0.496646159,0.680172436,6.043822924,39.32359129,0.279288697,6,315,0.050031766,0.117647059,5981,45,10,341,26,2614,930,16.65833333,0.2467478,0.0407228
France,France_1,100000001,2011,100000001_2011,summer,100000001_8.6.2011,100000001,8,6,2011,08.06.2011,159,100000001_2011,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,45,39.40233878,2.464585185,0.05476856,6056,0.372881356,0.088235294,2338.653948,0.415556775,0.86064838,6.092288968,42.01791488,0.359152448,5,1017,0.167932629,0.111111111,5039,40,9,546,20,3682,778,17.00833333,0.2462341,0.0408133
France,France_1,100000001,2012,100000001_2012,summer,100000001_24.5.2012,100000001,24,5,2012,24.05.2012,145,100000001_2012,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,57,49.50372263,1.784930683,0.031314573,7458,0.454545455,0.114285714,3120.079371,0.484007849,0.603870378,4.271757377,25.49039987,0.360508313,6,628,0.084204881,0.105263158,6830,51,15,364,34,720,942,16.95,0.2462032,0.0409083
France,France_1,100000001,2013,100000001_2013,summer,100000001_25.6.2013,100000001,25,6,2013,25.06.2013,176,100000001_2013,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,42,33.23198612,1.451757562,0.034565656,7898,0.403225806,0,2218.703595,0.495648423,0.539343051,3.574142804,18.72953915,0.485321172,5,495,0.062674095,0.119047619,7403,37,11,124,25,384,1203,16.14166667,0.2461552,0.0409859
France,France_1,100000001,2014,100000001_2014,summer,100000001_4.6.2014,100000001,4,6,2014,04.06.2014,155,100000001_2014,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,37,35.37347457,2.18214234,0.05897682,3943,0.354166667,0.029411765,1523.150499,0.407045563,0.628250683,5.170465934,29.64358913,0.403174243,6,843,0.213796602,0.162162162,3100,31,10,76,21,969,1059,17.59166667,0.2467034,0.0410507
France,France_1,100000002,1999,100000002_1999,summer,100000002_21.9.1999,100000002,21,9,1999,21.09.1999,264,100000002_1999,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,29,19.20830352,1.021910169,0.035238282,5367,NA,NA,1978.759888,0.489008076,0.743691224,4.143168289,21.44606227,0.278799614,3,8,0.001490591,0.103448276,5359,26,7,1398,21,1629,1006,16.2,0.2581713,0.0218058
France,France_1,100000002,2000,100000002_2000,summer,100000002_9.8.2000,100000002,9,8,2000,09.08.2000,222,100000002_2000,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,22,13.75052797,0.376981451,0.01713552,4699,0.583333333,0.029411765,1065.472896,0.509894896,0.793835005,1.265633476,6.517406559,0.274229017,2,4,0.000851245,0.090909091,4695,20,8,292,15,333,1056,16.69166667,0.2581531,0.022545
France,France_1,100000002,2001,100000002_2001,summer,100000002_20.9.2001,100000002,20,9,2001,20.09.2001,263,100000002_2001,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,30,22.86409431,0.636167603,0.021205587,2426,0.631578947,0.029411765,2048.465176,0.5467066,0.702995559,1.802870448,11.25386027,0.275235993,3,51,0.021022259,0.1,2375,27,6,103,19,161,1219,17.08333333,0.2568379,0.025237
France,France_1,100000002,2002,100000002_2002,summer,100000002_5.9.2002,100000002,5,9,2002,05.09.2002,248,100000002_2002,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,10,9.900364911,0.328734907,0.032873491,1440,0.709677419,0.205882353,7.785139651,0.400337041,0.642261351,1.133245471,6.396491975,0.260651605,2,5,0.003472222,0.2,1435,8,1,4,4,11,835,16.68333333,0.254321,0.0292714
France,France_1,100000002,2003,100000002_2003,summer,100000002_5.8.2003,100000002,5,8,2003,05.08.2003,217,100000002_2003,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,32,30.68395946,1.456072318,0.04550226,1444,0.6875,0.181818182,2123.508981,0.697362447,0.979707329,5.36222771,34.7888179,0.249734285,3,225,0.155817175,0.09375,1219,29,8,36,23,331,864,17.19166667,0.2520399,0.0338086
France,France_1,100000002,2004,100000002_2004,summer,100000002_4.8.2004,100000002,4,8,2004,04.08.2004,217,100000002_2004,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,15,9.279496615,0.327235756,0.021815717,5178,0.72972973,0.058823529,836.0289982,0.373749914,0.681837151,1.169778794,6.921630434,0.249093487,4,152,0.029354963,0.266666667,5026,11,1,2,8,34,897,16.80833333,0.2487902,0.038343
France,France_1,100000002,2005,100000002_2005,summer,100000002_29.9.2005,100000002,29,9,2005,29.09.2005,272,100000002_2005,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,21,18.21515448,0.69913833,0.033292301,1858,0.75862069,0.058823529,987.0427652,0.52456299,0.642601709,2.372140172,16.7749065,0.337449704,4,172,0.092572659,0.19047619,1686,17,4,36,9,43,1010,16.61666667,0.2484416,0.0390058
France,France_1,100000002,2006,100000002_2006,summer,100000002_28.8.2006,100000002,28,8,2006,28.08.2006,240,100000002_2006,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,22,22,1.40597175,0.063907807,1221,0.696969697,0.03030303,1131.659661,0.465102967,0.869333146,4.220873065,23.23835575,0.397670511,4,515,0.421785422,0.181818182,706,18,4,21,14,107,837,16.45833333,0.2480362,0.0394802
France,France_1,100000002,2007,100000002_2007,summer,100000002_28.8.2007,100000002,28,8,2007,28.08.2007,240,100000002_2007,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,23,17.09716974,0.623971613,0.027129201,4002,0.448275862,0.060606061,731.7771248,0.463615421,0.663750046,1.617581695,8.974389651,0.389009892,5,333,0.083208396,0.217391304,3669,18,3,58,11,137,1040,17.74166667,0.2476462,0.0399415
France,France_1,100000002,2008,100000002_2008,summer,100000002_28.8.2008,100000002,28,8,2008,28.08.2008,241,100000002_2008,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,27,24.73930469,1.217372731,0.045087879,1596,0.529411765,0.121212121,1156.026872,0.628423115,0.979580783,3.333544431,18.91028894,0.354690918,4,298,0.186716792,0.148148148,1298,23,10,67,17,116,983,16.4,0.2467651,0.0403121
France,France_1,100000002,2009,100000002_2009,summer,100000002_29.7.2009,100000002,29,7,2009,29.07.2009,210,100000002_2009,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,37,28.72576971,1.203851897,0.032536538,3177,0.511627907,0.090909091,2118.873513,0.460299749,0.840609995,3.27967228,18.87410212,0.333093836,5,521,0.163991187,0.135135135,2656,32,8,139,21,203,1017,16.375,0.2463422,0.0404248
France,France_1,100000002,2010,100000002_2010,summer,100000002_29.7.2010,100000002,29,7,2010,29.07.2010,210,100000002_2010,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,43,36.58807441,2.17514336,0.050584729,3315,0.431372549,0,2216.931803,0.520593274,0.890517525,4.843295901,28.86319708,0.397778432,5,616,0.185822021,0.11627907,2699,38,13,494,26,594,896,16.71666667,0.2463712,0.0405024
France,France_1,100000002,2011,100000002_2011,summer,100000002_30.8.2011,100000002,30,8,2011,30.08.2011,242,100000002_2011,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,42,31.14130243,1.571368115,0.037413527,3298,0.482142857,0.029411765,2430.717081,0.557652641,0.935165201,4.359497388,24.91888036,0.322773472,5,2477,0.751061249,0.119047619,821,37,9,74,21,338,862,16.65,0.2458559,0.0405931
France,France_1,100000002,2012,100000002_2012,summer,100000002_21.8.2012,100000002,21,8,2012,21.08.2012,234,100000002_2012,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,39,32.95969314,2.245235439,0.057570139,2305,0.5,0.058823529,2810.86366,0.508510518,0.871064491,5.406732835,33.75119481,0.358344079,5,652,0.282863341,0.128205128,1653,34,11,135,25,546,904,17.15,0.245825,0.0406882
France,France_1,100000002,2013,100000002_2013,summer,100000002_28.8.2013,100000002,28,8,2013,28.08.2013,240,100000002_2013,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,28,22.20375802,1.506656751,0.05380917,2520,0.543478261,0.0625,1414.220639,0.52042595,0.849924097,4.118739277,22.58325399,0.476977387,4,525,0.208333333,0.142857143,1995,24,7,51,15,72,1183,16.25,0.245778,0.040766
France,France_1,100000002,2014,100000002_2014,summer,100000002_28.8.2014,100000002,28,8,2014,28.08.2014,240,100000002_2014,France,multiplate_artificial_substratum,Ind/0.12 m^2,genus,31,21.60233186,1.439895031,0.046448227,3457,0.525,0.125,1447.09126,0.497180139,0.892014792,3.560996151,16.7875397,0.524293059,5,714,0.20653746,0.161290323,2743,26,11,44,18,82,1115,17.53333333,0.2463264,0.040831
France,France_2,100000003,1998,100000003_1998,summer,100000003_31.7.1998,100000003,31,7,1998,31.07.1998,212,100000003_1998,France,IBGN,Ind/sample,family,25,25,2.413742197,0.096549688,931,NA,NA,1574.237275,0.426292433,0.84767552,6.91713264,49.14264258,0.247851194,NA,NA,NA,NA,NA,NA,6,158,12,274,716,15.04166667,0.8869432,0.00506378
France,France_2,100000003,1999,100000003_1999,summer,100000003_26.7.1999,100000003,26,7,1999,26.07.1999,207,100000003_1999,France,IBGN,Ind/sample,family,22,20.23168553,2.43531706,0.11069623,1918,0.483870968,0.0625,843.0038068,0.579662519,0.929601378,7.136051756,51.69528583,0.207017732,NA,NA,NA,NA,NA,NA,9,411,16,1168,767,14.08333333,0.8867192,0.00528718
France,France_2,100000003,2000,100000003_2000,summer,100000003_2.8.2000,100000003,2,8,2000,02.08.2000,215,100000003_2000,France,IBGN,Ind/sample,family,24,18.80505753,1.632435692,0.068018154,2219,0.357142857,0.032258065,1387.562364,0.537498987,0.821463754,5.998876114,38.21932628,0.27778995,NA,NA,NA,NA,NA,NA,7,808,13,1145,808,14.86666667,0.8864212,0.00558515
France,France_2,100000003,2001,100000003_2001,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,14.18333333,0.8841915,0.00803889
France,France_2,100000003,2002,100000003_2002,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,14.73333333,0.8818097,0.0104947
France,France_2,100000003,2003,100000003_2003,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,14.60833333,0.8779379,0.0143663
France,France_2,100000003,2004,100000003_2004,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,14.7,0.8701232,0.0225527
France,France_2,100000003,2005,100000003_2005,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,14.34166667,0.8701232,0.0225527
France,France_2,100000003,2006,100000003_2006,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,14.05,0.8701232,0.0225527
France,France_2,100000003,2007,100000003_2007,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,16.13333333,0.8701232,0.0225527
France,France_2,100000003,2008,100000003_2008,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,14.28333333,0.8700482,0.0226272
France,France_2,100000003,2009,100000003_2009,summer,100000003_12.6.2009,100000003,12,6,2009,12.06.2009,163,100000003_2009,France,IBGN,Ind/sample,family,28,16.49724108,1.035368136,0.036977433,8199,0.470588235,0.090909091,1895.112267,0.469093135,0.678363721,3.616668178,22.84427029,0.23181254,NA,NA,NA,NA,NA,NA,10,728,16,1620,691,13.88333333,0.8700482,0.0226272
France,France_2,100000003,2010,100000003_2010,summer,100000003_9.6.2010,100000003,9,6,2010,09.06.2010,160,100000003_2010,France,IBGN,Ind/sample,family,20,19.64145114,1.816975483,0.090848774,1051,0.451612903,0.09375,597.2645176,0.480708938,0.856675924,6.556993274,43.63606346,0.226007691,NA,NA,NA,NA,NA,NA,10,397,13,682,676,14.33333333,0.8700482,0.0226272
France,France_2,100000003,2011,100000003_2011,summer,100000003_27.6.2011,100000003,27,6,2011,27.06.2011,178,100000003_2011,France,IBGN,Ind/sample,family,31,23.97165045,1.5281591,0.049295455,3060,0.40625,0.121212121,2054.008225,0.520489165,0.786001598,5.028495837,32.27209961,0.220429916,NA,NA,NA,NA,NA,NA,10,563,21,1083,696,14.50833333,0.8700482,0.0226272
France,France_2,100000003,2012,100000003_2012,summer,100000003_27.6.2012,100000003,27,6,2012,27.06.2012,179,100000003_2012,France,IBGN,Ind/sample,family,21,16.60607664,1.577717559,0.075129408,2979,0.424242424,0.090909091,595.051049,0.48854032,0.767230615,5.76136604,37.15968035,0.238491017,NA,NA,NA,NA,NA,NA,7,790,11,1314,752,14.58333333,0.8700482,0.0226272
France,France_2,100000003,2013,100000003_2013,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,13.21666667,0.8700482,0.0226272
France,France_2,100000003,2014,100000003_2014,summer,100000003_5.8.2014,100000003,5,8,2014,05.08.2014,217,100000003_2014,France,IBGN,Ind/sample,family,27,20.02786987,1.430907624,0.052996579,2800,0.344827586,0.064516129,1558.381089,0.558910157,0.831841993,5.413637676,35.4842456,0.194977389,NA,NA,NA,NA,NA,NA,11,360,17,1058,804,15.575,0.8700482,0.0226272
France,France_2,100000004,1995,100000004_1995,summer,100000004_14.9.1995,100000004,14,9,1995,14.09.1995,257,100000004_1995,France,IBGN,Ind/sample,family,18,15.38250603,2.387059079,0.132614393,1211,NA,NA,885.4357744,0.27165117,0.923700976,7.227994023,53.02543066,0.217333376,NA,NA,NA,NA,NA,NA,3,252,9,657,716,15.225,0.9579066,0.0095032
