"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","ADICELLA REDUCTA","AESHNIDAE GEN. SP.","AGAPETUS SP.","AGRAYLEA MULTIPUNCTATA","AGRAYLEA SEXMACULATA","AGRYPNIA SP.","ALBOGLOSSIPHONIA HYALINA","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANISUS VORTEX","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","APLEXA HYPNORUM","ASELLIDAE GEN. SP.","ATHERIX IBIS","ATHRIPSODES SP.","ATRICHOPS CRASSIPES","BAETIDAE GEN. SP.","BATHYOMPHALUS CONTORTUS","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BRACHYCENTRUS SUBNUBILUS","BRACHYCERCUS HARRISELLA","BRACHYPTERA RISI","BRACHYPTERA SETICORNIS","BRYCHIUS ELEVATUS","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CERACLEA SP.","CERATOPOGONIDAE GEN. SP.","CHALCOLESTES VIRIDIS","CHAOBORIDAE GEN. SP.","CHELICOROPHIUM CURVISPINUM","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER BOLTONII","CORIXIDAE GEN. SP.","CRUNOECIA IRRORATA SSP.","CULICIDAE GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DIKEROGAMMARUS HAEMOBAPHES","DIKEROGAMMARUS HAEMOBAPHES/VILLOSUS","DIKEROGAMMARUS VILLOSUS","DINOCRAS CEPHALOTES","DIXA SP.","DREISSENA POLYMORPHA","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECNOMUS TENELLUS","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","ERIOCHEIR SINENSIS","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","FREDERICELLA SULTANA","GALBA TRUNCATULA","GAMMAROIDEA GEN. SP.","GAMMARUS SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA SP.","GLOSSOSOMA CONFORMIS","GOERIDAE GEN. SP.","GOMPHUS SP.","GYRAULUS SP.","GYRINUS SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMICLEPSIS MARGINATA","HEMIMYSIS ANOMALA","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HYDRA SP.","HYDRAENA SP.","HYDROMETRA STAGNORUM","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","HYDROPTILA SPARSA","IBISIA MARGINATA","ILYOCORIS CIMICOIDES SSP.","ISOPERLA SP.","ITHYTRICHIA LAMELLARIS","JAERA SARSI","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERUS SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTES SPONSA","LEUCTRA SP.","LIBELLULA FULVA","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LIPONEURA SP.","LYMNAEA STAGNALIS","LYPE SP.","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MOLANNA ANGUSTATA","MUSCULIUM LACUSTRE","MYSTACIDES SP.","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NOTERUS CLAVICORNIS","NOTIDOBIA CILIARIS","NOTONECTA SP.","ODONTOCERUM ALBICORNE","OECETIS SP.","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","OLIGOSTOMIS RETICULATA","OPHIOGOMPHUS CECILIA","OPLODONTHA VIRIDULA","ORCHESTIA CAVIMANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","ORTHETRUM CANCELLATUM","ORTHOTRICHIA SP.","OSMYLUS FULVICEPHALUS","OULIMNIUS SP.","OXYCERA SP.","OXYETHIRA SP.","PEDICIA SP.","PERLA ABDOMINALIS","PERLA MARGINATA","PERLODES DISPAR","PERLODES MICROCEPHALUS","PHRYGANEA SP.","PHYSA FONTINALIS","PHYSELLA ACUTA","PISCICOLIDAE GEN. SP.","PISIDIUM SP.","PLANORBIS CARINATUS","PLANORBIS PLANORBIS","PLATYCNEMIS PENNIPES","PLEA MINUTISSIMA SSP.","PLUMATELLA SP.","POLYCELIS NIGRA/TENUIS","POLYCENTROPODIDAE GEN. SP.","PONTOGAMMARUS ROBUSTOIDES","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","PTYCHOPTERA SP.","RADIX SP.","RANATRA LINEARIS","RHYACOPHILA SP.","SCIRTES SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SETODES PUNCTATUS","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS AESTIVALIS","SIPHLONURUS ALTERNATUS","SIPHONOPERLA TORRENTIUM SSP.","SISYRA SP.","SOMATOCHLORA METALLICA","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","STAGNICOLA SP.","SYMPETRUM SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THAUMALEIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TINODES ROSTOCKI","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","TRIAENODES BICOLOR","UNIO PICTORUM SSP.","UNIO TUMIDUS SSP.","VALVATA SP.","VELIA CAPRAI SSP.","VELIA SAULII","VIVIPARUS SP.","YLODES SIMULANS","ZWICKNIA SP."
"GER_073_MZB_LO_106","GER_073_MZB_LO_106-28.06.2012","28.06.2012",2012,6,28,0,0,0,0,0,0,0,0,0,3.2,0,0,0.8,0,0,4.8,0,0,0,21.6,0,0,0,6.4,0,0,0,0,0,0,8.8,0.8,0.8,1.6,1.6,0,0,0,0,19.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,6.4,1.6,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.8,0,0,1.6,0.8,11.2,0,0,0,0,0,1.6,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0.8,0,0,7.2,0,0,0,17.6,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,184.8,0,0,0,0.8,0,17.6,52,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0
"GER_073_MZB_LO_106","GER_073_MZB_LO_106-12.06.2014","12.06.2014",2014,6,12,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,16,0,0.8,0,164.8,0,0,0,4.8,0,0,0,0,0,0,16,3.2,3.2,1.6,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,3.2,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,16,0,0.8,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4.8,0,0,0,53.6,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,161.6,0,0,0,0.8,0,5.6,4,0,0,0,0,0,0,0,0,0,0,0,0.8,4.8,0,0,0,0,0,0
"GER_073_MZB_LO_106","GER_073_MZB_LO_106-08.06.2016","08.06.2016",2016,6,8,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.6,0,0,0,20,0,0,0,0.8,0,0,0,0,0,0,16,0.8,0.8,5.6,0.8,0,0,0,0,28.8,2.4,0,0,7.2,0,0,0,0,0,0,16,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,4.8,52,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2.4,0,4,0,0,0,0,2.4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0.8,0,0,0,9.6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,536.8,0,0,0,2.4,0,2.4,0,0,0,0.8,0,0,0,0,0,0,4,0,0,0.8,0,0,0,0,0,0
"GER_073_MZB_LO_106","GER_073_MZB_LO_106-25.06.2018","25.06.2018",2018,6,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.4,0,4,0,16.8,0,0,0,16,0,0,0,0,0,0,5.6,4.8,4.8,16.8,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0.8,0,0,0,0,3.2,0,0,0,0,1.6,0,0,0,0.8,0,0,0,0,0,0,0,0,0.8,0,16,16,16,0,1.6,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.8,0,0.8,0,0,0,0,0,54.4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.6,0,0,0,0,0,0.8,0.8,0,0,0.8,0,0,16,0,0,0,16,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,54.4,0,0,0,2.4,0,7.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_106","GER_073_MZB_LO_106-23.06.2020","23.06.2020",2020,6,23,0,0,0,0,0,3.2,0,0,0,4.8,0,0,0,0,0,8,0,1.6,0,16,0,0,0,16,0,0,0,0,0,0,4,4,4,2.4,1.6,0,0,0,0,12.8,2.4,0,0,1.6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,1.6,0,0,0,0,0,0,0,2.4,1.6,0,0,0,0,0,0,0,0,0.8,52,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0,0,0,0.8,3.2,0,0,0,0,0,0,0,0.8,0,1.6,0,0,0,0,1.6,0,0,1.6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,0,0,0,52.8,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,58.4,0,0,0,1.6,0,5.6,52,0,0,0,0,0,0,0,0,0.8,2.4,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-27.08.2008","27.08.2008",2008,8,27,0,0,0,0,0,0,0,0,0,0,16,0,0,52,0,0.8,0.8,0,0,17.6,0,0,0.8,16,52,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.8,0,0,0,0,0,0,0,0,32,0,0,0,0.8,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.6,0,0,0,0,0,0,0,0,0.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-11.08.2009","11.08.2009",2009,8,11,0,0,0,0,0,0,0,0,0,0,5.6,0,0,16,0,0.8,1.6,0,0,24.8,0,0,0,16,52,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,5.6,0,0,0,52,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,52,8.8,0,0,0,0,0,0,0,0.8,0,0,0,0,32,0,0,0,0,0.8,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.6,0,0,0,0,2.4,0,0,0,0,0.8,0,0,0.8,0,0,2.4,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,3.2,0,2.4,1.6,0,0,0,0,0,0.8,0.8,0,0,0.8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-22.06.2010","22.06.2010",2010,6,22,0,0,0,0,0,0,0,0,0,0.8,1.6,0,0,16,0,5.6,0,0,0,58.4,0,0,4,0,52,0,0,0,0,0,1.6,7.2,7.2,0,0,0,0,0,0.8,4.8,0,0,0,16.8,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,52,0,0,0,0,0.8,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,16.8,5.6,5.6,0,0,0,16,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,4,0,7.2,0.8,0,0,0,0,0,0,3.2,0,0,4,0,0,56.8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-30.08.2011","30.08.2011",2011,8,30,0,0,0,0,0,0,0,0,0,0.8,2.4,0,0,52,0,1.6,2.4,0,0,52.8,0,0,0.8,16,16,0,0,0,0,0,0.8,7.2,7.2,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1.6,0,0,0,0,52,0,1.6,0,0,0.8,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,52,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,3.2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,1.6,0,3.2,0,0.8,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-01.08.2012","01.08.2012",2012,8,1,0,0,0,0,0,0,0,0,0,0.8,16,0,1.6,52,0,0,2.4,0,0,56.8,0,0,0,52,16,0,0,0,0,0,0,4,4,0,0,0,0,0,0,20.8,0,0,0,2.4,0,0,5.6,0,0,0,2.4,0,0,1.6,1.6,0,0,2.4,0,0,0,0,0,0.8,0,0,0,0,52,0,1.6,0,0,2.4,0,0,0,1.6,0,0,0,0,32,0,0,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.8,0,0,0,6.4,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,3.2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,7.2,0,5.6,52,0,0,0,0,0,0,1.6,0,0,1.6,0,0,49.6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-29.08.2013","29.08.2013",2013,8,29,0,0,0,0,0,0,0,0,0,0.8,16,0,0.8,16,0,0,2.4,0,0,6.4,0,0,0,16,52,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.8,4.8,0,0,0,2.4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,5.6,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0.8,0,1.6,52,0,0,0,0,0,0.8,0,0,0,0,0,0,6.4,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-12.06.2014","12.06.2014",2014,6,12,0,0,0,0,0,0,0,0,0,0,16,0,0.8,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2.4,16,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,17.6,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1.6,0,0,2.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.8,0,0,0,1.6,0,0,0,0,0,16,0,0,0,0,0,0,0,0.8,0,0,2.4,0,0,56.8,0,0,0,0,0,1.6,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-08.08.2016","08.08.2016",2016,8,8,0,0,0,0,0,0,0,0,0,0.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0.8,8,0,0,0,0,0,0,0,0,0.8,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,2.4,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,52,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0
"GER_073_MZB_LO_14","GER_073_MZB_LO_14-03.07.2019","03.07.2019",2019,7,3,0,0,0,0,0,0,0,0,0,3.2,160,0,0,16,0,0,0,0,0,1.6,0,0,0,6.4,52,0,0,0,0,0,0,16,16,0,0,0,0,0,0.8,1.6,0,52,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,3.2,0,0,4,1.6,0,0,0,0,0,0,0,0,68,0,0,0,0,0,18.4,1.6,1.6,0,0,0,0.8,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.6,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,4.8,52,0,0,16,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-23.04.2008","23.04.2008",2008,4,23,0,0,0,52,0,0,0,0,0,0,4,0,0,0,0,3.2,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,16,0,0,52,0.8,0,160,0,0,0.8,0,0,0,0,160,4,0,0,0.8,0,0,0,0,0,0,0,0,0,68,0,0,52,0,0.8,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,60,52,0.8,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-07.04.2009","07.04.2009",2009,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,165.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,167.2,0,0,0,0,0,0,0.8,52,0,0,0,0,0,0,52,2.4,0,0.8,0,0,52,0,0,0.8,0,0,0,0,160,5.6,1.6,0,16,0,0,0,0,0.8,0,0,0,0,212,0,0,0,0,0,68,0,0,0,0,52,0,0,0,0,0,0,4.8,0,0,0,89.6,20,1.6,0,0,0.8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,3.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-20.04.2010","20.04.2010",2010,4,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,152,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,3.2,0,0,1.6,0.8,0,225.6,0,0,0,0,0,0,0,228,0,0,0,2.4,0,0,0,0,0,0,0,0,0,68.8,0,0,0,0.8,0,7.2,0,0,0,0,40.8,0,0,0,0.8,0,0,0,0,0,0,73.6,4,0.8,0,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-02.04.2012","02.04.2012",2012,4,2,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.8,0,0,4,0,0,160,0,0,0.8,0,0,0,0,160,4,0,0,4,0,0,0,0,0,0,0,0,0,572,0,0,0.8,0,0,52,0,0,0,0,52,0,0,0,0,0,0,4,0,0,0,56,48.8,0,0,0,0.8,0,0,0,0,0,52,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-12.04.2013","12.04.2013",2013,4,12,0,0,0,160,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,17.6,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,194.4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0.8,0,12,4,0,160,0,0,0,0,0,0,0,63.2,0,0,0,4,0,0,0,0,0,0,0,0,0,520.8,0,0,4.8,0,0,23.2,0,0,0,0,52,0,0,0,0,0,0,16,0,0,0,38.4,16,0.8,0,0,0,0,0,0,0,0,52.8,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,6.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-29.04.2014","29.04.2014",2014,4,29,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,70.4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7.2,0,0,23.2,7.2,0,52,0,0,0,0,0,0,0,520,4.8,0,0,2.4,0,0,2.4,0,0,0,0,0,0,212,0,0,36.8,0,0,234.4,0,0,0,0,52,0,0,0,0,0,0,16,0,10.4,0,108,32,7.2,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,4,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_144","GER_073_MZB_LO_144-30.04.2019","30.04.2019",2019,4,30,0,0,0,220,0,0,0,0,0,0,3.2,0,0,0,0,0,0,24,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,88.8,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,48,0,0,18.4,2.4,0,81.6,0,0,6.4,0,0,0,0,320,1.6,3.2,0,31.2,0,0,0,0,0,0,0,0,0,248.8,0,0,7.2,0,0,33.6,0,0,0,0,32,0,0,0,0,0,0,2.4,0,8.8,0,48,12.8,1.6,0,0,16.8,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,3.2,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_15","GER_073_MZB_LO_15-26.06.2006","26.06.2006",2006,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,18.4,0,0.8,0,0,0,0,0,16,0,0,0,0,0,0,2.4,0,0,3.2,0,0,0,52,0,20,0,0,0,2.4,0,0,2.4,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,2.4,0,0,8,0,0,0,0,20,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.8,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0.8,0,0,0,0,0,0,16,2.4,0,0,0,0,0,16,0,0,0,0.8,0,0,0,0,0,0,0,0,0
