"Unique.ID","Samp.ID","Sampling.date","year","month","day","ALLOTRICHIA SP.","AMPHINEMURA SULCICOLLIS","ANISOPTERA GEN. SP.","ASELLUS AQUATICUS","ATHERICIDAE GEN. SP.","BAETIS SP.","BERAEIDAE GEN. SP.","BRACHYPTERA RISI","CAENIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CENTROPTILUM LUTEOLUM","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","DIPTERA GEN. SP.","DRYOPIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMEROPTERA GEN. SP.","EPHYDRIDAE GEN. SP.","GAMMARUS SP.","GASTROPODA GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRACHNIDAE GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILA SP.","HYGROBIIDAE GEN. SP.","LEBERTIA SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA FUSCA SSP.","LEUCTRA GENICULATA","LEUCTRA HIPPOPUS","LEUCTRA INERMIS","LIMNEPHILIDAE GEN. SP.","MOLLUSCA GEN. SP.","MUSCIDAE GEN. SP.","NEMOURA CINEREA SSP.","NOTERIDAE GEN. SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","ORTHOTRICHIA SP.","PEDICIIDAE GEN. SP.","PEREGRIANA PEREGRA","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSA FONTINALIS","PISIDIUM SP.","PLANORBIDAE GEN. SP.","PLATYHELMINTHES GEN. SP.","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PROTONEMURA MEYERI","PROTONEMURA PRAECOX SSP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","TABANIDAE GEN. SP.","TRICHOPTERA GEN. SP.","VELIIDAE GEN. SP."
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-31.05.2013","31.05.2013",2013,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-27.05.2014","27.05.2014",2014,5,27,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-08.06.2015","08.06.2015",2015,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-17.05.2016","17.05.2016",2016,5,17,0,1,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-01.06.2017","01.06.2017",2017,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-04.06.2018","04.06.2018",2018,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,38,0,0,0,0
"IRL_023_MZB_LO_1","IRL_023_MZB_LO_1-06.06.2019","06.06.2019",2019,6,6,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-05.06.2003","05.06.2003",2003,6,5,0,0,0,0,0,13,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,16,0,46,0,0,8,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-25.05.2004","25.05.2004",2004,5,25,0,0,0,0,0,38,0,0,0,0,0,0,0,344,10,0,0,0,0,0,0,0,56,0,154,0,0,8,0,0,1,0,0,9,1,4,0,7,77,7,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,6,0,11,0,0,28,0,0,0,0,0,0,0,2,0,0,3,0,5,0,0,0,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-24.05.2005","24.05.2005",2005,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,2,21,0,11,0,0,10,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-31.05.2006","31.05.2006",2006,5,31,0,2,0,0,0,7,0,0,0,0,0,0,0,116,10,0,0,13,0,0,0,0,6,0,12,0,0,2,0,0,0,0,0,4,0,0,0,2,11,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-30.05.2007","30.05.2007",2007,5,30,0,0,0,0,0,21,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,14,0,18,0,0,2,0,0,0,0,0,1,0,0,0,4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,39,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-28.05.2008","28.05.2008",2008,5,28,0,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,9,0,0,0,0,5,8,0,0,0,0,27,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-02.06.2009","02.06.2009",2009,6,2,0,0,0,0,0,25,0,0,0,0,0,0,0,160,1,0,0,0,28,0,0,0,15,0,46,0,0,0,0,0,1,0,0,7,0,0,0,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-27.05.2010","27.05.2010",2010,5,27,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,11,0,0,0,0,6,0,0,1,0,0,5,0,0,0,13,4,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-31.05.2011","31.05.2011",2011,5,31,0,0,0,0,0,12,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,24,0,39,0,0,9,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-02.05.2012","02.05.2012",2012,5,2,0,0,0,0,0,57,0,0,1,0,0,0,0,189,11,0,0,1,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,2,0,4,0,0,2,0,0,5,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-31.05.2013","31.05.2013",2013,5,31,0,0,0,0,0,9,0,0,0,0,0,0,0,13,1,0,0,2,0,0,0,0,19,0,4,0,0,4,0,0,1,0,0,10,0,0,0,0,63,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,3,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-27.05.2014","27.05.2014",2014,5,27,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,31,0,0,5,0,0,4,0,0,5,0,0,0,0,84,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-08.06.2015","08.06.2015",2015,6,8,0,0,0,0,0,6,0,0,1,0,0,0,0,79,0,0,0,2,0,0,0,0,34,1,31,0,0,9,0,0,1,0,0,3,0,0,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,3,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-17.05.2016","17.05.2016",2016,5,17,0,0,0,0,0,4,0,0,0,0,0,0,0,41,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-29.05.2017","29.05.2017",2017,5,29,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-06.06.2018","06.06.2018",2018,6,6,0,0,0,0,0,5,0,0,1,0,0,0,0,8,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0
"IRL_023_MZB_LO_10","IRL_023_MZB_LO_10-06.06.2019","06.06.2019",2019,6,6,0,0,1,0,0,1,0,0,5,0,0,0,0,10,2,1,0,0,0,0,0,0,19,0,36,0,0,10,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,2,0,3,4,0,0,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-17.06.2003","17.06.2003",2003,6,17,0,0,0,0,0,21,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,19,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-26.05.2004","26.05.2004",2004,5,26,0,0,0,0,0,31,0,0,3,0,16,0,0,80,2,0,0,0,0,0,3,0,28,0,10,0,0,17,0,0,3,0,0,64,0,1,0,5,37,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,3,0,1,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-24.05.2005","24.05.2005",2005,5,24,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,1,0,17,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,5,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-01.06.2006","01.06.2006",2006,6,1,0,0,0,0,0,3,0,0,2,0,0,0,0,10,2,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-30.05.2007","30.05.2007",2007,5,30,0,0,0,0,0,2,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,18,0,3,0,0,3,0,0,0,0,0,10,0,2,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,0,17,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-28.05.2008","28.05.2008",2008,5,28,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,21,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-28.05.2009","28.05.2009",2009,5,28,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,5,0,0,15,0,0,0,0,0,8,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-27.05.2010","27.05.2010",2010,5,27,0,0,0,0,0,31,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,21,0,0,0,0,20,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-02.06.2011","02.06.2011",2011,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,38,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-03.05.2012","03.05.2012",2012,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,25,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-30.05.2013","30.05.2013",2013,5,30,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,0,1,0,0,4,0,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-29.05.2014","29.05.2014",2014,5,29,0,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,3,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,4,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-09.06.2015","09.06.2015",2015,6,9,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,27,0,3,0,0,0,0,0,3,0,0,9,0,1,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,23,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-18.05.2016","18.05.2016",2016,5,18,0,0,0,0,0,16,0,0,0,0,0,0,0,14,2,0,0,0,2,1,0,0,12,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-30.05.2017","30.05.2017",2017,5,30,0,0,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,22,0,3,0,0,7,0,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
"IRL_023_MZB_LO_11","IRL_023_MZB_LO_11-29.05.2018","29.05.2018",2018,5,29,0,0,0,0,0,1,0,0,1,0,0,0,0,13,3,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL_023_MZB_LO_13","IRL_023_MZB_LO_13-04.06.2003","04.06.2003",2003,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"IRL_023_MZB_LO_13","IRL_023_MZB_LO_13-25.05.2004","25.05.2004",2004,5,25,0,6,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,4,0,24,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,1,0
