"Unique.ID","Samp.ID","Sampling.date","year","month","day","ADICELLA REDUCTA","AGAPETUS SP.","AMPHINEMURA SP.","ANCYLUS FLUVIATILIS","APHELOCHEIRUS AESTIVALIS","ASELLIDAE GEN. SP.","ATHERIX IBIS","ATHRIPSODES SP.","BAETIDAE GEN. SP.","BERAEODES MINUTUS","BITHYNIA TENTACULATA","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CERATOPOGONINAE/PALPOMYIINAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CORDULEGASTER SP.","CORIXIDAE GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DUGESIA SP.","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLIDAE GEN. SP.","EPHEMEROPTERA GEN. SP.","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","GAMMARUS SP.","GLOSSIPHONIA COMPLANATA","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GORDIUS AQUATICUS","GYRAULUS ALBUS","HALIPLUS SP.","HELOBDELLA STAGNALIS","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HYDRAENA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ISOPERLA SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYPE REDUCTA","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MYSTACIDES AZUREA","NECTOPORUS SANMARKII","NEMATODA GEN. SP.","NEMOURA SP.","ODONTOCERUM ALBICORNE","OECETIS TESTACEA","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PEDICIA SP.","PERLODES SP.","PISCICOLIDAE GEN. SP.","PISIDIUM SP.","PLATAMBUS MACULATUS","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PROSIMULIUM SP.","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA SP.","RIOLUS SP.","SERICOSTOMA SP.","SIALIS SP.","SIMULIUM SP.","SISYRA SP.","STENELMIS SP.","TABANIDAE GEN. SP.","THEROMYZON TESSULATUM","TINODES SP.","TIPULA SP.","TURBELLARIA GEN. SP."
"GER_019_MZB_LO_1","GER_019_MZB_LO_1-01.07.2015","01.07.2015",2015,7,1,0,0,0,30.4,2.4,9.6,0,14.4,275.2,0,0,24,0,0,0,0,356.8,0,0,0,0,28.8,0.8,0,0,0,0,30.4,0,4.8,0,2786.4,0,0,0,0,0,0,0,0,0,0,0,72.8,0,0,0,0,0,9.6,0,0,0,0,0,0,0,4.8,0,0,0,0,0,4.8,0,0,0,0,0,14.4,0,0,0,4.8,0,0,0,28.8,0,0,0,2191.2,0,0,0,0,0,0,0
"GER_019_MZB_LO_1","GER_019_MZB_LO_1-06.07.2016","06.07.2016",2016,7,6,0,0,0,3.428571429,24.8,0,0,24.799999999,49.6,0,0,3.428571429,0,0,0,0,3.428571429,0,0,0,0,51.42857143,0.8,0,0,0,0,53.6,0,0,0,1029.8057142,0,0,0,0,0,0,0,8.457142857,0,0,0,0,0,0,0,6.857142857,0,3.428571429,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25714286,0,0,0,0,0,0,6.857142857,0,0,0,109.714285719,0,0,0,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-26.04.2001","26.04.2001",2001,4,26,0,0,0,0.8,0,0,0,0.8,170.4,0,0,0,0,0,0,0.8,30.4,4,0,0,0,12,0,17.6,0,2.4,0,15.2,0,0,0,84,0,0,15.2,0.8,0,0,0,192,0,8,0,8.8,0,14.4,0,0.8,0,0,51.2,172.8,0,1.6,0,3.2,0,0,0,0,0,0,0,2.4,1.6,0,0,1.6,0,0.8,0,0,0,0,3.2,1.6,11.2,0,0,0,0,2.4,0,0,0.8,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-11.03.2003","11.03.2003",2003,3,11,0,0,0,0,0,0,0,0,252.571428559,0,0,0,37.028571429,0,0,0,152.22857143,12.34285714,0,0,0,28.8,0,24.685714289,0,8.228571429,4.114285714,32.91428571,8.228571429,0,0,292.1142857,0,0,96.914285718,0,0,0,0,317.600000004,0,24.68571429,0,69.94285714,0,28.8,98.74285714,0,0,8.228571429,185.142857128,641.828571494,0,28.8,0,12.34285714,0,0,0,0,0,0,0,4.114285714,32.91428571,0,0,4.914285714,0,0,4.914285714,0,0,0,16.45714286,20.57142857,0,0,0,12.114285714,4.914285714,61.71428571,0,0,0,0,0,4.114285714,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-05.04.2004","05.04.2004",2004,4,5,0,0,0,14.4,0,0,0,4.8,54.4,0,0,0,4.8,0.8,0.8,0,384,4.8,0,0,0,0,0.8,28.8,0,4.8,9.6,63.2,0,0,0,422.4,0,0,115.2,0,0,0,0,181.6,0,19.2,0,9.6,0,9.6,14.4,0,1.6,4.8,634.4,187.2,0,33.6,0,0,0,0,0,0,0,0,0,0,14.4,4.8,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-10.04.2006","10.04.2006",2006,4,10,0,4.8,0,0,0,0,0,0,155.2,0,0,0,4.8,0,0,0,0,19.2,0.8,0,0,28.8,0,20,0,4.8,4.8,100.8,0,0,0,403.2,0,0,72,0,0,0,0,198.4,0,0.8,0,76.8,0,33.6,9.6,0,0,0,470.4,456.8,0,0,0,0,0,0,0,0,0,0,0,33.6,24,0,0,20,0,0,0,0,0,0,4.8,4.8,4.8,0,0,4.8,0,24,0,0,4.8,0,0,0,16
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-22.03.2007","22.03.2007",2007,3,22,0,0,0,4.8,0,0,0,19.2,148,0,0,0,0.8,0,0,9.6,299.2,24,0,0,0,24,24,81.6,0,9.6,5.6,24,0,0,0,441.6,0,0,81.6,0,0,0,0,280.8,0,4.8,0,124.8,0,62.4,244.8,0,19.2,19.2,177.6,561.6,0,24,0,0,0,0,0,0,4.8,0,0,19.2,52.8,0,0,0,0,4.8,9.6,0,0,0,0,0,0,0,0,33.6,0.8,24,4.8,0,0,0,0,0.8,4.8
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-24.04.2008","24.04.2008",2008,4,24,0,0,0,0,0,0,0,0,90.095238102,0,0,0,3.238095238,0,0,5.142857143,322.857142855,13.523809524,0,0,0,13.333333338,5.142857143,3.238095238,0,22.28571429,0,8.380952381,0,0,0,45.333333329,0,0,8.571428571,0,0,0,0,36.761904763,0,5.142857143,0,27.047619048,0,24.190476194,9.333333333,0,0,0.761904762,40.952380958,211.809523852,0,0.761904762,0,0,0,0,0,0,0,0,0,5.904761905,3.428571429,0,0,0.761904762,0,0,0,0,0,0,0,10.285714286,0,0,0,0,1.714285714,2.476190476,0,0,0,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-08.04.2009","08.04.2009",2009,4,8,1.959183673,0,0,1.959183673,0,0,0,0,7.836734693,0,0,0,5.333333333,0,0,4.680272109,290.285714299,8.598639456,0.761904762,0,0,11.75510204,0,0,1.523809524,14.476190476,0,5.87755102,0,0,0,8.163265306,0,0,35.26530612,0,0,0,0,7.401360544,0,0,0,61.823129248,0,27.31972789,14.476190472,0,1.959183673,3.918367347,147.265306153,167.292517009,1.959183673,4.680272109,0,0,0,0,0,0,1.959183673,0,1.959183673,17.850340135,0,0,0,1.959183673,0,5.877551019,0,0,1.959183673,0,5.87755102,2.721088435,0,0,0,0,0,3.918367347,0,0,0,0,0,5.87755102,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-16.03.2010","16.03.2010",2010,3,16,0,0,0,0,0,0,0,0,68.417391302,0,0,0,36.66086957,0,0,0,40.069565225,2.504347826,0.8,0,0,2.504347826,3.304347826,1.252173913,0,0,1.252173913,7.513043478,0,0,0,33.80869565,1.252173913,0,10.0173913,0,0,0,0,67.165217383,0,0,0,27.09565217,0,7.860869565,3.756521739,0,0,2.504347826,171.547826092,38.817391303,0,0,0,0,0,0,0,0,0,0,0,2.504347826,0,0,0,2.052173913,0,0,0,0,0,0,8.765217391,1.252173913,0,0,0,0,0,10.8173913,0,0,0,0,0,0.8,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-24.03.2011","24.03.2011",2011,3,24,0,0,0,0,0,0,0,0,42.4,0,0,0,20,0,0,0,43.2,4.8,0,0,0,4,1.6,0,0,0,0,1.6,0,0,0,21.6,0,0,1.6,0,0,0,0,29.6,0,0.8,0,11.2,0,8,0.8,0,0,4,40.8,25.6,0,2.4,0,0.8,0,0,0,0,0,0,0,0.8,3.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-19.03.2012","19.03.2012",2012,3,19,0,0,0,0,0,0,0,0,93.08235294,0,0,0,37.27058824,0,0,0,105.035294119,11.85882353,0,0,0,5.082352941,1.694117647,1.694117647,0,0,18.63529412,11.858823529,0,0,0,49.12941176,0,0,10.16470588,0,0,0,0,82.917647056,0,0,0,15.24705882,0,13.55294118,0,0,0,10.164705882,162.635294151,17.74117647,0,1.694117647,0,1.694117647,0,0,0,0,0,0,0,1.694117647,5.882352941,0,0,2.494117647,0,1.694117647,0,0,0,0,1.694117647,0,0,0,0,0,0,23.717647057,0,0,0,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-19.03.2013","19.03.2013",2013,3,19,0,0,0,0,0,0,0,0,89.6,0,0,0,52.8,0,0,0,127.2,26.4,0,0,0,0,0,2.4,0,0,0,16.8,0,0,2.4,24,0,0,39.2,0,0,0,0,344,0,2.4,0,28.8,0,62.4,0,0,0,2.4,166.4,154.4,0,2.4,0,0,0,0,0,0,0,0,0,10.4,7.2,0,0,4.8,0,2.4,0,0,2.4,0,0,4.8,0,0,0,0,0,4.8,0,0,0,0,0,0,4.8
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-11.03.2014","11.03.2014",2014,3,11,0,0,0,0,0,0,0,0,45.8,0,0,0,21.8,0,0,0,360.8,24.8,0.8,0,0,9,0,3,6,0,26.4,21,0,0,0,183,0,0,3,0,0,0,0,190,0,0,0,12,0,27,36.8,0,0,12,248.4,120.8,0,12,0,0,0,0,0,0,0,0,0,3,3.8,0,3,7.6,0,39,0.8,0,9,0,0,3,3,0,0,9,6,0,0,0,0,0,0,3.8,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-25.03.2015","25.03.2015",2015,3,25,0,0,0,0,0,0,0,0,169.94285712,0,0,0,3.428571429,0,0,0,117.371428576,10.28571429,0,0,0,3.428571429,0,6.857142857,0,6.857142857,18.74285714,51.42857143,0,0,0,750.857142829,0,0,27.42857143,0,0,0,0,161.94285714,0,3.428571429,0,10.285714286,0,27.42857143,13.71428571,0,0,3.428571429,65.942857139,61.714285719,0,13.71428571,0,3.428571429,0,0,0,0,0,0,0,7.657142857,8.457142857,0,0,6.628571429,0,6.857142858,0,0,0,0,0,3.428571429,0,0,3.428571429,0,0,6.857142857,0,0,0,0,0,0,0
"GER_019_MZB_LO_2","GER_019_MZB_LO_2-11.04.2016","11.04.2016",2016,4,11,0,0,0,0,0,0,0,0,53.028571429,0,0,0,10.057142857,0,0,0,157.714285717,6.857142857,0,0,0,6.857142857,6.857142857,41.94285714,0,3.428571429,38.51428571,26.399999997,0,0,13.714285719,333.371428569,0,0,30.85714286,0,0,0,0,204.685714299,0,0,0,130.05714284,0,7.657142857,31.65714286,0,0,0,218.399999989,137.14285711,0,3.428571429,0,3.428571429,0,0,0,0,0,0.8,3.428571429,14.51428571,13.71428571,0,0,0,0,3.428571429,0,0,0,0,0,10.28571429,0,3.428571429,0,3.428571429,0,10.28571429,0,0,0,0,0,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-23.04.2001","23.04.2001",2001,4,23,0,9.6,1.6,5.6,0,0,0,0,98.4,0,0,0,0,0,0,1.6,64,0.8,0,0,0,13.6,0,36,0,4,4,13.6,0,0,0,0,0.8,0,1.6,0,0,0,0,77.6,0.8,2.4,0,34.4,0,35.2,0,0,0,30.4,20.8,497.6,0,15.2,0,4,23.2,0,2.4,0,5.6,2.4,0,0,0,0,0,2.4,0,4.8,0,0,0,0,0,15.2,7.2,6.4,0,0.8,0,3.2,0,0,3.2,0,19.2,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-17.03.2003","17.03.2003",2003,3,17,0,54.4,44.8,28.8,0,0,0,0,297.6,0,0,0,3.2,0,0,3.2,105.6,6.4,0,0,0,41.6,0,176,0,6.4,3.2,92.8,0,0,0,0,0,9.6,19.2,0,0,0,0,438.4,0,44.8,0,438.4,0,156.8,9.6,0,12.8,256,345.6,1241.6,0,9.6,0,32,108.8,0,0,0,0,12.8,0,0,0,0,0,9.6,0,16,0,0,3.2,0,19.2,211.2,12.8,28.8,0,115.2,0,32,0,0,0,0,19.2,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-06.04.2004","06.04.2004",2004,4,6,0,24,24,0,0,0,0,0,200.8,0,0,0,0,0,0,0,158.4,4.8,0,0,0,28.8,0,72,0,57.6,15.2,5.6,0,0,0,0,0,0,0,0,0,0,0,136.8,0,9.6,0,139.2,0,82.4,4.8,0,0,28.8,86.4,561.6,0,4.8,0,0,33.6,0,0,0,0,4.8,0,19.2,0,0,0,4.8,0,9.6,0,0,0,0,0,24,33.6,0,0,43.2,0,0,0,0,0,0,4.8,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-24.03.2005","24.03.2005",2005,3,24,4.114285714,16.45714286,0,12.34285714,0,0,0,0,83.085714287,0,0,0,0,0,0,8.228571429,238.62857143,0,0.8,0,0,12.34285714,0,32.914285714,0,20.571428569,102.8571429,55.08571429,0,0,0,0,0,0.8,8.228571429,0,0,0,0,67.42857143,0,0,0,57.599999999,0,37.02857143,8.228571429,0,1.6,55.08571429,143.999999994,333.2571429,0,16.45714286,0,8.228571429,16.45714286,0,0,4.114285714,4.114285714,4.114285714,0,131.657142859,0,0,0,4.114285714,0,16.45714286,0,0,4.114285714,0,0,88,8.228571429,0,0,53.48571429,8.228571429,12.34285714,0,0,4.114285714,0,8.228571429,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-10.04.2006","10.04.2006",2006,4,10,0,3.84,1.92,0,0,0,0,0,29.28,0,0,0,0,0,0,0,197.76,0,0,9.6,0,7.68,0,1.6,0,5.76,15.36,22.4,0,0,0,0,0,0,0,0,1.92,1.92,0,23.52,0,0,0,48.8,0,15.04,7.68,0,2.72,16.96,67.2,96,0,21.12,5.76,0,0,0,2.72,0,0,1.92,0,24.96,0,0,0,0,0,0,0,0,0,0,0,29.6,1.92,1.92,0,46.08,2.72,3.84,0,0,14.24,0,1.92,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-11.03.2007","11.03.2007",2007,3,11,0,2.88,0,0,0,0,0,0,47.68,0.8,0,0,2.88,0,0,0,106.56,2.88,0,4.48,0,23.84,0,13.12,0,2.88,24.32,23.04,0,0,0,0,0,2.88,2.88,0,0,0,0,21.76,0,0,0,119.2,0,40.64,2.88,0,3.68,62.88,31.2,323.36,0,4.48,0,0,5.76,0,0.8,0,3.68,28.8,0,44,3.68,0,0,5.6,0,0,0,0,0,0,0,59.2,80.64,0,0,83.52,4.48,0.8,0,0,3.68,0,0,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-23.04.2008","23.04.2008",2008,4,23,0,44.8,7.314285714,0.914285714,0,0,0,0,77.561904763,0,0,0,0,0,0,0,82.895238098,0,0.914285714,0,0,8.228571429,0.914285714,14.628571424,0,7.314285715,19.809523808,28.952380951,0,0.914285714,0,0,0,3.657142857,0.914285714,0,0,0,0,4.571428571,0,0,0,20.876190481,0,19.2,7.161904762,0,0,8.228571429,55.009523814,124.190476152,0,1.828571429,0.914285714,4.571428571,24.68571429,0,0.914285714,0,0,4.571428571,0,7.009523809,0,0,0,0,0,0,0,0,0,0,0,28.34285714,7.466666667,4.571428571,0,38.095238094,0,7.00952381,0,0,0.914285714,0,6.4,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-08.04.2009","08.04.2009",2009,4,8,0,12.19047619,3.047619048,0,0,0,0,0.761904762,27.42857143,0,0,0,0,0,0,0,35.047619051,0,0,0,0,4.571428571,0,2.285714286,0,0.761904762,2.285714286,27.428571426,0,0,0,0.761904762,0,3.047619048,0,0,0,0,0,12.952380953,0,0,0,41.904761905,0,10.666666666,3.047619048,0,0,5.333333333,54.857142859,49.523809526,0,5.333333333,0,1.523809524,1.523809524,0,0.761904762,0,0.761904762,5.333333333,0,6.857142857,0,0,0,2.285714286,0,1.523809524,0,0.761904762,0,0,0,3.80952381,1.523809524,0,0,6.857142857,1.523809524,6.095238095,0,0,0.761904762,0,1.523809524,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-16.03.2010","16.03.2010",2010,3,16,0,24,0,9.6,0,0,0,0,304,0,0,0,0,0,0,0,33.6,9.6,0,0,0,25.6,0,4.8,0,4.8,20.8,160,0,0,0,0,0,11.2,9.6,0,0,0,0,192,0,0,4.8,72,0,94.4,48,0,1.6,83.2,187.2,352,0,33.6,0,0,4.8,0,0,0,9.6,28.8,0,4.8,0,0,0,17.6,0,4.8,0,0,0,0,4.8,144,24,0,0,67.2,0,62.4,0,0,6.4,0,0,4.8,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-24.03.2011","24.03.2011",2011,3,24,0,9.6,1.92,0,0,0,0,0,28.64,0,0,0,0,0,0,0,39.36,0.96,0,0,0,11.52,0,0.96,0,0,10.24,14.4,0,0,0,0,0.96,8.48,3.84,0,0,0,0,30.56,0,0,0,38.24,0,10.56,0.96,0,0,19.2,46.88,76.64,0,3.84,0,0,0,0,0.8,0,0.96,10.56,0,2.88,0,0,0,4.64,0,0.96,0,0,0,0,0.96,18.08,12.48,0,0,13.44,0,2.88,0,0.96,0,0,0,0,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-19.03.2012","19.03.2012",2012,3,19,0,1.515789474,3.031578947,0,0,0,4.547368421,0,25.05263158,0,0,0,0,0,0,4.547368421,103.073684202,3.031578947,0,0,0,28.8,0,7.578947369,0,0,18.273684211,27.284210527,0,0,0,0,0,1.515789474,6.063157895,0,0,0,0,20.505263162,0,0,0,19.705263154,0,13.64210526,6.063157895,0,0,24.252631584,80.336842104,156.12631578,0,12.12631579,1.515789474,1.515789474,0,0,0,0,0,16.67368421,0,19.705263155,0,0,0,1.515789474,0,9.094736842,3.831578947,0,0,0,3.031578947,45.47368421,81.85263158,0,0,23.53684211,0,6.063157895,0,0,4.547368421,0,0,1.515789474,0
"GER_019_MZB_LO_3","GER_019_MZB_LO_3-20.03.2013","20.03.2013",2013,3,20,0,0,1,1,0,0,4,0,18.6,0,0,0,0,1.8,1.8,0,41,2,0,0,0,8,0,0,0,1,40,22.6,1,0,0,0,0,0,2,0,0,0,0,16.2,0,0.8,0,8,0,7,44,0,0,48,69,76,0,29,0,0,0,0,0,0,0,6.6,0,9,4,0,0,0,0,9,3,0,1,0,3,58,19,0,0,28,2,36,0,0,10,0,0,0,0
