"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AGABUS SP.","AGAPETUS SP.","ALBOGLOSSIPHONIA HYALINA","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","AQUARIUS NAJAS","ASELLUS AQUATICUS","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIS SP.","BITHYNIA TENTACULATA","BRACHYCENTRUS SUBNUBILUS","BRACHYCERCUS HARRISELLA","BRACHYPTERA SP.","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOPS SP.","CLINOCERINAE GEN. SP.","CLOEON DIPTERUM","COENAGRIONIDAE GEN. SP.","CORDULEGASTER BOLTONII","CORIXIDAE GEN. SP.","CRANGONYX PSEUDOGRACILIS","CULICIDAE GEN. SP.","CYPHON SP.","CYRNUS TRIMACULATUS","DICRANOTA SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DUGESIA GONOCEPHALA","DUGESIA LUGUBRIS/POLYCHROA","DUGESIA TIGRINA","ECDYONURUS DISPAR","ECDYONURUS TORRENTIS","ECDYONURUS VENOSUS-GR.","ELMIS SP.","ELODES SP.","EPEORUS ASSIMILIS","EPHEMERA DANICA","EPHEMERA VULGATA","ERPOBDELLA SP.","ESOLUS ANGUSTATUS","FREDERICELLA SULTANA","GALBA TRUNCATULA","GAMMARUS SP.","GERRIS SP.","GLOSSIPHONIA SP.","GLOSSOSOMA BOLTONI","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRAULUS ALBUS","HALIPLUS FLUVIATILIS","HELOBDELLA STAGNALIS","HEMERODROMIA SP.","HEMICLEPSIS MARGINATA","HEPTAGENIA COERULANS","HEPTAGENIA FLAVA","HEPTAGENIA SULPHUREA","HYDRAENA SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPORINAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ILYOCORIS CIMICOIDES SSP.","ITHYTRICHIA LAMELLARIS","LACCOPHILUS SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYPE SP.","MICRASEMA LONGULUM","MUSCULIUM LACUSTRE","NEMATOCERA GEN. SP.","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NEURECLIPSIS BIMACULATA","NIPHARGUS SP.","NOTIDOBIA CILIARIS","NOTONECTA SP.","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA RHENANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PALUDICELLA ARTICULATA","PEDICIA SP.","PEREGRIANA LABIATA","PERLODIDAE GEN. SP.","PHYSELLA SP.","PISCICOLA SP.","PISIDIUM SP.","PLANARIA TORVA","PLATAMBUS MACULATUS","PLATYCNEMIS PENNIPES","PLECTROCNEMIA SP.","PLUMATELLA SP.","POLYCELIS FELINA","POLYCELIS NIGRA/TENUIS","POLYCENTROPUS FLAVOMACULATUS SSP.","POLYCENTROPUS IRRORATUS","POTAMANTHUS LUTEUS","PROASELLUS COXALIS","PROCLOEON BIFIDUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","RADIX SP.","RHITHROGENA SP.","RHYACOPHILA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS LACUSTRIS","SISYRA SP.","SOMATOCHLORA METALLICA","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TORLEYA MAJOR","UNIO PICTORUM SSP.","VELIA SP."
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-15.07.2010","15.07.2010",2010,7,15,0,0,0,0,0,1,30,0,9,0,9,0,3,2,0,334,0,0,0,1,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-15.05.2012","15.05.2012",2012,5,15,0,0,0,0,0,0,16,0,12,0,1,0,2,54,0,3,0,0,0,2,1,1,0,2,0,155,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,8,5,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,160,0,2,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-18.06.2015","18.06.2015",2015,6,18,0,0,0,0,0,0,20,0,18,0,18,0,2,51,0,2400,0,0,0,34,2,2,0,2,0,159,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,158,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,2,0,2,0,0,0,0,160,0,0,14,0,160,0,1,0,0,0,0,7,0,1,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-16.06.2016","16.06.2016",2016,6,16,0,0,0,0,0,2,13,0,52,0,17,0,0,52,0,52,0,0,0,157,1,1,0,2,0,514,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,8,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,52,2,0,0,0,5,0,0,4,0,520,0,0,0,0,0,0,7,0,3,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-29.06.2017","29.06.2017",2017,6,29,0,0,0,0,0,0,14,0,18,0,10,0,3,56,0,160,0,0,0,6,0,0,0,18,0,162,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,53,3,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,1,0,0,52,0,160,0,3,0,0,0,0,7,0,1,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-04.07.2018","04.07.2018",2018,7,4,0,0,0,0,0,0,52,0,52,0,1,0,0,16,0,520,0,0,0,5,2,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,0,0,10,0,0,160,1,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,160,0,0,0,0,52,0,0,3,0,52,0,0,0,0,0,1,7,0,1,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-11.07.2019","11.07.2019",2019,7,11,0,0,0,0,0,0,160,0,18,1,0,0,2,49,0,520,0,0,0,4,1,1,2,0,0,159,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,2,0,11,0,0,52,6,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,160,0,0,3,0,160,0,0,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_29","GER_072_MZB_LO_29-09.07.2020","09.07.2020",2020,7,9,0,0,0,0,0,1,65,0,1,0,0,0,1,134,0,65,0,0,0,2,22,22,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,9,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,14,2,1,23,0,1,64,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,3,0,0,3,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,200,0,0,0,0,4,0,0,1,0,200,0,11,0,0,0,3,0,0,0,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-18.05.2009","18.05.2009",2009,5,18,0,0,0,0,0,0,1,0,42,0,2,0,1,97,0,18,0,0,0,10,0,0,0,17,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,3,0,1,0,0,4,6,0,0,0,0,0,0,15,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,1,0,0,0,3,0,0,2,0,160,0,3,0,0,0,0,0,0,2,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-15.05.2012","15.05.2012",2012,5,15,0,0,0,0,0,0,0,0,52,0,0,0,0,26,0,52,0,0,0,0,0,0,1,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,0,0,4,2,0,0,0,0,0,0,14,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,52,0,10,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-24.05.2013","24.05.2013",2013,5,24,0,0,0,0,0,0,2,0,160,0,0,0,3,151,0,23,0,0,0,25,1,1,2,2,0,158,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10,9,1,0,0,0,1,52,0,0,0,0,0,2,10,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,160,0,6,0,0,0,0,0,0,2,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-18.06.2015","18.06.2015",2015,6,18,0,0,0,0,0,0,52,0,160,0,0,0,0,14,0,520,0,0,2,52,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,18,3,0,7,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-16.06.2016","16.06.2016",2016,6,16,0,0,0,0,0,1,52,0,22,0,0,0,0,38,0,52,0,0,0,154,0,0,0,6,0,160,0,0,0,7,0,0,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,10,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,1,52,0,0,0,0,2,0,0,0,0,160,0,0,0,0,0,0,0,0,2,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-29.06.2017","29.06.2017",2017,6,29,0,0,0,0,0,0,7,0,14,0,1,0,2,16,0,52,0,0,0,52,0,0,0,0,0,206,0,0,0,0,0,0,52,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,11,4,0,0,0,0,0,0,16,0,1,2,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,2,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,52,0,2,0,0,3,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
"GER_072_MZB_LO_30","GER_072_MZB_LO_30-12.06.2018","12.06.2018",2018,6,12,0,0,0,0,0,0,12,0,52,0,0,0,0,52,0,160,0,0,0,51,0,0,0,1,0,517,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,9,0,0,13,0,0,14,3,0,0,0,2,0,0,18,1,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0,2,0,0,0,0,2,0,51,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0,0,1,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-28.07.2009","28.07.2009",2009,7,28,0,0,0,0,0,3,1,0,58,0,3,0,0,36,2,82,0,0,0,11,6,6,0,5,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,96,6,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,53,4,17,0,0,0,5,0,0,2,0,0,0
"GER_072_MZB_LO_31","GER_072_MZB_LO_31-08.07.2010","08.07.2010",2010,7,8,0,0,0,0,0,0,0,2,38,0,5,0,0,86,1,84,0,0,0,2,3,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,1,44,2,0,0,1,0,0,0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,160,0,18,0,0,1,3,0,0,0,0,0,0
