"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXIDAE GEN. SP.","AESHNIDAE GEN. SP.","AGRIOTYPINAE GEN. SP.","AMPHARETIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAMBARIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CRAMBIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GRAPSIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELICOPSYCHIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROSCAPHIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","ISONYCHIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MARGARITIFERIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMOURIDAE GEN. SP.","NEOEPHEMERIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTERIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGONEURIIDAE GEN. SP.","OSMYLIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POLYMITARCYIDAE GEN. SP.","POTAMANTHIDAE GEN. SP.","PSEPHENIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPERCHEIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","TALITRIDAE GEN. SP.","TETRASTEMMATIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","UENOIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARIDAE GEN. SP."
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-02.08.2007","02.08.2007",2007,8,2,0,0,0,0,89,2,0,1,0,44,0,0,0,1785,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,43,0,0,49,3,114,0,0,3,1495,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,107,5,0,0,0,2,25,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,624,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-05.08.2008","05.08.2008",2008,8,5,0,0,0,0,55,1,0,3,0,260,0,0,0,16,0,0,0,2,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,36,3,84,0,0,6,3828,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,8,19,0,0,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,1,10,0,0,27,0,0,0,0,969,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-23.09.2010","23.09.2010",2010,9,23,0,0,0,0,33,35,0,0,0,170,0,0,0,23,0,0,0,2,0,0,1,0,271,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,114,0,0,93,7,2,0,0,4,493,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,99,1,0,0,0,5,3,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,0,0,0,2,39,0,0,2,0,0,1,0,598,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-15.09.2011","15.09.2011",2011,9,15,0,0,0,0,31,20,0,2,0,94,0,0,0,23,0,0,0,3,0,0,7,0,265,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,83,1,0,42,75,31,1,0,5,3656,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,96,45,0,0,0,37,11,19,0,3,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,4,0,0,0,4,41,0,0,20,0,0,0,0,295,0,0,0,201,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-09.08.2012","09.08.2012",2012,8,9,0,0,0,0,26,3,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,47,0,49,0,0,12,4720,0,0,0,1,1,0,1,0,0,0,0,7,0,0,0,0,0,0,41,0,0,0,0,5,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,40,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-05.08.2013","05.08.2013",2013,8,5,0,0,0,0,16,3,0,0,0,27,0,0,0,16,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,1,209,0,0,7,884,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,243,4,0,0,0,4,17,1,0,29,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,2,11,0,0,4,0,0,0,0,349,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-21.08.2015","21.08.2015",2015,8,21,0,0,0,0,40,1,0,0,0,160,0,0,0,68,0,0,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,66,0,76,2,0,6,3207,0,0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,130,0,0,0,0,4,1,0,0,32,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,4,0,0,0,0,3,0,0,17,0,0,0,0,5826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_10","FRA_016_MZB_LO_10-16.08.2016","16.08.2016",2016,8,16,0,0,0,0,51,2,0,0,0,54,0,1,0,40,0,0,0,1,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,7,36,0,0,4,4031,0,0,0,0,0,0,5,0,0,0,0,13,0,4,7,0,0,0,83,1,0,0,0,4,0,4,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,2678,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-18.07.1997","18.07.1997",1997,7,18,0,0,0,0,550,0,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,55,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-19.07.1999","19.07.1999",1999,7,19,0,0,0,0,550,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,55,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,55,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-07.07.2000","07.07.2000",2000,7,7,0,0,0,0,550,0,0,2,0,7,55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-08.08.2001","08.08.2001",2001,8,8,0,0,0,0,550,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,55,0,0,0,0,0,550,0,0,55,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,55,0,0,0,2,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-04.07.2003","04.07.2003",2003,7,4,0,1,0,0,32,7,0,3,0,24,0,0,0,1,0,0,0,2,0,0,2,0,180,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,8,1,0,52,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,28,0,0,39,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,0,3,0,0,0,0,0,0,0,2,0,0,1,1,3,0,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-20.08.2010","20.08.2010",2010,8,20,0,0,0,0,20,0,0,1,0,69,0,0,0,191,0,0,0,0,0,0,2,0,392,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136,0,16,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,3,0,0,0,0,160,3,0,0,0,2,20,5,0,156,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,38,0,0,47,0,0,0,0,70,0,0,11,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA_016_MZB_LO_101","FRA_016_MZB_LO_101-15.08.2011","15.08.2011",2011,8,15,0,0,0,0,38,1,3,8,0,46,0,0,0,171,0,1,0,21,0,0,5,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,6,7,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,1,0,3,0,0,0,0,492,10,0,0,0,2,18,9,0,272,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0,15,0,0,0,0,37,0,0,15,0,0,0,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
