"site_id","sgn_id","sample_id","year","month","day","AFGHANURUS JOERNENSIS","AGAPETUS OCHRIPES","AGRYPNIA SP.","AMELETUS INOPINATUS","AMPHINEMURA BOREALIS","AMPHINEMURA SULCICOLLIS","ASELLUS AQUATICUS","ATHERIX IBIS","ATHRIPSODES SP.","BAETIS DIGITATUS/NIGER","BAETIS MUTICUS","BAETIS RHODANI","BAETIS VERNUS-GR.","BATHYOMPHALUS CONTORTUS","CAENIS HORARIA","CAENIS RIVULORUM","CALLICORIXA SP.","CALOPTERYX VIRGO","CAPNIA SP.","CAPNOPSIS SCHILLERI SSP.","CENTROPTILUM LUTEOLUM","CERACLEA ANNULICORNIS","CERACLEA EXCISA","CERACLEA NIGRONERVOSA","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","COENAGRION SP.","CORDULIIDAE GEN. SP.","CORIXA SP.","CYMATIAINAE GEN. SP.","DICRANOTA SP.","DIURA BICAUDATA","DIURA NANSENI","DIXIDAE GEN. SP.","DYTISCIDAE GEN. SP. AD.","ELMIS AENEA AD.","ELODES SP. LV.","ELOEOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERA DANICA","EPHEMERA VULGATA","EPHEMERELLA ARONI","EPHEMERELLA MUCRONATA","GAMMARUS LACUSTRIS","GLOSSIPHONIA COMPLANATA","GLOSSOSOMA INTERMEDIUM","GYRAULUS SP.","HABROPHLEBIA LAUTA","HELOBDELLA STAGNALIS","HEPTAGENIA DALECARLICA","HEPTAGENIA SULPHUREA","HOLOSTOMIS ATRATA","HYDRAENA SP. AD.","HYDROPSYCHE ANGUSTIPENNIS SSP.","HYDROPSYCHE CONTUBERNALIS SSP.","HYDROPSYCHE PELLUCIDULA","HYDROPSYCHE SAXONICA","HYDROPSYCHE SILFVENII","HYDROPSYCHE SILTALAI","HYDROPTILA SP.","ISOPERLA SP.","ITHYTRICHIA LAMELLARIS","KAGERONIA FUSCOGRISEA","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIA SP.","LEUCTRA DIGITATA/FUSCA/HIPPOPUS","LEUCTRA NIGRA","LIMNEBIUS SP. AD.","LIMNEPHILIDAE GEN. SP.","LIMNIUS VOLCKMARI AD.","LIMNOPHORA SP.","LYMNAEA STAGNALIS","LYPE SP.","MICRASEMA GELIDUM","MICRASEMA SETIFERUM SSP.","MOLANNA SP.","MOLANNODES TINCTUS","MYSTACIDES SP.","NEMOURA SP.","NEMURELLA PICTETII","NEURECLIPSIS BIMACULATA","OLIGOSTOMIS RETICULATA","OULIMNIUS TUBERCULATUS AD.","OXYETHIRA SP.","PEDICIA SP.","PHILOPOTAMUS MONTANUS SSP.","PHRYGANEA SP.","PLANORBIS SP.","PLECTROCNEMIA CONSPERSA SSP.","POLYCENTROPUS FLAVOMACULATUS SSP.","POLYCENTROPUS IRRORATUS","PRIONOCERA TURCICA","PROCLOEON BIFIDUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PTYCHOPTERA SP.","RADIX BALTHICA/LABIATA","RHYACOPHILA SP.","SCIOMYZIDAE GEN. SP.","SERICOSTOMA PERSONATUM","SERRATELLA IGNITA","SIALIS SP.","SIGARA SP.","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","SPHAERIIDAE GEN. SP.","STAGNICOLA PALUSTRIS","STRATIOMYIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","TIPULA SP.","VALVATA SP.","WORMALDIA SUBNIGRA","YLODES SP."
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2000",2000,"9",NA,0,0,0,0,0,0,131,0,0,206,0,99,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,36,0,1,2,21,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,5,3,1,31,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,10,1,0,0,0,0,0,0,9,0,13,0,1,0,0,133,0,0,3,0,27,0,0,0,5
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2001",2001,"9",NA,0,0,0,0,0,0,76,0,0,242,0,232,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,198,0,2,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,4,16,0,0,0,0,0,0,0,0,4,0,2,0,12,0,0,0,0,0,0,20,10,0,0,0,0,0,0,14,0,4,2,2,0,0,48,0,0,8,0,68,0,2,0,8
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2002",2002,"9",NA,0,6,0,0,0,0,24,0,4,48,0,108,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,2,0,0,0,4,0,0,0,0,258,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,2,0,4,0,0,0,0,52,0,0,0,0,0,0,12,0,0,0,0,0,0,2,18,0,26,0,0,0,0,460,0,0,0,0,6,0,0,0,2
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2003",2003,"9",NA,0,0,0,0,0,0,16,0,1,178,0,38,9,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,308,0,3,2,15,0,0,1,0,0,0,0,0,2,0,4,0,13,0,0,1,1,0,0,0,5,4,0,12,0,0,0,0,0,40,0,0,0,1,0,0,0,0,2,0,2,0,14,11,0,0,0,0,0,36,4,0,0,0,0,0,0,3,0,15,0,0,1,0,102,0,6,0,0,29,0,0,0,1
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2004",2004,"9",NA,0,8,0,0,0,0,3,0,6,51,22,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,141,0,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,6,1,1,3,1,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,48,10,0,0,0,0,0,3,0,0,0,0,0,0,2,9,0,41,0,0,0,1,266,0,0,0,0,15,0,0,0,0
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2005",2005,"9",NA,0,1,0,0,0,0,2,0,4,103,0,9,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,1,0,5,1,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,8,0,0,0,0,11,0,3,0,0,7,0,0,0,0
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2006",2006,"9",NA,0,0,0,0,4,0,1,0,0,49,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,17,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,1,0,0,18,0,9,0,0,5,0,0,0,2
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2007",2007,"9",NA,0,0,0,2,12,0,12,0,3,157,9,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,167,0,6,1,10,0,0,18,0,0,0,0,0,0,0,7,0,2,0,0,0,8,0,0,0,19,0,2,18,2,0,0,0,2,29,0,0,0,0,0,0,0,0,7,0,11,0,19,2,0,0,0,0,0,29,1,0,0,0,0,0,0,33,0,59,0,0,0,3,3998,0,0,0,0,68,1,0,0,0
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2008",2008,"9",NA,0,2,0,0,0,0,4,0,0,140,5,488,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,433,0,8,0,9,0,0,2,1,0,0,0,0,0,0,6,2,34,0,0,2,8,1,0,0,22,0,0,6,1,1,0,0,2,125,0,0,0,2,0,0,0,0,7,0,0,0,81,2,1,0,0,0,0,13,3,0,0,0,0,0,0,40,0,53,0,0,0,4,202,0,0,0,0,152,0,0,0,4
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2009",2009,"9",NA,0,7,0,8,4,0,10,0,0,1920,100,860,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,21,0,0,0,0,560,1,6,1,30,0,0,17,1,0,0,0,0,0,0,11,0,1,0,0,3,0,0,0,1,14,0,0,5,54,1,0,0,21,137,0,0,0,1,0,0,0,0,15,0,4,0,95,10,0,0,0,0,0,43,3,0,0,0,1,0,0,32,0,64,0,3,0,17,2465,0,2,0,0,162,0,0,0,7
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2010",2010,"9",NA,0,6,1,0,0,0,26,0,9,182,0,72,20,0,0,0,0,2,0,0,0,0,0,0,0,0,70,0,1,0,41,1,0,0,0,0,376,0,2,2,46,0,0,0,0,0,0,0,0,1,0,23,0,4,0,0,0,3,0,0,0,13,0,0,30,0,2,0,0,0,97,0,3,0,1,1,0,0,0,16,0,0,0,86,17,0,0,0,0,0,34,0,0,0,0,1,0,4,21,0,85,0,3,0,32,301,0,1,0,0,128,0,0,0,19
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2011",2011,"9",NA,0,2,0,0,0,0,57,0,11,909,0,430,11,1,0,0,0,1,0,0,0,0,0,0,5,0,6,0,1,0,17,4,0,0,0,0,1077,2,3,21,27,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,12,0,0,0,7,74,0,11,8,0,0,0,1,181,1,0,0,3,0,0,0,0,3,0,0,0,122,36,0,0,0,0,0,40,29,0,0,0,0,0,0,44,0,83,0,0,0,13,891,0,7,6,0,87,3,0,0,20
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2012",2012,"9",NA,0,4,0,0,0,0,87,0,22,213,8,294,10,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,2,0,0,14,0,0,0,0,739,0,11,24,21,0,0,0,0,0,0,0,13,0,0,1,1,6,0,0,15,0,0,1,0,25,83,0,158,25,2,0,0,10,104,2,0,0,0,0,0,0,0,8,0,2,0,72,77,0,0,0,0,0,24,0,0,0,0,0,0,4,34,0,94,2,0,0,14,722,0,13,14,0,129,0,0,0,14
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2013",2013,"9",NA,0,0,0,0,0,0,24,0,14,2241,56,174,22,0,0,0,8,2,0,1,1,0,0,0,5,0,2,0,1,0,35,1,0,0,0,0,1052,0,2,1,49,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,7,0,0,0,0,19,96,2,22,68,1,0,0,7,86,0,0,0,1,0,0,0,0,7,0,7,0,86,72,0,0,0,0,0,55,14,0,0,0,1,0,0,32,0,52,3,0,27,1,141,0,2,0,0,85,0,0,0,28
119000002,"FIN_013_MZB_LO_9","119000002_NA.09.2014",2014,"9",NA,0,0,0,0,1,0,54,0,2,218,4,86,2,0,0,0,0,1,0,0,0,1,0,0,2,0,46,0,0,0,0,6,0,0,0,0,226,0,2,0,26,2,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,1,0,22,2,11,12,0,0,0,0,2,79,0,0,0,0,0,0,0,0,25,0,0,1,19,1,0,0,0,0,0,32,4,0,0,0,0,0,0,24,0,50,2,1,0,2,276,0,4,7,0,38,0,0,0,2
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2000",2000,"9",NA,0,0,0,0,0,0,0,0,0,4,134,146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,4,0,2,0,0,114,14,2,20,0,0,40,0,0,0,0,0,18,0,4,0,0,64,0,0,0,22,0,0,0,6,0,0,0,0,118,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,8,0,24,68,0,6,30,0,14,0,0,0,0,30,0,0,0,0,2,0,4,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2001",2001,"9",NA,0,0,0,8,0,0,0,0,0,88,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,3,0,0,134,2,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,77,0,0,0,18,0,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,211,0,13,14,0,3,0,0,0,0,58,0,0,1,0,0,0,0,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2002",2002,"9",NA,0,0,0,0,0,0,0,0,0,0,56,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,220,8,0,0,0,0,40,0,0,0,0,0,24,0,6,0,0,84,0,0,0,56,0,0,0,20,0,0,0,0,804,0,0,2,0,0,0,0,54,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,2,0,0,0,42,246,0,6,10,0,4,0,0,0,0,50,0,0,0,0,2,0,0,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2003",2003,"9",NA,0,0,0,6,0,0,0,0,0,32,52,151,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,22,0,8,0,0,400,6,8,4,0,0,38,0,0,0,0,0,101,0,4,0,0,174,0,0,0,22,0,0,0,8,0,0,4,7,134,0,0,0,0,0,0,0,40,0,0,0,0,22,0,0,2,4,2,0,0,0,0,0,10,0,0,0,10,284,0,4,46,0,70,0,4,0,8,22,0,0,2,0,6,0,6,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2004",2004,"9",NA,0,0,0,1,0,0,0,0,0,6,86,189,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,4,1,0,145,1,2,11,0,0,82,0,0,0,0,0,21,0,2,0,0,83,0,0,0,59,0,0,0,4,0,0,1,0,93,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,14,244,0,2,12,0,10,0,0,0,0,43,0,0,0,0,3,0,0,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2005",2005,"9",NA,0,0,0,1,0,0,0,0,0,1,55,36,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,57,4,2,2,0,0,0,0,0,0,0,0,27,0,4,0,0,26,0,0,0,5,0,0,0,6,0,0,1,1,39,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,280,2,1,3,0,20,0,0,0,1,1,0,0,1,0,5,0,1,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2006",2006,"9",NA,0,0,0,1,1,0,0,0,0,30,306,168,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,12,0,1,0,0,56,7,2,8,0,0,51,0,0,0,0,0,5,0,1,0,0,89,0,0,0,7,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,274,0,0,9,0,4,0,0,0,1,109,0,0,1,0,0,0,0,0,0
119000003,"FIN_013_MZB_LO_8","119000003_NA.09.2007",2007,"9",NA,0,0,0,1,4,0,0,0,0,17,75,155,0,0,0,0,0,0,0,2,0,0,0,0,7,0,4,0,0,0,0,13,0,4,0,0,68,2,1,0,0,0,57,0,0,0,0,0,36,0,5,0,0,36,0,0,0,10,0,0,0,6,0,0,0,0,198,1,0,2,0,0,0,0,4,0,0,0,0,30,0,0,0,3,0,0,0,0,0,1,1,0,0,0,5,201,0,3,15,0,22,0,0,0,0,75,0,0,1,0,0,0,0,0,0
