"site_id","sgn_id","sample_id","year","month","day","ACROLOXUS LACUSTRIS","ADICELLA REDUCTA","AGABUS SP. AD.","AGAPETUS FUSCIPES","ALBOGLOSSIPHONIA HETEROCLITA","ANABOLIA NERVOSA","ANACAENA GLOBULUS AD.","ANACAENA LIMBATA AD.","ANCYLUS FLUVIATILIS","ANISUS SP.","ASELLUS AQUATICUS","ATHRIPSODES ALBIFRONS","ATHRIPSODES ATERRIMUS","ATHRIPSODES BILINEATUS SSP.","ATHRIPSODES CINEREUS","BAETIS RHODANI","BAETIS SCAMBUS","BAETIS VERNUS","BATHYOMPHALUS CONTORTUS","BERAEA PULLATA","BIBIO SP.","BITHYNIA TENTACULATA","BRYCHIUS ELEVATUS AD.","CAENIS HORARIA","CAENIS LUCTUOSA","CAENIS RIVULORUM","CALLICORIXA PRAEUSTA SSP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERACLEA DISSIMILIS","CERATOPOGONIDAE GEN. SP.","CHAETOPTERYX VILLOSA SSP.","CHIRONOMIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP. AD.","CHRYSOPILUS SP.","CLOEON DIPTERUM","COENAGRION PUELLA","CRANGONYX PSEUDOGRACILIS","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP. AD.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DIXA SP.","DIXELLA SP.","DOLICHOPODIDAE GEN. SP.","DRUSUS ANNULATUS","DRYOPS SP. AD.","DUGESIA SP.","DYTISCUS SP. AD.","ELLOBIIDAE GEN. SP.","ELMIS AENEA AD.","EMPIDIDAE GEN. SP.","EPHEMERA DANICA","EPHYDRIDAE GEN. SP.","ERPOBDELLA OCTOCULATA","GALBA TRUNCATULA","GAMMARUS SP.","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIA COMPLANATA","GLYPHOTAELIUS PELLUCIDUS","GOERA PILOSA","GRAPTODYTES PICTUS AD.","GYRAULUS ALBUS","GYRAULUS CRISTA","GYRAULUS LAEVIS","GYRINUS SP. AD.","HAEMOPIS SANGUISUGA","HALESUS DIGITATUS SSP.","HALESUS RADIATUS","HALIPLUS SP. AD.","HELOBDELLA STAGNALIS","HELOPHORUS BREVIPALPIS AD.","HELOPHORUS GRANDIS AD.","HELOPHORUS GRISEUS AD.","HELOPHORUS OBSCURUS SSP. AD.","HELOPHORUS STRIGIFRONS AD.","HESPEROCORIXA SAHLBERGI","HIPPEUTIS COMPLANATUS","HYDRACHNIDIA GEN. SP.","HYDRAENA RIPARIA AD.","HYDRIDAE GEN. SP.","HYDROBIUS FUSCIPES AD.","HYDROMETRA STAGNORUM","HYDROPORUS SP. AD.","HYDROPSYCHE ANGUSTIPENNIS SSP.","HYDROPSYCHE CONTUBERNALIS SSP.","HYDROPSYCHE PELLUCIDULA","HYDROPSYCHE SILTALAI","HYDROPTILA SP.","HYPHYDRUS OVATUS AD.","ILYBIUS FULIGINOSUS AD.","ISCHNURA ELEGANS","ISOPERLA GRAMMATICA","ITHYTRICHIA SP.","LACCOBIUS BIPUNCTATUS AD.","LACCOBIUS MINUTUS AD.","LEPIDOSTOMA HIRTUM","LEUCTRA FUSCA SSP.","LEUCTRA INERMIS","LEUCTRA NIGRA","LIMNEPHILUS EXTRICATUS","LIMNEPHILUS FLAVICORNIS","LIMNEPHILUS LUNATUS","LIMNEPHILUS MARMORATUS","LIMNEPHILUS RHOMBICUS SSP.","LIMNEPHILUS VITTATUS","LIMNIUS VOLCKMARI AD.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYMNAEA STAGNALIS","LYPE SP.","MESOVELIIDAE GEN. SP.","MICRONECTA POWERI SSP.","MICROPTERNA SEQUAX","MYSTACIDES AZUREA","MYSTACIDES LONGICORNIS","MYSTACIDES NIGRA","NEBRIOPORUS DEPRESSUS/ELEGANS AD.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURA CINEREA SSP.","NEMURELLA PICTETII","NEPA CINEREA","NIPHARGUS AQUILEX","NOTERUS CLAVICORNIS AD.","NOTONECTA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORECTOCHILUS VILLOSUS AD.","OULIMNIUS SP. AD.","OXYETHIRA SP.","PACIFASTACUS LENIUSCULUS","PARALEPTOPHLEBIA SUBMARGINATA","PHYSA FONTINALIS","PHYSELLA ACUTA","PHYSELLA HETEROSTROPHA","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANARIA TORVA","PLANORBARIUS CORNEUS","PLANORBIS CARINATUS","PLANORBIS PLANORBIS","PLATAMBUS MACULATUS AD.","PLEA MINUTISSIMA SSP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPHYLAX LATIPENNIS","POTAMOPYRGUS ANTIPODARUM","POTAMOPYRGUS ANTIPODARUM.1","PROCLOEON PENNULATUM","PSYCHODIDAE GEN. SP.","PTYCHOPTERA SP.","RADIX BALTHICA","RHYACOPHILA DORSALIS SSP.","RIOLUS SUBVIOLACEUS AD.","SCIRTIDAE GEN. SP. LV.","SERICOSTOMA PERSONATUM","SERRATELLA IGNITA","SIALIS LUTARIA","SIGARA DORSALIS","SIGARA LATERALIS","SILO NIGRICORNIS","SILO PALLIPES","SIMULIUM SP.","SPHAERIUM SP.","STAGNICOLA PALUSTRIS","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TETANOCERA SP.","THEROMYZON TESSULATUM","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","TROCHETA PSEUDODINA","TROCHETA SUBVIRIDIS","VALVATA CRISTATA","VALVATA PISCINALIS SSP.","VELIA CAPRAI SSP.","ZONITOIDES NITIDUS"
109000383,"ENG_042_MZB_LO_1","109000383_24.05.2017",2017,"5",24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_06.05.1999",1999,"5",6,0,0,1,0,0,0,0,0,15,3,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_04.05.2000",2000,"5",4,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,250,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_22.05.2001",2001,"5",22,0,0,0,0,0,0,0,0,0,2,150,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_16.04.2002",2002,"4",16,0,0,0,0,0,0,0,0,10,10,40,0,0,0,0,60,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,1,0,0,0,10,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_10.03.2003",2003,"3",10,0,0,0,0,0,0,0,0,10,2,5,0,0,0,0,41,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,22,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_06.05.2004",2004,"5",6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_12.04.2005",2005,"4",12,0,0,0,1,0,0,0,0,1,3,7,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,1,0,0,3,0,200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,12,0,0,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
109000384,"ENG_042_MZB_LO_2","109000384_06.03.2006",2006,"3",6,0,0,0,8,0,0,0,0,4,0,30,0,0,0,0,200,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,50,0,0,0,0,100,0,0,8,0,0,0,0,0,0,20,0,0,2,1,0,0,5,0,200,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,58,0,20,0,0,0,0,0,0,0,30,30,0,10,0,15,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
109000384,"ENG_042_MZB_LO_2","109000384_01.05.2007",2007,"5",1,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,12,0,0,2,0,0,0,0,0,2,0,0,0,0,0,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,300,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
