"site_id","sgn_id","sample_id","year","month","day","APHELOCHEIRIDAE GEN. SP.","AQUARIUS NAJAS","ASELLIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CRANGONYX PSEUDOGRACILIS","DENDROCOELIDAE GEN. SP.","DIXIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP. AD.","ELMIDAE GEN. SP. AD.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP. AD.","HELOPHORUS SP. AD.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP. AD.","HYDROBIIDAE GEN. SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP. AD.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIRTIDAE GEN. SP. LV.","SERICOSTOMATIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VELIIDAE GEN. SP."
109000001,"WAL_041_MZB_LO_3444","109000001_15.03.2011",2011,"3",15,0,0,0,4,338,0,0,0,0,16,5,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,3,7,0,211,0,4,0,0,0,13,0,8,0,0,170,7,0,0,0,0,0,29,0,20,0,0,26,0,0,0,0,0,0,0,2,0,5,71,0,0,0,22,0,0,0,0
109000001,"WAL_041_MZB_LO_3444","109000001_29.05.2012",2012,"5",29,0,0,0,4,10,0,0,0,0,20,35,0,0,0,0,0,2,20,0,30,0,0,0,0,1,0,6,1,0,10,2,0,0,0,0,1,0,5,5,0,5,25,0,0,0,0,0,0,3,25,7,0,1,0,0,0,10,0,0,0,1,0,10,15,2,0,0,0,0,0,0,0
109000001,"WAL_041_MZB_LO_3444","109000001_11.05.2016",2016,"5",11,0,0,0,9,34,0,2,0,0,20,18,1,0,0,0,0,0,56,2,3,0,0,0,0,0,0,6,0,0,46,0,0,0,0,0,21,0,28,0,0,128,0,1,0,0,1,0,11,0,30,0,0,13,0,0,0,0,0,0,0,6,1,4,160,1,0,0,2,0,0,0,2
109000002,"WAL_041_MZB_LO_3445","109000002_03.04.1995",1995,"4",3,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,33,33,0,33,1,0,0,0,0,0,33,0,33,1,0,33,0,0,0,1,0,0,0,0,0,33,33,0,0,0,1,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_10.04.1996",1996,"4",10,0,0,0,0,33,0,33,0,0,33,33,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,1,0,33,0,1,33,0,0,3,0,33,3,1,33,0,0,0,0,0,0,3,0,34,0,0,33,0,0,1,1,0,0,0,1,0,33,3,0,0,0,3,1,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_31.03.1998",1998,"3",31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_29.03.2000",2000,"3",29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,3,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_11.03.2002",2002,"3",11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_04.04.2003",2003,"4",4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_26.05.2004",2004,"5",26,0,0,1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,1,1,1,0,0,0,0,0,0,4,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,4,0,0,5,0,9,1,0,0,0,0,0,0,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_20.05.2013",2013,"5",20,0,0,0,0,200,0,0,0,0,60,18,0,0,0,0,0,0,110,0,0,0,0,0,10,0,0,0,1,0,90,0,0,0,0,0,15,0,14,0,0,20,0,1,0,0,0,0,4,0,25,5,0,7,0,0,0,9,1,0,0,10,2,10,20,4,0,0,8,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_13.05.2014",2014,"5",13,0,0,0,1,61,4,6,0,0,20,27,0,6,0,0,0,0,10,1,7,0,0,1,0,0,0,0,1,0,39,1,2,0,0,0,4,0,12,7,0,15,2,5,0,0,0,0,1,0,42,12,0,0,0,0,0,1,0,0,0,5,0,3,22,0,0,0,0,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_24.04.2015",2015,"4",24,0,0,0,1,132,0,156,0,2,357,27,0,0,0,0,0,0,28,2,2,0,0,1,0,0,2,0,0,0,91,3,2,0,0,0,11,8,13,0,0,9,0,0,0,0,7,0,0,0,9,0,0,7,0,2,1,1,0,1,0,7,1,2,265,1,0,0,9,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_04.05.2016",2016,"5",4,0,0,0,0,126,0,570,0,5,182,76,0,0,0,0,0,1,23,1,2,0,0,0,0,0,0,0,1,0,80,20,1,0,0,0,23,1,22,1,0,32,0,6,0,0,1,0,2,0,8,3,0,15,0,0,0,5,1,2,0,6,0,1,25,1,0,0,1,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_26.04.2017",2017,"4",26,0,0,0,0,495,0,41,0,7,570,19,0,0,0,16,0,0,20,4,15,0,0,0,1,0,0,0,0,1,36,5,1,0,0,0,34,4,36,0,1,25,0,2,0,0,5,0,0,0,181,0,0,3,0,1,4,13,1,16,0,6,3,3,120,0,1,0,0,0,0,0,0
109000002,"WAL_041_MZB_LO_3445","109000002_18.04.2018",2018,"4",18,0,0,0,2,37,0,0,0,3,17,1,0,0,0,6,0,0,11,3,0,0,0,1,0,0,0,0,1,0,16,0,0,0,0,0,3,2,13,0,0,2,3,3,0,0,0,0,0,0,49,0,0,2,0,1,0,0,0,1,0,1,0,2,6,0,0,0,0,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_04.03.1994",1994,"3",4,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,33,0,0,0,0,0,3,0,0,0,0,33,1,0,0,0,0,0,33,0,1,3,3,33,0,0,0,0,0,0,0,3,0,1,33,0,0,0,33,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_22.03.1995",1995,"3",22,0,0,0,0,33,0,3,0,0,1,33,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,1,0,33,0,0,0,0,0,33,0,1,0,0,33,33,0,0,0,0,0,3,0,33,3,3,33,0,0,0,1,0,0,0,1,0,33,0,1,0,0,33,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_18.03.1996",1996,"3",18,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,1,0,0,0,3,0,3,3,3,3,0,0,0,1,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_30.05.1997",1997,"5",30,0,0,0,0,3,0,33,0,1,3,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,33,0,0,0,33,0,3,0,0,3,1,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_12.03.1998",1998,"3",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_13.05.1999",1999,"5",13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_16.05.2000",2000,"5",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,7,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_08.05.2003",2003,"5",8,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,7,6,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,8,0,0,9,1,0,0,0,2,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_08.05.2013",2013,"5",8,0,0,0,0,144,0,0,0,0,7,220,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,121,1,1,0,0,0,10,0,1,0,0,129,0,0,0,0,0,0,0,1,101,3,0,100,0,0,0,0,0,0,0,6,0,0,10,3,0,0,1,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_13.05.2014",2014,"5",13,0,0,4,0,80,0,0,0,0,11,0,0,0,0,0,0,0,20,0,21,0,0,0,6,0,0,0,0,0,82,0,5,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,3,0,10,3,0,21,0,0,3,0,0,0,0,8,0,15,12,3,0,0,0,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_23.04.2015",2015,"4",23,0,0,0,0,50,0,0,0,4,10,11,0,0,0,0,0,0,21,0,21,0,0,0,7,3,14,0,1,0,45,21,0,0,0,0,1,1,0,1,0,33,0,0,0,0,0,0,2,0,13,0,0,14,0,0,0,3,0,0,0,0,0,10,16,4,0,0,3,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_05.05.2016",2016,"5",5,0,1,0,0,592,0,0,0,0,10,9,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,0,1376,0,4,0,0,0,29,0,1,0,0,155,0,0,0,0,1,0,0,0,33,1,0,11,0,0,0,1,0,0,0,6,0,1,16,0,0,0,18,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_27.04.2017",2017,"4",27,0,0,0,0,320,0,27,0,2,23,34,0,0,0,1,0,3,25,2,0,0,0,0,0,0,0,0,2,0,546,0,5,0,0,0,23,0,0,0,0,63,3,0,0,0,1,0,0,3,39,7,0,9,0,0,0,0,0,0,0,3,0,5,81,0,0,0,5,0,0,0,0
109000003,"WAL_041_MZB_LO_3446","109000003_17.04.2018",2018,"4",17,0,0,0,0,95,0,10,0,3,10,2,0,0,0,0,0,1,25,3,0,0,0,1,0,0,0,0,2,0,225,0,2,0,0,0,13,0,1,0,0,13,2,0,0,0,1,0,1,9,58,0,0,7,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_04.08.1994",1994,"8",4,33,0,0,0,33,33,0,0,0,33,0,0,0,0,0,0,0,33,0,33,3,0,3,33,0,0,0,0,0,33,0,3,3,0,0,3,0,1,0,0,33,0,0,0,0,0,0,0,0,33,0,0,1,0,0,3,0,0,1,0,0,0,0,33,0,0,0,0,1,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_27.09.1995",1995,"9",27,33,0,1,0,3,0,1,0,3,3,0,0,0,0,0,0,0,3,0,1,3,0,1,3,0,0,0,1,0,3,0,0,333,0,0,3,0,1,3,0,33,0,0,1,0,0,0,0,0,3,0,0,0,0,0,33,0,0,1,0,1,0,1,0,1,0,0,0,33,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_30.09.1997",1997,"9",30,33,0,3,0,33,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0,3,0,3,33,0,0,0,0,0,33,1,0,33,0,0,3,0,33,1,0,3,0,3,1,0,0,0,0,0,4,3,0,0,0,0,34,0,0,0,0,0,0,33,33,0,0,3,0,1,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_05.10.1998",1998,"10",5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_23.10.2002",2002,"10",23,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,1,0,6,1,0,1,20,0,0,0,0,0,0,0,13,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_26.09.2003",2003,"9",26,0,0,0,3,3,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,4,0,1,6,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,7,0,1,0
109000004,"WAL_041_MZB_LO_3447","109000004_25.09.2013",2013,"9",25,279,0,1,0,2,0,0,0,0,10,0,0,0,0,0,0,0,163,1,5,125,0,1,35,0,2,2,0,0,164,7,0,0,0,0,29,0,3,10,3,91,0,11,6,0,0,0,1,0,53,9,0,0,0,0,6,3,0,2,20,0,0,5,0,4,0,1,0,1,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_03.10.2014",2014,"10",3,0,0,1,0,1,0,44,0,0,102,0,0,0,0,0,0,1,11,0,0,14,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,31,0,8,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_23.09.2015",2015,"9",23,21,0,0,0,150,0,14,0,4,10,3,0,0,0,0,0,0,82,9,0,9,0,0,50,0,22,0,3,0,180,11,3,0,0,0,4,0,0,2,0,15,1,0,4,0,0,0,0,0,22,3,0,5,0,1,13,0,0,0,0,15,0,7,11,11,0,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_22.09.2016",2016,"9",22,85,0,2,0,31,0,0,0,0,12,0,0,0,0,0,0,0,72,0,7,11,0,3,180,2,0,0,1,0,290,1,0,0,0,0,17,10,28,6,4,75,0,5,0,0,0,0,0,0,26,0,0,7,0,0,67,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_21.09.2017",2017,"9",21,22,0,4,0,150,0,0,0,0,2,0,0,0,0,0,0,0,24,1,0,1,0,0,40,0,0,0,0,0,22,0,7,0,0,0,4,1,0,1,0,3,2,1,0,0,0,0,0,0,3,0,0,13,0,1,0,1,0,0,0,5,0,11,0,2,1,0,0,0,0,0,0
109000004,"WAL_041_MZB_LO_3447","109000004_05.09.2018",2018,"9",5,70,0,0,12,2,1,1,0,2,60,0,0,0,0,3,0,0,227,0,3,34,0,1,3,0,2,0,0,0,12,15,0,0,0,0,8,10,1,25,0,43,0,6,0,0,0,0,1,0,82,0,0,0,0,0,29,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_09.05.1994",1994,"5",9,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,33,0,3,0,0,0,0,33,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_22.03.1995",1995,"3",22,0,0,0,0,0,0,0,0,0,1,33,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,33,0,3,0,0,0,0,3,0,33,3,0,33,1,0,0,0,0,0,0,3,0,3,3,0,0,0,33,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_18.03.1996",1996,"3",18,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,33,0,0,0,0,0,1,0,4,3,0,3,0,0,0,0,0,0,0,3,0,33,0,0,0,0,3,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_30.05.1997",1997,"5",30,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,0,0,33,0,3,0,0,0,0,1,3,3,0,0,3,0,3,0,0,0,33,0,1,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_12.03.1998",1998,"3",12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_04.05.1999",1999,"5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_16.05.2000",2000,"5",16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,7,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_28.03.2002",2002,"3",28,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109000005,"WAL_041_MZB_LO_3448","109000005_13.05.2014",2014,"5",13,0,0,0,0,4,0,0,0,0,20,31,0,0,0,0,0,0,39,0,2,0,0,0,0,0,0,12,0,0,4,9,10,0,0,0,2,0,0,0,0,53,8,0,0,0,1,0,0,1,80,3,0,15,0,0,0,0,1,0,0,1,0,2,14,1,0,0,0,0,0,0,0
