"site_id","sgn_id","sample_id","year","month","day","AGAPETUS FUSCIPES","AMPHINEMURA SP.","ANCYLUS FLUVIATILIS","ANTHOMYIIDAE GEN. SP.","ANTOCHA SP.","APATANIA SP.","ATHERIX SP.","ATRICHOPS CRASSIPES","BAETIS SP.","BEZZIA SP.","BLEPHARICERA SP.","BRACHYCENTRUS MONTANUS","BYTHINELLA SP.","BYTHIOSPEUM SP.","CAENIS MACRURA","CAPNIA SP.","CAPNIONEURA SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLA BREVIATA","CLINOCERINAE GEN. SP.","CORDULEGASTER BIDENTATA","CORDULEGASTER BOLTONII","CRUNOECIA IRRORATA SSP.","CULEX SP.","CURCULIONIDAE GEN. SP. AD.","CYPHON SP. LV.","DASYHELEA SP.","DERONECTES SP. AD.","DICRANOTA SP.","DINOCRAS CEPHALOTES","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DUPOPHILUS BREVIS AD.","ECDYONURUS SP.","ECHINOGAMMARUS SP.","ELMIS SP. AD.","ELODES SP. LV.","EPEORUS SP.","EPHEMERA DANICA","ERNODES ARTICULARIS","ERPOBDELLA SP.","ESOLUS SP. AD.","FORCIPOMYIA SP.","GLOSSIPHONIA PALUDOSA","GLOSSOSOMA PRIVATUM","GYRAULUS SP.","HABROLEPTOIDES SP.","HABROPHLEBIA SP.","HALIPLUS SP. AD.","HELOPHORUS SP. AD.","HEMERODROMIINAE GEN. SP.","HEXATOMA SP.","HIRUDO MEDICINALIS","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENA SP. AD.","HYDROCHUS SP. LV.","HYDROCYPHON SP. AD.","HYDROMETRA STAGNORUM","HYDROPSYCHE SP.","HYDROPTILA SP.","ILYBIUS SP. AD.","ISOPERLA SP.","LACCOBIUS SP. LV.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEUCTRA SP.","LIMNEBIUS SP. AD.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP. AD.","LIPONEURA SP.","LYMNAEA SP.","MARTHAMEA SP.","MESOVELIA VITTIGERA","MICRASEMA CENERENTOLA","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MICRASEMA MOESTUM","MICRASEMA SERVATUM","MICROVELIA SP.","NEBRIOPORUS SP. AD.","NEMATODA GEN. SP.","NEMOURA SP.","NIPHARGUS SP.","NOTONECTA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","OREODYTES SP. AD.","OULIMNIUS SP. AD.","PARALEPTOPHLEBIA SP.","PERLA SP.","PERLODES SP.","PHILOPOTAMUS MONTANUS SSP.","PISIDIUM SP.","PLACOBDELLA COSTATA","PLANIPENNIA GEN. SP.","PLANORBARIUS SP.","PLATAMBUS SP. AD.","PLEA MINUTISSIMA MINUTISSIMA","PLECTROCNEMIA CONSPERSA SSP.","PLECTROCNEMIA LAETABILIS","POLYCELIS SP.","POLYCENTROPUS CORNIGER","POLYCENTROPUS FLAVOMACULATUS SSP.","POMATINUS SUBSTRIATUS AD.","PROASELLUS SP.","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA CTENOPHORA","PSYCHOMYIA PUSILLA","RADIX SP.","RHAGIONIDAE GEN. SP.","RHITHROGENA SP.","RHYACOPHILA SP.","RIOLUS SP. AD.","SCARODYTES SP. AD.","SCATOPHAGIDAE GEN. SP.","SCIRTES SP. LV.","SCLEROPROCTA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SILO NIGRICORNIS","SIMULIUM SP.","SIPHONOPERLA SP.","STRATIOMYIDAE GEN. SP.","SYNAGAPETUS SP.","TABANIDAE GEN. SP.","THAUMALEA SP.","THREMMA SP.","TINODES ASSIMILIS","TIPULIDAE GEN. SP.","VALVATA SP.","VELIA SP.","WORMALDIA LUSITANICA","XANTHOPERLA APICALIS"
103000712,"ESP_036_MZB_LO_2","103000712_24.09.2014",2014,"9",24,0,0,1,0,0,0,4,0,49,0,0,0,0,0,0,0,0,0,258,7,0,0,0,0,0,0,0,0,1,1,4,0,1,0,30,0,19,0,18,0,0,0,21,0,0,0,0,3,0,0,0,8,10,0,0,22,21,0,0,0,37,0,0,0,0,0,0,368,0,33,7,0,0,0,0,0,0,0,0,0,0,0,8,123,0,0,72,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,55,20,0,0,0,0,79,11,0,0,0,0,0,35,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0
103000712,"ESP_036_MZB_LO_2","103000712_11.08.2015",2015,"8",11,0,0,1,0,0,0,0,0,131,0,0,0,8,0,0,0,0,0,764,0,44,0,0,0,0,0,0,0,1,0,0,11,0,0,34,0,24,0,80,0,0,0,60,0,0,1,0,0,0,0,0,0,2,0,0,69,16,0,0,0,225,0,0,6,0,0,0,163,0,41,0,0,0,0,0,0,44,0,0,0,0,0,0,201,0,0,5,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,48,5,0,0,0,0,32,16,0,0,0,0,0,0,5,0,9,0,0,0,0,12,0,0,0,0,0,0,0
103000712,"ESP_036_MZB_LO_2","103000712_04.08.2016",2016,"8",4,0,0,0,0,0,0,2,0,305,0,0,0,0,0,0,0,0,0,362,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,52,0,29,0,0,0,0,1,27,0,0,47,0,8,0,0,0,3,6,0,0,21,18,0,0,0,0,0,0,0,0,0,0,227,0,56,8,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,2,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,89,0,0,0,0,0,17,2,0,0,0,0,0,10,85,0,4,5,0,0,0,0,0,0,1,0,0,0,0
103000712,"ESP_036_MZB_LO_2","103000712_18.08.2017",2017,"8",18,0,0,6,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,144,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,24,0,7,1,17,0,0,0,32,1,0,8,0,13,0,0,0,2,2,0,0,27,23,0,0,0,12,0,0,0,0,0,0,94,0,13,10,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,20,0,0,0,18,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,39,3,0,0,0,0,16,4,0,0,0,0,0,12,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0
103000712,"ESP_036_MZB_LO_2","103000712_29.08.2018",2018,"8",29,0,0,3,0,4,0,5,0,652,0,0,0,0,0,0,0,0,0,191,0,10,0,0,0,0,0,0,0,1,0,0,5,0,0,37,0,34,1,24,0,0,0,32,0,0,6,0,9,0,0,0,2,6,0,0,56,48,0,0,0,24,0,0,0,0,0,0,112,0,213,6,0,0,10,0,0,66,0,0,0,0,0,1,16,0,0,2,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,127,11,0,0,0,0,1,11,0,0,0,0,0,9,51,0,147,0,0,0,0,10,0,0,0,0,0,0,0
103000712,"ESP_036_MZB_LO_2","103000712_16.08.2019",2019,"8",16,0,0,4,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,92,7,4,0,0,0,0,0,0,0,0,4,0,9,0,0,12,0,7,0,56,0,0,0,29,1,0,40,0,8,0,0,0,0,2,0,0,47,40,0,0,0,17,0,0,0,0,0,0,65,0,92,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,25,0,0,0,0,0,8,2,0,0,0,0,0,15,53,0,8,8,0,0,0,0,0,0,6,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_14.08.2012",2012,"8",14,0,0,6,0,4,0,1,0,983,0,0,0,8,0,0,0,0,1,1387,0,0,0,0,0,0,0,0,0,90,0,4,0,12,0,145,0,61,0,0,0,0,0,120,1,0,1,0,3,3,0,0,24,1,0,0,174,19,0,0,0,7,0,0,0,0,0,0,676,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,8,5,0,0,0,0,0,3,0,0,0,0,0,5,54,1,5,0,0,0,0,2,1,0,1,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_20.09.2013",2013,"9",20,0,9,170,0,4,0,4,0,1062,0,0,0,8,0,4,0,0,0,670,0,15,0,0,0,0,0,0,0,46,4,11,0,9,0,82,0,145,0,125,0,0,0,117,0,0,0,0,6,0,0,0,0,0,0,0,122,30,0,0,0,43,0,0,0,0,0,0,1034,0,0,10,0,0,3,0,21,13,0,0,2,0,0,0,0,0,0,0,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,28,0,0,189,0,0,0,0,0,242,11,0,0,0,0,0,14,24,5,7,0,4,0,0,0,15,0,5,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_29.09.2014",2014,"9",29,0,57,201,0,1,0,7,0,941,0,0,0,5,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,6,0,5,0,10,0,30,0,76,0,210,0,0,0,40,0,0,0,4,21,0,0,0,0,0,0,0,45,25,0,0,0,78,0,0,0,0,0,0,228,0,0,2,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0,0,93,0,40,17,0,0,214,17,0,0,0,0,0,22,6,1,4,0,0,0,0,0,9,0,0,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_05.08.2015",2015,"8",5,0,0,5,0,0,0,2,0,776,0,0,0,4,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,5,0,31,0,16,0,0,0,120,0,0,8,0,1,0,0,0,0,0,0,0,121,5,0,0,0,9,0,0,0,0,0,0,383,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,27,2,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_01.08.2016",2016,"8",1,0,0,114,0,9,0,0,0,524,0,0,0,12,0,2,0,0,0,1154,0,6,0,0,0,0,0,0,0,38,0,0,2,14,0,34,0,120,0,0,0,0,0,264,0,0,8,0,20,0,0,0,0,0,0,0,242,8,0,0,0,0,0,0,0,0,0,0,314,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,8,58,20,0,0,0,0,0,0,0,0,2,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_15.08.2017",2017,"8",15,0,0,88,0,47,0,2,0,789,0,0,0,6,1,0,0,0,0,188,0,0,0,0,0,0,0,0,0,8,1,2,0,4,0,23,0,177,0,11,0,0,0,150,0,0,0,0,7,0,0,0,1,0,0,0,67,33,0,0,0,0,0,0,0,0,0,0,272,0,0,18,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,3,0,0,0,0,0,28,8,0,0,0,0,0,7,78,1,3,0,0,0,0,0,1,0,0,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_22.08.2018",2018,"8",22,1,0,7,0,32,0,2,0,1064,0,0,0,26,0,0,0,0,0,869,0,9,0,0,0,0,0,0,0,19,0,0,0,0,0,32,0,257,0,73,0,0,0,453,0,0,0,0,18,0,0,0,0,0,0,0,332,29,0,0,0,0,0,0,0,0,0,2,650,0,0,8,0,0,0,0,0,32,0,0,12,0,0,0,1,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,243,0,0,0,0,1,1,30,11,0,0,0,0,1,71,21,5,0,0,0,0,0,0,0,0,0,0,0,0
103000713,"ESP_036_MZB_LO_3","103000713_14.08.2019",2019,"8",14,0,0,39,0,10,0,7,0,661,0,0,0,8,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,9,4,0,0,0,0,53,0,76,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,208,22,0,0,0,0,0,0,0,0,0,0,258,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,5,0,14,0,0,0,0,0,1,24,19,8,0,0,0,0,0,0,0,0,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_07.08.2012",2012,"8",7,0,0,0,0,0,0,10,0,57,3,0,0,6,0,4,0,0,0,129,0,0,0,0,0,0,0,0,0,1,7,0,2,2,0,48,0,5,0,5,1,0,2,0,1,0,16,2,47,20,0,0,5,1,0,0,15,18,0,0,0,29,0,0,0,0,0,0,209,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,0,0,0,18,0,3,0,0,1,0,0,0,0,0,1,0,3,0,2,6,1,0,0,0,0,71,1,0,0,0,0,38,3,1,2,5,0,0,0,0,1,0,0,2,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_26.09.2013",2013,"9",26,0,5,2,0,0,0,18,0,54,3,0,0,15,0,0,0,0,0,270,0,21,0,0,0,0,0,0,1,0,5,1,2,1,1,8,0,5,0,18,1,0,0,4,0,0,12,1,133,5,0,0,0,9,0,0,26,14,0,1,0,16,0,0,1,0,0,0,547,0,3,12,0,0,0,0,0,1,0,0,1,0,0,1,28,0,0,87,30,0,0,0,17,0,3,0,0,0,0,0,0,0,0,5,0,4,0,4,11,4,0,0,0,0,113,0,1,0,0,0,70,27,0,1,6,3,1,0,0,1,0,0,2,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_25.08.2014",2014,"8",25,0,0,1,0,0,0,5,0,55,0,0,0,4,0,0,0,0,0,900,0,2,3,0,0,0,0,0,0,0,0,0,17,0,0,2,0,2,0,10,0,0,0,1,1,0,3,0,36,28,0,0,0,1,0,0,1,6,0,0,0,10,0,0,0,0,0,0,473,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,6,15,0,0,0,9,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,63,2,0,0,0,0,7,9,0,8,14,0,1,0,0,0,0,0,2,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_27.08.2015",2015,"8",27,0,0,1,0,0,0,14,0,147,8,0,0,18,0,0,0,0,0,473,0,25,0,1,0,0,0,0,0,4,2,3,8,0,3,4,1,6,0,79,1,0,0,20,0,0,3,0,48,0,0,0,0,0,0,0,80,15,0,0,0,28,0,0,0,0,0,0,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,46,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,153,13,0,0,0,0,37,0,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_29.07.2016",2016,"7",29,0,0,3,0,0,0,5,0,54,0,0,0,6,0,2,0,0,0,75,0,3,0,0,0,0,0,0,0,1,0,0,10,0,0,9,0,2,0,0,0,0,0,0,0,0,7,0,22,0,0,0,2,4,0,0,13,5,0,0,0,28,0,0,0,0,0,0,88,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,8,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,17,0,0,0,0,0,13,3,0,0,0,1,27,4,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_14.08.2017",2017,"8",14,0,0,5,0,0,0,7,0,64,10,0,0,37,0,0,0,0,0,277,0,4,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,6,8,0,0,7,0,0,1,0,0,0,0,0,0,15,0,0,4,16,0,0,0,12,0,0,0,0,0,2,258,0,10,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,23,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,4,21,2,0,0,0,0,45,2,0,0,0,0,0,25,0,12,4,0,0,0,0,0,0,0,1,22,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_30.08.2018",2018,"8",30,0,0,0,0,0,0,2,0,35,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,1,0,0,0,0,0,7,0,0,1,0,14,0,0,0,0,6,0,0,1,6,0,0,1,5,0,0,0,0,0,3,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,0,0,0,0,0,26,1,0,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0
103000714,"ESP_036_MZB_LO_4","103000714_13.08.2019",2019,"8",13,0,0,0,0,0,0,1,0,124,4,0,0,40,0,0,0,0,0,150,0,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,6,0,12,1,2,0,4,4,0,5,0,8,0,0,0,0,0,0,0,8,9,0,0,0,9,0,0,0,0,0,0,191,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,2,0,0,0,10,0,0,6,0,0,0,0,0,0,0,1,0,5,0,0,6,0,0,0,0,0,90,0,0,0,0,0,5,7,0,16,12,1,0,0,0,0,0,0,1,0,0,0,0
