"site_id","sgn_id","sample_id","year","month","day","AMELETUS INOPINATUS","ANCYLUS FLUVIATILIS","ANISOPTERA GEN. SP.","APATANIA SP.","BAETIDAE GEN. SP.","BRACHYPTERA RISI","CAENIS HORARIA","CAENIS LUCTUOSA","CALOPTERYX SPLENDENS","CAPNIA SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP. AD.","CORDULEGASTER BOLTONII","CORDULIIDAE GEN. SP.","CRENOBIA ALPINA","CRUNOECIA IRRORATA SSP.","CYLINDROTOMIDAE GEN. SP.","DICRANOTA SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP. AD.","ELMIDAE GEN. SP. AD.","EMPIDIDAE GEN. SP.","EPHEMERELLA ARONI","EPHEMEROPTERA GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLA OCTOCULATA","GALBA TRUNCATULA","GLOSSIPHONIA COMPLANATA","GLOSSOSOMATIDAE GEN. SP.","GOERA PILOSA","GYRAULUS ACRONICUS","GYRAULUS CRISTA","GYRINIDAE GEN. SP. AD.","HELOBDELLA STAGNALIS","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRAENA SP. AD.","HYDROPHILIDAE GEN. SP. AD.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","MICRASEMA GELIDUM","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORTHETRUM COERULESCENS","OTOMESOSTOMA AUDITIVUM","PEDICIA RIVOSA SSP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS MONTANUS SSP.","PHRYGANEIDAE GEN. SP.","PISIDIUM SP.","PLATYHELMINTHES GEN. SP.","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","POTAMOPYRGUS ANTIPODARUM.1","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RADIX BALTHICA","RADIX LABIATA","RHYACOPHILA NUBILA","SCIRTIDAE GEN. SP. LV.","SERICOSTOMA PERSONATUM","SIALIS FULIGINOSA","SIALIS LUTARIA","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","STICTOTARSUS SP. LV.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THAUMALEIDAE GEN. SP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","WORMALDIA SP.","ZYGOPTERA GEN. SP."
111000008,"NOR_054_MZB_LO_41","111000008_19.11.2014",2014,"11",19,0,0,0,0,73,24,0,0,0,0,0,426,0,0,0,0,0,0,0,1,0,0,0,82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,78,15,1,0,31,0,0,0,0,0,12,188,94,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,0,397,0,5,0,0,0,0,0,0,4,0,0,0
111000008,"NOR_054_MZB_LO_41","111000008_28.10.2015",2015,"10",28,0,0,0,0,17,6,0,0,0,0,0,1510,0,0,0,0,5,0,0,3,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,44,21,1,4,312,2,1,0,0,0,30,180,742,0,0,32,1,1,0,0,0,0,0,0,380,0,0,0,0,0,0,3,0,0,0,0,0,19,0,3,0,0,0,0,0,0,3,0,0,0
111000008,"NOR_054_MZB_LO_41","111000008_06.10.2016",2016,"10",6,0,0,0,0,103,1,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,0,0,61,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,134,26,0,5,154,1,0,0,0,0,39,374,175,0,0,74,0,20,0,0,1,0,2,0,357,0,0,0,0,0,0,27,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0
111000008,"NOR_054_MZB_LO_41","111000008_18.10.2018",2018,"10",18,0,0,0,0,42,3,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,242,10,0,1,48,0,0,0,0,0,1,55,110,0,0,0,0,13,0,0,0,0,0,0,204,0,0,0,0,0,0,17,0,1,0,0,0,15,0,1,0,0,0,0,0,0,11,0,0,0
111000008,"NOR_054_MZB_LO_41","111000008_23.10.2019",2019,"10",23,0,0,0,0,74,6,0,0,0,0,0,8960,0,0,0,0,0,0,0,2,0,0,0,102,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,7750,210,0,6,193,1,0,0,0,0,28,638,532,0,0,0,0,58,0,0,0,0,0,0,741,0,0,0,0,0,0,38,1,2,0,0,0,8,0,4,0,0,0,4,0,0,7,0,0,0
111000008,"NOR_054_MZB_LO_41","111000008_01.10.2020",2020,"10",1,0,0,0,1,566,40,0,0,0,0,2,10046,0,0,0,0,0,0,0,26,0,0,0,746,205,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,359,2797,68,4,1,409,0,14,0,0,0,227,776,870,0,0,0,0,91,0,0,10,0,0,0,602,0,0,0,0,0,0,124,0,0,0,0,0,176,0,9,0,0,0,3,0,0,1,2,0,0
111000009,"NOR_054_MZB_LO_42","111000009_30.10.2003",2003,"10",30,0,0,1,0,10,1,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,23,7,0,0,0,0,1,26,3,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_16.09.2004",2004,"9",16,0,0,1,0,7,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,149,2,0,0,0,0,0,16,14,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_28.09.2005",2005,"9",28,0,0,0,0,0,1,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,107,13,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,26,0,9,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_16.10.2006",2006,"10",16,0,0,0,0,9,9,0,0,0,0,2,94,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,127,1,1,0,0,0,0,11,4,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,17,0,15,0,0,0,0,0,0,1,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_30.10.2007",2007,"10",30,0,0,0,0,3,0,0,0,0,0,6,230,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,5,120,8,3,0,0,0,1,62,5,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,15,0,8,0,0,0,0,0,0,1,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_14.10.2008",2008,"10",14,0,0,0,0,0,2,0,0,0,0,7,96,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,105,3,1,0,0,0,1,11,7,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,27,0,12,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_25.09.2009",2009,"9",25,0,0,0,0,0,0,0,0,0,0,6,37,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0,212,3,0,0,0,0,0,53,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_13.10.2010",2010,"10",13,0,0,0,0,5,2,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,1,0,0,0,0,0,23,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,371,0,2,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_29.09.2011",2011,"9",29,0,0,0,0,19,0,0,0,0,0,5,68,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,110,2,2,0,0,0,0,66,5,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,4,1,0,0,0,0,91,0,8,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_23.10.2012",2012,"10",23,0,0,0,0,68,0,0,0,0,0,1,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,67,2,1,0,0,0,1,21,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,216,0,7,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_25.09.2013",2013,"9",25,0,0,0,0,7,5,0,0,0,0,1,22,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,55,1,6,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_17.09.2014",2014,"9",17,0,0,0,0,10,3,0,0,0,0,14,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,1,10,0,0,0,1,18,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,0,0,0,0,0,0,2,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_29.09.2015",2015,"9",29,0,0,0,0,5,0,0,0,0,0,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,108,12,4,0,0,0,1,25,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_27.09.2016",2016,"9",27,0,0,0,0,15,4,0,0,0,0,4,279,0,0,0,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,9,0,0,0,0,0,29,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,58,0,8,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_18.10.2017",2017,"10",18,0,0,0,0,23,1,0,0,0,0,1,147,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,37,5,4,0,0,0,0,34,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_18.10.2018",2018,"10",18,0,0,0,0,10,0,0,0,0,0,0,12,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_06.11.2019",2019,"11",6,0,0,0,0,49,2,0,0,0,0,1,72,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,32,0,0,0,0,0,1,42,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,128,0,14,0,0,0,0,0,0,2,0,0,0
111000009,"NOR_054_MZB_LO_42","111000009_14.10.2020",2020,"10",14,0,0,0,0,25,0,0,0,1,0,1,233,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,33,7,5,0,0,0,1,20,5,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,2,0,0,0,241,0,9,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_30.10.2003",2003,"10",30,0,0,1,0,19,6,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,50,1,0,0,0,0,0,62,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_16.09.2004",2004,"9",16,0,0,0,0,11,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,98,4,0,0,0,0,1,23,3,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_28.09.2005",2005,"9",28,0,0,0,0,0,4,0,0,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,77,8,0,0,0,0,0,35,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_16.10.2006",2006,"10",16,0,0,0,0,15,9,0,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,72,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,30,0,3,0,0,0,0,0,0,2,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_30.10.2007",2007,"10",30,0,0,0,0,9,10,0,0,0,0,6,217,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,95,0,2,0,0,0,0,150,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,32,0,19,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_14.10.2008",2008,"10",14,0,0,0,0,0,4,0,0,0,0,3,116,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,82,2,0,0,0,0,1,6,7,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,71,0,11,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_25.09.2009",2009,"9",25,0,0,0,0,0,2,0,0,0,0,1,34,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,157,8,0,0,0,0,0,58,3,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,11,0,0,0,0,41,0,5,0,0,0,0,0,0,2,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_13.10.2010",2010,"10",13,0,0,0,0,5,4,0,0,0,0,4,165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,54,0,1,0,0,0,2,43,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,206,0,7,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_29.09.2011",2011,"9",29,0,0,0,0,16,2,0,0,0,0,2,36,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,94,0,0,0,0,0,0,97,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,0,0,0,52,0,4,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_23.10.2012",2012,"10",23,0,0,0,0,51,1,0,0,0,0,197,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_25.09.2013",2013,"9",25,0,0,0,0,15,3,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,48,4,1,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_17.09.2014",2014,"9",17,0,0,0,0,19,6,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,120,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,42,0,3,0,0,0,0,0,0,1,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_29.09.2015",2015,"9",29,0,0,0,0,12,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,84,2,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,25,0,6,0,0,0,0,0,0,0,0,0,0
111000010,"NOR_054_MZB_LO_43","111000010_27.09.2016",2016,"9",27,0,0,0,0,13,0,0,0,0,0,1,223,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,56,2,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,34,0,8,0,0,0,0,0,0,0,0,0,0
