Site.ID,Sample.ID,Sampling.date,Taxon.name,Abundance,Provider.Number,Country,Dataset.ID,Unique.ID,sample_id,year,month,day
1,1_592012,5.9.2012,Libellulidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Lymnaeidae,23,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Oligochaeta,8,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Physidae,12,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Planorbidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Platycnemididae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Rhyacophilidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Sialidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Tabanidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_592012,5.9.2012,Tipulidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_05.09.2012,2012,9,5
1,1_1542013,15.4.2013,Aphididae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Asellidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Baetidae,52,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Caenidae,8,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Cordulegasteridae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Elmidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Ephemerellidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Ephemeridae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Erpobdellidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Gammaridae,185,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Gomphidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Heptageniidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Limnephilidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Limoniidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Oligochaeta,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Psychodidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Psychomyidae,16,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Rhyacophilidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Simuliidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_1542013,15.4.2013,Stratiomyidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_15.04.2013,2013,4,15
1,1_372013,3.7.2013,Anthomyidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Asellidae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Athericidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Baetidae,236,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Caenidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Chironomidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Dryopidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Elmidae,34,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Ephemerellidae,188,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Erpobdellidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Gammaridae,124,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Heptageniidae,14,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Hirudinidae,10,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Hydrophilidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Hydropsychidae,58,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Leuctridae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Limoniidae,19,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Oligoneuriidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Psychodidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Psychomyidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Rhyacophilidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Simuliidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Tabanidae,6,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_372013,3.7.2013,Tipulidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_03.07.2013,2013,7,3
1,1_842014,8.4.2014,Anthomyidae,6,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Asellidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Baetidae,137,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Caenidae,29,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Ceratopogonidae,17,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Chironomidae,358,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Dryopidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Elmidae,14,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Empididae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Ephemerellidae,394,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Gammaridae,80,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Gomphidae,33,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Heptageniidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Hydrachnidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Hydrophilidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Leptoceridae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Lymnaeidae,25,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Oligochaeta,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Oligoneuriidae,4619,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Physidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Platycnemididae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Psychodidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Simuliidae,27,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Tabanidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_842014,8.4.2014,Viviparidae,12,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_08.04.2014,2014,4,8
1,1_3072014,30.7.2014,Aeshnidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Ancylidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Asellidae,331,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Athericidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Baetidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Caenidae,1764,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Calopterygidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Ceratopogonidae,6,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Chironomidae,131,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Cordulegasteridae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Corixidae,6,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Elmidae,6,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Empididae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Ephemeridae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Gammaridae,1715,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Gerridae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Gomphidae,30,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Heptageniidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Hydrobiidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Leuctridae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Lymnaeidae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Oligochaeta,53,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Ostracoda,82,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Physidae,9,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Planorbidae,18,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Sphaeriidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Tabanidae,21,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_3072014,30.7.2014,Tipulidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_30.07.2014,2014,7,30
1,1_2342015,23.4.2015,Asellidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Baetidae,99,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Caenidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Chironomidae,33,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Cordulegasteridae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Dytiscidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Elmidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Empididae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Ephemeridae,3,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Gammaridae,845,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Heptageniidae,11,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Hydrachnidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Psychomyidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2342015,23.4.2015,Rhyacophilidae,19,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_23.04.2015,2015,4,23
1,1_2582015,25.8.2015,Aeshnidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Asellidae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Baetidae,449,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Caenidae,16,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Chironomidae,94,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Elmidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Empididae,24,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Gammaridae,1932,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Heptageniidae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Hirudinidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Hydrachnidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Hydroptilidae,4,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Leuctridae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Limoniidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Psychodidae,2,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Rhyacophilidae,16,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Scatophagidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Simuliidae,7,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Tabanidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_2582015,25.8.2015,Tipulidae,5,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_25.08.2015,2015,8,25
1,1_252018,2.5.2018,Ancylidae,1,48,Greece,GRC_048_MZB_LO,GRC_048_MZB_LO_1,GRC_048_MZB_LO_1_02.05.2018,2018,5,2
