"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXIDAE GEN. SP.","AMELETIDAE GEN. SP.","ANCYLUS-GR. (INCLUDING ACROLOXIDAE)","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NOTERIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE (INCLUDING DUGESIIDAE)","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE (INCL. ECNOMIDAE)","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCAMBUS SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE (INCLUDING AMELETIDAE)","SIPHLONURIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARIDAE GEN. SP.","ZYGOPTERA GEN. SP."
"SCO_061_MZB_LO_1005","SCO_061_MZB_LO_1005-14.05.2015","14.05.2015",2015,5,14,0,0,0,0,0,0,0,40,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,5,0,0,1,1,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,20,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1005","SCO_061_MZB_LO_1005-22.04.2016","22.04.2016",2016,4,22,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,90,0,0,0,0,2,24,0,0,1,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-26.04.2005","26.04.2005",2005,4,26,0,0,0,0,8,0,0,150,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,18,25,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,1,20,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-27.04.2006","27.04.2006",2006,4,27,0,0,0,0,24,0,0,1008,0,0,0,1,0,0,32,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,88,32,0,0,32,0,0,0,0,0,0,0,0,0,20,0,0,16,0,0,30,80,0,0,40,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,0,0,30,0,0,0,1,0,30,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-05.04.2007","05.04.2007",2007,4,5,0,0,0,0,96,0,0,560,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,30,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,16,0,0,0,0,2,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-28.04.2008","28.04.2008",2008,4,28,0,0,0,0,10,0,0,700,0,0,0,2,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,20,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-26.05.2009","26.05.2009",2009,5,26,0,0,0,0,30,0,0,80,0,0,0,3,0,0,25,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,4,17,0,0,3,0,0,0,0,0,0,0,8,0,4,0,0,25,0,0,12,115,0,0,35,0,28,2,12,4,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,4,0,0,0,0,0,160,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-13.04.2010","13.04.2010",2010,4,13,0,0,0,0,8,0,0,80,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,7,5,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-05.05.2011","05.05.2011",2011,5,5,0,0,0,0,6,0,0,60,0,0,0,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,22,0,0,8,7,0,0,5,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,8,8,0,0,24,0,0,8,0,6,0,0,0,0,0,1,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_1007","SCO_061_MZB_LO_1007-23.05.2016","23.05.2016",2016,5,23,0,0,0,0,1,0,0,30,0,0,0,0,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,15,0,0,5,10,0,0,1,4,0,0,0,0,0,0,16,0,5,1,0,30,0,0,7,42,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,2,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-17.05.2005","17.05.2005",2005,5,17,0,0,0,0,0,0,0,300,0,0,0,11,0,0,1,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,0,0,0,4,0,0,0,0,1,1,0,0,0,0,60,0,0,0,0,0,0,1,50,0,0,12,3,0,60,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-24.04.2006","24.04.2006",2006,4,24,0,0,0,0,0,0,0,190,0,0,2,0,0,0,2,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,65,0,2,0,0,0,0,2,50,0,0,65,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,12,0,0,0,5,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-23.04.2007","23.04.2007",2007,4,23,0,0,0,0,31,0,0,195,0,0,6,25,0,0,10,27,26,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,17,12,0,0,0,0,3,0,0,0,26,148,0,0,0,0,0,42,0,0,3,0,0,0,0,68,0,0,42,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,15,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-29.04.2008","29.04.2008",2008,4,29,0,0,0,0,0,0,1,185,0,0,0,7,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,9,0,0,0,12,3,5,0,0,0,0,101,0,11,22,0,0,0,0,49,0,0,15,0,0,42,0,0,0,0,0,0,0,0,31,0,0,0,0,21,8,3,31,2,0,0,0,0,0,6,0,0,0,0,0,0,39,23,0,0,2,5,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-21.04.2009","21.04.2009",2009,4,21,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,25,0,16,0,0,0,0,78,0,0,16,0,0,0,0,8,0,0,5,8,0,180,0,0,0,0,0,0,0,0,12,0,0,0,0,34,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,10,3,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-19.05.2010","19.05.2010",2010,5,19,0,0,0,0,0,0,0,60,0,0,0,3,0,0,1,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,30,0,0,1,0,0,0,0,12,0,0,10,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-18.04.2011","18.04.2011",2011,4,18,0,0,0,0,0,0,6,498,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,2,0,0,0,2,0,0,0,0,64,14,8,0,0,0,0,370,0,0,4,0,0,0,0,30,2,0,32,2,0,16,0,0,2,0,0,0,0,0,2,0,0,0,0,50,0,14,16,0,0,0,0,0,2,2,0,6,0,0,0,0,0,58,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-04.05.2012","04.05.2012",2012,5,4,0,0,0,0,0,0,0,20,0,0,0,3,0,0,1,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,60,0,0,0,0,0,0,0,12,2,0,28,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-30.04.2013","30.04.2013",2013,4,30,0,0,0,0,0,0,3,50,0,0,1,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,50,0,0,1,0,0,0,0,8,0,0,20,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,3,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-22.05.2014","22.05.2014",2014,5,22,0,0,0,0,0,0,2,1182,0,0,0,116,0,0,12,464,102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,84,10,354,0,0,2,6,0,0,0,48,4,4,0,0,0,0,430,0,38,16,0,0,0,0,118,36,0,50,28,0,76,0,0,6,0,0,0,0,0,0,0,0,0,0,240,2,2,36,0,0,0,0,0,4,2,0,12,0,0,6,0,0,64,0,0,16,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-01.05.2015","01.05.2015",2015,5,1,0,0,0,0,0,0,0,150,0,0,0,28,0,0,2,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,1,0,0,0,0,64,2,2,0,0,0,0,170,0,4,0,0,0,0,0,28,0,0,11,0,0,8,0,0,1,0,0,0,0,0,2,0,0,0,0,27,0,4,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCO_061_MZB_LO_101","SCO_061_MZB_LO_101-20.04.2016","20.04.2016",2016,4,20,0,0,0,0,0,0,1,110,0,0,0,7,0,0,0,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20,1,2,0,0,0,0,90,0,0,0,0,0,0,0,10,0,0,10,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,50,1,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,3,0,300,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
