"Unique.ID","Samp.ID","Sampling.date","year","month","day","AMELETUS INOPINATUS","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANISOPTERA GEN. SP.","APATANIA SP.","BAETIDAE GEN. SP.","BRACHYPTERA RISI","CAENIS HORARIA","CAENIS LUCTUOSA","CALOPTERYX VIRGO","CAPNIA SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CORDULEGASTER BOLTONII","CORDULIIDAE GEN. SP.","CRENOBIA ALPINA","CRUNOECIA IRRORATA SSP.","DICRANOTA SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","ENALLAGMA CYATHIGERUM","EPHEMERELLA ARONI","EPHYDRIDAE GEN. SP.","GALBA TRUNCATULA","GLOSSIPHONIA COMPLANATA","GLOSSOSOMATIDAE GEN. SP.","GOERA PILOSA","GYRAULUS ACRONICUS","GYRAULUS CRISTA","GYRINIDAE GEN. SP.","HELOBDELLA STAGNALIS","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRAENA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ITHYTRICHIA LAMELLARIS","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYPE PHAEOPA","LYPE REDUCTA","MICRASEMA GELIDUM","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OMPHISCOLA GLABRA","ORTHETRUM COERULESCENS","OTOMESOSTOMA AUDITIVUM","OXYETHIRA SP.","PEDICIA RIVOSA SSP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS MONTANUS SSP.","PHRYGANEIDAE GEN. SP.","PISIDIUM SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PSYCHODIDAE GEN. SP.","RHYACOPHILA NUBILA","SCIRTIDAE GEN. SP.","SERICOSTOMA PERSONATUM","SIALIS FULIGINOSA","SIALIS LUTARIA","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEROMYZON TESSULATUM","TINODES WAENERI SSP.","TIPULIDAE GEN. SP.","WORMALDIA SP."
"NOR_054_MZB_LO_100","NOR_054_MZB_LO_100-01.11.2018","01.11.2018",2018,11,1,0,0,0,0,0,6,51,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_100","NOR_054_MZB_LO_100-02.10.2020","02.10.2020",2020,10,2,0,0,0,0,0,1,9,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-30.10.2003","30.10.2003",2003,10,30,0,0,0,1,0,10,1,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,23,7,0,0,0,0,0,0,1,26,3,0,0,0,0,0,2,0,0,0,0,7,0,0,2,1,0,0,0,0,10,0,4,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-16.09.2004","16.09.2004",2004,9,16,0,0,0,1,0,7,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,149,2,0,0,0,0,0,0,0,16,14,0,0,0,0,0,5,0,0,0,0,3,0,0,1,2,0,0,0,0,5,0,10,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-28.09.2005","28.09.2005",2005,9,28,0,0,0,0,0,0,1,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,107,13,0,0,0,0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,26,0,9,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-16.10.2006","16.10.2006",2006,10,16,0,0,0,0,0,9,9,0,0,0,0,2,94,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,127,1,1,0,0,0,0,0,0,11,4,0,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,17,0,15,0,0,0,0,1,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-30.10.2007","30.10.2007",2007,10,30,0,0,0,0,0,3,0,0,0,0,0,6,230,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,5,120,8,3,0,0,0,0,0,1,62,5,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,15,0,8,0,0,0,0,1,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-14.10.2008","14.10.2008",2008,10,14,0,0,0,0,0,0,2,0,0,0,0,7,96,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,105,3,1,0,0,0,0,0,1,11,7,0,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,27,0,12,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-25.09.2009","25.09.2009",2009,9,25,0,0,0,0,0,0,0,0,0,0,0,6,37,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,212,3,0,0,0,0,0,0,0,53,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,9,0,1,0,0,0,0,1,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-13.10.2010","13.10.2010",2010,10,13,0,0,0,0,0,5,2,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,31,1,0,0,0,0,0,0,0,23,1,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,371,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-29.09.2011","29.09.2011",2011,9,29,0,0,0,0,0,19,0,0,0,0,0,5,68,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,110,2,2,0,0,0,0,0,0,66,5,0,0,0,0,0,1,0,0,0,0,10,0,0,4,1,0,0,0,0,91,0,8,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-23.10.2012","23.10.2012",2012,10,23,0,0,0,0,0,68,0,0,0,0,0,1,38,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,67,2,1,0,0,0,0,0,1,21,4,0,0,0,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,0,216,0,7,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-25.09.2013","25.09.2013",2013,9,25,0,0,0,0,0,7,5,0,0,0,0,1,22,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,1,55,1,6,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,32,0,4,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-17.09.2014","17.09.2014",2014,9,17,0,0,0,0,0,10,3,0,0,0,0,14,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,1,10,0,0,0,0,0,1,18,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,12,0,0,0,0,2,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-29.09.2015","29.09.2015",2015,9,29,0,0,0,0,0,5,0,0,0,0,0,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,108,12,4,0,0,0,0,0,1,25,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-27.09.2016","27.09.2016",2016,9,27,0,0,0,0,0,15,4,0,0,0,0,4,279,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,24,9,0,0,0,0,0,0,0,29,2,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,58,0,8,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-18.10.2017","18.10.2017",2017,10,18,0,0,0,0,0,23,1,0,0,0,0,1,147,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,37,5,4,0,0,0,0,0,0,34,2,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,26,0,5,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,10,0,0,0,0,0,0,12,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,6,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,4,0,0,0,0,0,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-06.11.2019","06.11.2019",2019,11,6,0,0,0,0,0,49,2,0,0,0,0,1,72,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,32,0,0,0,0,0,0,0,1,42,7,0,0,0,0,0,7,0,0,0,0,0,0,0,8,1,0,0,0,0,128,0,14,0,0,0,0,2,0
"NOR_054_MZB_LO_42","NOR_054_MZB_LO_42-14.10.2020","14.10.2020",2020,10,14,0,0,0,0,0,25,0,0,0,1,0,1,233,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,33,7,5,0,0,0,0,0,1,20,5,0,0,0,1,0,2,0,0,0,0,4,0,0,5,0,2,0,0,0,241,0,9,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-30.10.2003","30.10.2003",2003,10,30,0,0,0,0,0,1,2,0,0,0,0,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,4,4,0,0,0,0,0,0,3,8,9,0,0,0,0,0,2,0,0,0,0,16,0,0,2,0,0,0,0,0,21,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-16.09.2004","16.09.2004",2004,9,16,0,0,0,4,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,8,1,0,0,0,0,0,0,3,49,10,0,0,0,0,0,1,0,0,0,0,18,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-28.09.2005","28.09.2005",2005,9,28,0,0,0,0,0,0,1,0,0,0,0,2,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,9,10,0,0,0,0,0,0,3,34,8,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-16.10.2006","16.10.2006",2006,10,16,0,0,0,0,0,1,10,0,0,0,0,0,139,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,19,5,0,0,0,0,0,0,1,16,15,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,3,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-30.10.2007","30.10.2007",2007,10,30,0,0,0,0,0,1,3,0,0,0,0,0,220,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,55,10,1,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,110,0,1,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-14.10.2008","14.10.2008",2008,10,14,0,0,0,0,0,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,4,0,0,0,0,0,2,1,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,200,0,2,0,0,0,1,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-25.09.2009","25.09.2009",2009,9,25,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,148,18,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,450,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-13.10.2010","13.10.2010",2010,10,13,0,0,0,0,0,0,16,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,60,8,0,0,0,0,0,0,2,60,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,372,0,6,0,0,0,0,2,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-29.09.2011","29.09.2011",2011,9,29,0,0,0,0,0,0,8,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,106,10,0,0,0,0,0,0,0,88,2,0,0,0,0,0,6,0,0,0,0,6,0,0,12,0,0,0,0,0,346,0,6,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-23.10.2012","23.10.2012",2012,10,23,0,0,0,0,0,12,12,0,0,0,0,2,128,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,148,20,0,0,0,0,0,0,0,50,6,0,0,0,0,0,2,0,0,0,0,14,0,0,28,0,0,0,0,0,186,0,14,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-25.09.2013","25.09.2013",2013,9,25,0,0,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,46,2,0,0,0,0,0,0,1,18,6,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,18,0,5,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-17.09.2014","17.09.2014",2014,9,17,0,0,0,0,0,2,12,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,49,1,0,0,0,0,0,1,1,27,8,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,130,0,5,0,0,0,1,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-29.09.2015","29.09.2015",2015,9,29,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,1,1,23,3,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,40,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-27.09.2016","27.09.2016",2016,9,27,0,0,0,0,0,0,2,0,0,0,0,1,108,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,36,5,0,0,0,0,0,0,1,77,1,0,0,0,0,0,3,0,0,0,0,14,0,0,5,0,0,0,0,0,41,0,8,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-18.10.2017","18.10.2017",2017,10,18,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,50,6,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,229,0,4,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-18.10.2018","18.10.2018",2018,10,18,0,0,0,0,0,3,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,57,4,0,0,0,0,0,0,0,25,7,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,267,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-06.11.2019","06.11.2019",2019,11,6,0,0,0,0,0,1,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,53,6,0,0,0,0,0,0,1,12,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,177,0,4,0,0,0,0,0,0
"NOR_054_MZB_LO_46","NOR_054_MZB_LO_46-14.10.2020","14.10.2020",2020,10,14,0,0,0,0,0,5,2,0,0,0,0,0,28,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,39,4,0,0,0,0,0,0,0,35,9,0,0,0,0,0,4,0,0,0,0,2,0,0,8,0,0,0,0,0,148,0,2,0,0,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-11.11.2003","11.11.2003",2003,11,11,0,0,0,0,0,29,9,0,0,0,0,0,76,0,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,11,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,0,0,0,0,12,0,0,0,4,0,0,0,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-19.10.2004","19.10.2004",2004,10,19,0,0,0,0,0,106,26,0,0,0,0,0,82,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,19,5,0,0,0,0,0,16,0,0,0,0,4,0,0,3,0,0,0,0,0,48,1,6,0,2,0,0,1,0
"NOR_054_MZB_LO_49","NOR_054_MZB_LO_49-21.09.2005","21.09.2005",2005,9,21,0,0,0,0,0,38,10,0,0,0,0,0,11,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,9,2,0,0,0,0,0,8,2,0,0,0,0,0,0,1,3,0,0,0,0,7,0,2,0,1,0,0,0,0
