"Unique.ID","Samp.ID","Sampling.date","year","month","day","AESHNIDAE GEN. SP.","AGRIOTYPINAE GEN. SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","BRYOZOA GEN. SP.","CAENIDAE GEN. SP.","CALLINECTES SAPIDUS","CALOPTERYGIDAE GEN. SP.","CAMBARIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULA SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENA POLYMORPHA","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIUS SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTERIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OLIGONEURIIDAE GEN. SP.","OSMYLIDAE GEN. SP.","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POLYMITARCYIDAE GEN. SP.","POTAMANTHIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THIARIDAE GEN. SP.","THREMMATIDAE GEN. SP.","TIPULIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP."
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-03.08.2009","03.08.2009",2009,8,3,1,0,0,0,36,0,0,17,13,0,0,0,0,0,0,7,0,0,0,0,0,0,58,0,8,27,0,0,5,0,0,0,0,1,6,85,7,0,0,0,0,0,0,0,10,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0,22,0,0,35,0,0,0,0,107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-26.08.2013","26.08.2013",2013,8,26,0,0,0,0,1,0,0,164,200,0,0,0,0,0,0,2200,0,0,0,0,1,0,1180,0,462,2029,0,0,0,0,0,0,0,1,6,114,41,0,0,0,0,0,20,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,5,0,63,0,1,242,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,2,0,0,0,0,536,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-24.09.2014","24.09.2014",2014,9,24,2,0,0,0,0,0,0,357,402,0,0,0,0,0,0,2269,0,0,0,0,0,0,480,0,43,130,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,2,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,65,0,0,688,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-31.08.2015","31.08.2015",2015,8,31,2,0,0,0,1,0,110,21,20,0,2,0,0,0,0,90,0,0,0,0,0,0,0,0,36,587,0,0,0,0,0,0,0,0,27,145,2,6,1,0,0,0,0,2,35,0,2,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,36,0,0,23,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-15.09.2016","15.09.2016",2016,9,15,2,0,0,0,16,0,0,359,1152,0,1,0,0,0,0,1360,0,0,0,0,0,0,208,0,33,33,0,0,0,0,0,0,0,0,39,1,1,96,0,0,0,0,0,0,34,0,1,0,0,0,0,0,1,0,0,0,0,0,144,0,0,0,0,128,0,0,0,0,3,0,0,3,0,0,37,0,0,0,0,0,0,0,0,80,0,0,0,112,0,0,0,0,0,0,0,189,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-27.09.2017","27.09.2017",2017,9,27,0,0,0,0,17,0,0,11,22,0,0,0,0,0,0,250,0,0,1,0,0,0,3,0,178,0,0,0,0,0,0,0,0,0,0,1,11,0,3,0,0,0,0,5,0,8,0,74,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,9,0,0,0,0,12,0,1,0,38,0,0,0,0,0,0,0,24,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-23.09.2018","23.09.2018",2018,9,23,4,0,0,0,0,0,0,151,61,0,0,0,0,0,0,293,0,0,1,0,0,0,19,0,61,1,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,75,0,0,0,0,0,20,1,0,0,5,0,0,0,0,39,0,0,0,30,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,2,0,0,0
"ESP_058_MZB_LO_10","ESP_058_MZB_LO_10-24.08.2019","24.08.2019",2019,8,24,0,0,0,0,36,0,0,3,752,0,0,0,0,0,0,1166,1,0,0,0,0,0,39,0,305,1,0,0,25,0,0,0,0,1,0,13,2,0,0,0,0,0,0,12,39,0,1,73,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1,2,0,73,0,0,143,0,0,41,0,0,99,0,0,0,25,0,0,0,0,111,0,0,0,51,0,0,0,0,0,0,0,938,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-01.08.2007","01.08.2007",2007,8,1,2,0,27,0,0,0,20,0,504,0,0,0,0,0,0,2,0,0,0,0,0,0,6286,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,81,121,0,0,0,0,0,0,6,185,0,0,10,0,7,0,0,0,0,0,80,0,0,0,0,0,0,60,0,0,0,1,1154,0,6,41,27,0,0,0,0,84,0,0,2,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1003,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-31.07.2008","31.07.2008",2008,7,31,37,0,0,0,0,0,73,0,393,0,0,0,0,0,0,177,0,0,0,0,21,0,647,0,1,0,12,0,0,0,0,0,0,0,1,3,1,0,784,30,0,0,0,0,0,0,3,0,1,0,44,0,3,1,0,1,0,0,5,73,0,0,0,2,104,11,0,41,61,0,1275,0,7,0,68,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,2,0,0,1,2,1,333,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-12.08.2009","12.08.2009",2009,8,12,50,0,3,0,0,0,61,0,646,0,0,0,0,0,0,0,0,0,0,0,1,0,1122,0,23,0,33,0,1,0,0,4,0,0,0,4,2,0,1948,1,0,20,0,0,0,0,4,0,0,0,219,0,22,4,0,164,0,0,164,143,0,0,0,20,546,303,0,25,426,0,2448,0,3,20,100,0,0,0,0,0,0,41,0,0,0,1,0,141,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0,0,2,0,0,0,4,0,0,0,24,2,143,0,0,80,0,60,0,0,23,0,0,0,0,9,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-17.08.2010","17.08.2010",2010,8,17,17,0,0,0,0,0,12,0,1567,0,0,0,0,0,0,163,0,0,0,0,1,0,1284,0,0,0,18,0,1,0,0,1,0,0,0,14,1,0,1365,1,0,1,0,0,0,0,13,0,0,0,266,0,91,1,1,94,0,0,84,12,0,0,1,0,254,121,0,85,722,0,1724,0,2,0,84,0,0,0,0,1,0,1,0,0,0,0,0,481,0,0,0,0,0,0,13,0,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,2,1,922,0,0,281,0,2,0,0,11,0,0,0,0,0,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-14.07.2014","14.07.2014",2014,7,14,9,0,0,0,0,0,2,0,2170,0,0,0,0,0,0,6,0,0,0,0,0,0,2885,0,0,0,15,0,0,0,0,0,0,0,0,5,1,0,321,0,0,0,0,0,0,0,6,0,0,0,160,0,1,0,0,0,0,0,160,0,0,0,1,0,4,6,0,82,2,1,2489,0,14,0,161,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,1,1930,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,1
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-14.09.2015","14.09.2015",2015,9,14,14,0,0,0,0,0,11,0,245,0,0,0,0,0,0,2802,0,0,0,0,2,0,861,0,64,0,15,0,41,0,0,0,0,0,2,2,0,0,923,41,0,0,0,0,0,0,1,0,0,0,375,0,6,3,0,1,0,0,20,3,0,0,1,0,163,12,0,441,264,0,665,0,4,20,147,0,0,0,0,0,0,0,0,0,0,3,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,1,2,1,43,0,0,120,0,6,0,0,8,0,0,0,0,5,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-03.09.2017","03.09.2017",2017,9,3,29,0,0,0,0,0,24,0,50,0,0,0,0,0,0,1275,0,0,0,0,48,0,2666,0,75,0,3,0,26,0,0,74,0,0,1,2,25,0,3100,220,0,0,0,0,0,0,3,0,0,0,320,0,25,123,1,0,0,0,121,74,0,0,2,28,338,121,0,218,50,0,293,0,5,24,442,0,0,0,0,0,0,97,1,0,0,1,0,169,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,120,1,0,0,1,0,0,121,0,1,290,0,0,72,0,48,0,0,0,0,0,0,0,72,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-08.08.2018","08.08.2018",2018,8,8,57,0,0,0,0,0,9,0,161,0,0,0,0,0,0,244,0,0,0,0,40,0,961,0,208,0,60,0,1,0,0,25,0,0,5,0,109,0,545,32,0,0,0,0,0,0,1,0,0,0,117,0,0,25,0,24,0,0,209,129,0,0,5,2,277,89,0,33,24,0,1005,20,21,4,213,0,0,0,0,0,0,0,2,0,0,5,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,117,0,0,137,0,0,0,0,2,0,0,0,0,5,0,0,0
"ESP_058_MZB_LO_100","ESP_058_MZB_LO_100-14.08.2019","14.08.2019",2019,8,14,47,0,1,0,0,0,0,0,97,0,0,0,0,0,0,72,0,0,0,0,1057,0,1941,0,437,0,83,0,25,0,0,1,0,0,0,25,25,0,1205,96,0,0,0,0,0,0,3,0,0,0,135,0,27,25,0,0,0,0,145,48,0,0,1,25,79,48,0,50,0,2,1007,0,5,0,461,0,0,0,0,0,0,0,3,0,0,1,0,411,0,0,0,0,0,0,3,0,0,0,1,0,0,49,0,0,195,0,0,0,0,0,0,48,0,24,3,0,0,168,0,0,0,0,1,0,0,0,0,12,0,0,1
"ESP_058_MZB_LO_101","ESP_058_MZB_LO_101-08.08.2009","08.08.2009",2009,8,8,0,0,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,35,0,2774,0,0,0,0,0,2,72,0,0,0,0,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,90,36,0,0,0,0,598,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0
"ESP_058_MZB_LO_101","ESP_058_MZB_LO_101-25.08.2010","25.08.2010",2010,8,25,0,0,0,0,0,0,0,0,8492,0,0,0,26,0,0,0,0,0,0,0,1,0,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,171,81,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,20,0,2,1,1,0,0,0,0,91,0,6,0,0,0,0,0,224,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,2,175,0,0,0,0,0,2986,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
