"Unique.ID","Samp.ID","Sampling.date","year","month","day","ADICELLA REDUCTA","AGAPETUS FUSCIPES","AGRIOTYPUS SP.","AMPHINEMURA SP.","ANCYLUS FLUVIATILIS","ANTHOMYIIDAE GEN. SP.","ANTOCHA SP.","APATANIA SP.","ATHERIX SP.","ATRICHOPS CRASSIPES","BAETIS SP.","BEZZIA SP.","BLEPHARICERA SP.","BRACHYCENTRUS MONTANUS","BYTHINELLA SP.","BYTHIOSPEUM SP.","CAENIS LUCTUOSA","CAENIS MACRURA","CAENIS RIVULORUM","CAPNIA SP.","CAPNIONEURA SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CLINOCERINAE GEN. SP.","CORDULEGASTER BIDENTATA","CORDULEGASTER BOLTONII","CRUNOECIA IRRORATA SSP.","CULEX SP.","CURCULIONIDAE GEN. SP.","CYPHON SP.","DASYHELEA SP.","DERONECTES SP.","DICRANOTA SP.","DINOCRAS CEPHALOTES","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DUPOPHILUS BREVIS","ECDYONURUS SP.","ECHINOGAMMARUS SP.","ELMIS SP.","ELODES SP.","EPEORUS SP.","EPHEMERA DANICA","ERNODES ARTICULARIS","ERPOBDELLA SP.","ESOLUS SP.","FORCIPOMYIA SP.","GERRIS SP.","GLOSSIPHONIA PALUDOSA","GLOSSOSOMA PRIVATUM","GYRAULUS SP.","HABROLEPTOIDES SP.","HABROPHLEBIA SP.","HALIPLUS SP.","HELOPHORUS SP.","HEMERODROMIINAE GEN. SP.","HEXATOMA SP.","HIRUDO MEDICINALIS","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENA SP.","HYDROCHUS SP.","HYDROCYPHON SP.","HYDROMETRA STAGNORUM","HYDROPSYCHE SP.","HYDROPTILA SP.","ILYBIUS SP.","ISOPERLA SP.","LACCOBIUS SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEUCTRA SP.","LIMNEBIUS SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIPONEURA SP.","LYMNAEA SP.","MARTHAMEA SP.","MESOVELIA SP.","MICRASEMA CENERENTOLA","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MICRASEMA MOESTUM","MICRASEMA SERVATUM","MICROVELIA SP.","NEBRIOPORUS SP.","NEMATODA GEN. SP.","NEMOURA SP.","NIPHARGUS SP.","NOTONECTA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","OREODYTES SP.","OULIMNIUS SP.","PARALEPTOPHLEBIA SP.","PERLA SP.","PERLODES SP.","PHILOPOTAMUS MONTANUS SSP.","PISIDIUM SP.","PLACOBDELLA COSTATA","PLANIPENNIA GEN. SP.","PLANORBARIUS SP.","PLATAMBUS SP.","PLEA MINUTISSIMA MINUTISSIMA","PLECTROCNEMIA CONSPERSA SSP.","PLECTROCNEMIA LAETABILIS","POLYCELIS SP.","POLYCENTROPUS CORNIGER","POLYCENTROPUS FLAVOMACULATUS SSP.","POMATINUS SUBSTRIATUS","POTAMOPYRGUS ANTIPODARUM","PROASELLUS SP.","PROCLOEON BIFIDUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA CTENOPHORA","PSYCHOMYIA PUSILLA","RADIX SP.","RHAGIONIDAE GEN. SP.","RHITHROGENA SP.","RHYACOPHILA SP.","RIOLUS SP.","SCARODYTES SP.","SCATOPHAGIDAE GEN. SP.","SCIRTES SP.","SCLEROPROCTA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SILO NIGRICORNIS","SIMULIUM SP.","STRATIOMYIDAE GEN. SP.","SYNAGAPETUS SP.","TABANIDAE GEN. SP.","THAUMALEA SP.","THEODOXUS SP.","THREMMA SP.","TINODES ASSIMILIS","TIPULIDAE GEN. SP.","VALVATA SP.","VELIA SP.","WORMALDIA LUSITANICA"
"ESP_036_MZB_LO_1","ESP_036_MZB_LO_1-15.08.2022","15.08.2022",2022,8,15,0,0,0,0,0,0,0,0,2,0,22,4,0,0,0,0,0,0,0,0,0,0,872,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,72,0,8,0,8,0,0,0,20,0,0,0,2,0,12,0,0,0,0,12,0,0,78,16,0,0,0,18,0,0,0,0,0,0,420,0,6,8,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,28,48,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,8,6,12,0,0,0,0,0,16,18,0,18,0,0,0,0,0,0,0,12,0,0,0
"ESP_036_MZB_LO_1","ESP_036_MZB_LO_1-16.08.2023","16.08.2023",2023,8,16,0,0,0,0,48,0,4,0,4,0,200,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,40,0,13,0,106,0,0,0,60,0,0,0,0,0,8,8,0,0,8,1,0,0,130,11,0,0,0,12,0,0,0,0,0,0,163,0,14,0,0,0,0,0,8,266,0,0,0,0,0,0,0,0,0,0,41,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,0,0,2,20,8,0,0,0,0,0,52,70,0,24,0,0,0,0,0,0,0,1,0,0,0
"ESP_036_MZB_LO_1","ESP_036_MZB_LO_1-09.08.2024","09.08.2024",2024,8,9,0,0,0,0,58,0,0,0,12,0,832,0,0,0,0,0,0,0,0,0,0,0,496,0,4,0,0,0,0,0,0,0,1,5,0,0,0,8,0,0,29,0,12,0,0,0,88,0,0,0,0,0,12,12,0,0,0,4,0,0,68,4,0,0,0,5,0,0,0,0,0,0,234,0,20,40,0,0,0,0,0,112,0,0,0,0,0,12,0,0,0,0,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,28,12,8,0,0,0,0,0,130,48,0,4,0,0,0,0,0,0,0,8,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-06.08.2012","06.08.2012",2012,8,6,0,0,0,0,0,0,1,0,2,0,89,0,0,1,2,0,0,1,0,0,0,0,862,6,2,0,0,0,0,0,0,0,5,0,2,5,1,0,13,0,4,0,0,0,0,0,28,0,0,0,25,0,13,0,0,0,18,4,0,0,19,15,0,0,0,4,0,0,1,0,0,0,79,0,48,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,15,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,29,0,0,0,0,5,6,0,0,0,0,0,17,7,0,4,0,0,0,0,0,0,0,1,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-22.09.2013","22.09.2013",2013,9,22,0,0,0,184,2,0,0,0,8,0,93,1,0,16,1,0,0,1,0,2,0,0,1662,19,1,0,0,0,0,0,0,0,3,3,0,9,0,0,23,0,1,2,59,0,0,2,17,0,0,0,6,0,28,0,0,0,13,8,0,0,52,10,0,0,0,3,0,0,1,0,0,0,448,0,335,10,0,0,0,0,0,9,0,0,0,0,0,5,314,0,0,31,52,0,0,0,25,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,111,147,0,0,0,0,91,5,0,0,0,0,0,75,4,0,3,0,0,0,0,0,2,1,7,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-21.08.2014","21.08.2014",2014,8,21,0,0,0,0,0,0,0,0,3,0,45,0,0,1,1,0,0,0,0,0,0,0,928,5,13,0,0,0,0,0,0,0,3,0,0,1,1,0,4,0,0,9,9,0,0,1,50,0,0,0,3,0,15,0,0,0,0,7,0,0,20,31,0,0,0,1,0,0,0,0,0,0,179,0,106,24,0,0,0,0,0,0,0,0,0,0,0,16,96,0,0,25,10,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,25,0,0,0,0,57,2,0,0,0,0,0,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-06.08.2015","06.08.2015",2015,8,6,0,0,0,0,0,0,0,0,7,0,328,2,0,41,0,0,0,0,0,0,0,0,2145,17,16,0,0,0,0,0,0,0,2,4,0,0,2,0,1,0,0,0,80,0,0,6,99,0,0,0,20,0,8,0,0,0,0,2,0,0,50,106,0,0,0,193,0,0,0,0,0,0,171,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,23,17,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,51,50,0,0,0,0,81,1,0,0,0,0,0,6,6,0,354,0,0,0,2,0,0,0,1,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-29.07.2016","29.07.2016",2016,7,29,0,0,0,0,1,0,0,0,2,0,85,0,0,13,4,0,0,0,0,0,0,0,551,5,5,0,0,0,0,0,0,0,4,2,0,13,0,0,3,0,0,0,22,0,0,5,16,5,0,0,14,0,4,0,0,0,4,5,0,0,61,43,0,0,0,9,0,0,0,1,0,0,109,0,56,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,4,0,0,0,0,27,6,0,0,0,0,0,70,12,0,13,0,0,0,4,0,0,0,6,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-14.08.2017","14.08.2017",2017,8,14,0,0,0,0,12,0,0,0,2,0,54,1,0,17,0,0,0,0,0,0,0,0,118,0,9,0,0,0,0,0,0,0,2,3,0,2,2,0,25,0,0,0,42,0,0,4,13,2,0,0,24,0,3,3,0,0,4,5,0,0,19,47,0,0,0,45,0,0,0,0,0,0,148,0,120,23,0,0,14,0,0,2,0,0,0,1,0,0,22,0,0,5,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,0,54,5,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-07.09.2018","07.09.2018",2018,9,7,0,0,0,0,0,0,0,0,3,0,29,0,0,3,0,0,0,0,0,0,0,0,74,12,0,0,0,0,0,0,0,0,0,6,0,2,0,0,7,0,0,0,3,0,0,1,15,0,0,0,1,0,5,0,0,0,0,4,0,0,7,22,0,0,0,9,0,0,0,0,0,0,17,0,83,1,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-12.08.2019","12.08.2019",2019,8,12,0,0,0,0,8,0,0,0,1,0,50,0,0,8,0,0,0,0,0,0,0,0,213,15,0,0,0,0,0,0,0,0,4,5,0,8,0,0,10,0,0,0,13,0,0,4,16,7,0,0,25,0,5,0,0,0,7,3,0,0,44,23,0,0,0,37,0,0,1,0,0,0,181,0,434,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,29,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,4,0,0,0,0,36,1,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,2,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-21.08.2020","21.08.2020",2020,8,21,0,0,0,0,0,0,0,0,1,0,57,0,0,6,8,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,12,0,21,0,57,0,0,1,4,0,0,0,0,0,17,0,0,0,1,7,0,0,32,37,0,0,0,29,0,0,0,0,0,0,315,0,154,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,17,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,137,0,0,0,0,0,435,0,0,0,0,0,0,68,1,0,0,0,0,0,4,0,0,0,2,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-23.08.2021","23.08.2021",2021,8,23,0,0,0,0,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0,0,0,0,456,1,0,0,0,0,0,0,0,0,12,10,0,0,0,0,16,0,0,0,10,0,0,10,28,0,0,0,12,0,66,0,0,0,0,4,0,0,44,32,0,0,0,52,0,0,0,0,0,0,278,0,116,16,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,2,36,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,88,18,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-12.08.2022","12.08.2022",2022,8,12,0,0,0,0,0,0,0,0,6,0,15,2,0,1,0,0,0,0,0,0,0,0,371,1,2,0,0,1,0,1,0,0,3,3,0,0,0,0,15,0,4,0,0,0,0,1,20,2,0,0,8,0,1,0,0,0,2,3,0,0,25,16,0,0,0,4,0,0,0,0,0,0,184,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,7,4,0,0,0,20,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,16,0,0,1,0,0,0,2,0,0,0,2,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-09.08.2023","09.08.2023",2023,8,9,0,0,0,0,0,0,0,0,2,0,97,0,0,0,0,0,0,0,0,0,0,0,995,8,4,0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,8,37,0,0,2,10,2,0,0,0,0,20,0,0,0,4,0,0,0,36,50,0,0,0,47,0,0,0,0,0,0,137,0,19,16,0,0,0,0,0,0,0,0,0,0,0,8,118,0,0,10,75,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,66,10,0,0,0,0,0,36,2,0,4,0,0,0,0,0,0,0,6,0,0,0
"ESP_036_MZB_LO_10","ESP_036_MZB_LO_10-08.08.2024","08.08.2024",2024,8,8,0,0,0,0,3,0,0,0,27,0,34,6,0,2,8,0,0,0,0,0,0,0,748,0,1,0,0,0,0,0,0,0,16,7,0,0,0,0,18,0,0,2,34,0,0,1,29,0,0,0,1,0,9,0,0,0,9,10,0,0,52,31,0,0,0,9,0,0,0,0,0,0,190,0,17,2,0,0,0,0,0,1,0,0,0,0,0,6,108,0,0,36,78,0,0,0,9,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,3,58,1,0,0,4,0,0,58,0,0,17,0,0,0,2,0,0,0,3,0,0,0
"ESP_036_MZB_LO_11","ESP_036_MZB_LO_11-08.08.2012","08.08.2012",2012,8,8,0,0,0,0,0,0,0,0,7,0,448,0,0,0,0,0,0,0,0,0,0,0,1227,2,0,0,0,0,0,0,0,0,57,6,14,6,0,0,133,0,8,0,13,0,0,0,57,21,0,0,36,0,42,29,0,0,8,1,0,0,89,35,0,0,0,120,0,0,0,0,1,0,601,0,89,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,7,6,0,0,38,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,114,0,0,0,0,0,229,28,0,0,0,0,0,66,93,2,21,0,0,0,2,0,0,0,0,0,0,0
"ESP_036_MZB_LO_11","ESP_036_MZB_LO_11-24.09.2013","24.09.2013",2013,9,24,0,0,0,19,5,0,0,0,28,0,22,0,0,0,1,0,0,0,0,0,0,0,412,46,4,0,0,0,0,0,0,0,5,6,2,6,0,0,166,0,2,1,155,0,0,2,19,0,0,0,2,0,32,0,0,0,4,6,0,3,36,27,0,0,0,11,0,0,0,0,0,3,312,0,167,9,0,0,0,0,1,7,0,0,0,0,0,0,47,0,0,6,24,0,0,0,49,2,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,60,0,0,0,0,0,294,18,0,0,0,0,0,102,4,0,1,0,0,0,5,0,1,0,4,0,0,0
"ESP_036_MZB_LO_11","ESP_036_MZB_LO_11-22.09.2014","22.09.2014",2014,9,22,0,0,0,9,4,0,0,0,25,0,63,0,0,0,0,0,0,3,0,0,0,0,252,42,0,0,0,0,0,0,0,0,4,1,0,3,0,0,30,0,12,0,300,0,0,0,19,0,0,0,2,0,53,0,0,0,0,14,0,0,46,45,0,0,0,9,0,0,0,0,0,0,198,0,46,29,0,0,2,0,30,5,8,0,0,0,0,0,9,0,0,24,9,0,0,0,40,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,27,0,0,0,0,0,837,7,0,0,0,0,0,130,0,2,1,0,0,0,0,0,0,0,5,0,0,0
