"Unique.ID","Samp.ID","Sampling.date","year","month","day","AGAPETUS SP.","ANCYLUS FLUVIATILIS","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","ASELLUS AQUATICUS","ATHERICIDAE GEN. SP.","BAETIS SP.","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS MONTANUS","BRACHYPTERA SETICORNIS","CAENIS SP.","CAPNIA SP.","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CRENOBIA ALPINA","CYRNUS TRIMACULATUS","DENDROCOELUM LACTEUM","DICRANOTA SP.","DINA LINEATA","DINOCRAS MEGACEPHALA","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DUGESIA GONOCEPHALA","DUGESIA LUGUBRIS","ECDYONURUS SP.","ELMIS SP.","EPEORUS ASSIMILIS","EPEORUS SYLVICOLA","EPEORUS YOUGOSLAVICUS","EPHEMERA DANICA","EPHEMERA VULGATA","EPHEMERELLA MUCRONATA","ERPOBDELLA OCTOCULATA","GLOSSIPHONIA COMPLANATA","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GYRINUS SP.","HABROLEPTOIDES CONFUSA","HABROLEPTOIDES MODESTA","HELOBDELLA STAGNALIS","HELOCHARES LIVIDUS","HEPTAGENIA SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","ILYOCORIS SP.","ISOPERLA SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYMNAEA SP.","MICRASEMA MINIMUM","NEMATODA GEN. SP.","NEMOURA MARGINATA","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","OPHIOGOMPHUS CECILIA","PARALEPTOPHLEBIA SP.","PEREGRIANA PEREGRA","PERLA SP.","PERLODES SP.","PHALACROCERA SP.","PHILOPOTAMUS MONTANUS SSP.","PLANORBIS PLANORBIS","PLECOPTERA GEN. SP.","POLYCENTROPUS SP.","POTAMANTHUS LUTEUS","PROTONEMURA SP.","PSYCHODA SP.","PSYCHOMYIA PUSILLA","RHITHROGENA SP.","RHYACOPHILA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS LUTARIA","SIMULIIDAE GEN. SP.","STENELMIS SP.","STRATIOMYIDAE GEN. SP.","SYNAGAPETUS SP.","TABANIDAE GEN. SP.","THAUMALEA SP.","TINEARIA ALTERNATA","TINODES SP.","TIPULIDAE GEN. SP.","TONNOIRIELLA SP.","TRICHOPTERA GEN. SP.","WIEDEMANNIA SP."
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.09.1979","01.09.1979",1979,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.11.1981","01.11.1981",1981,11,1,0,20,0,0,0,0,10,0,0,0,10,0,0,0,75,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0,165,0,0,60,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.10.1986","01.10.1986",1986,10,1,0,285,0,0,0,0,45,0,0,0,0,0,0,0,140,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,475,0,0,0,0,0,0,0,0,5,0,0,0,0,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,15,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.10.1987","01.10.1987",1987,10,1,0,57,0,0,0,0,9,0,0,0,0,0,0,0,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.11.1990","01.11.1990",1990,11,1,0,95,0,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.11.1991","01.11.1991",1991,11,1,0,70,0,0,10,0,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,110,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.11.2004","01.11.2004",2004,11,1,0,0,0,0,5,0,135,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,165,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.09.2005","01.09.2005",2005,9,1,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,115,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,170,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_2","BGR_008_MZB_LO_2-01.10.2010","01.10.2010",2010,10,1,0,0,0,0,0,0,360,0,0,0,0,0,10,0,170,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,10,0,0,10,0,0,925,0,0,0,0,0,0,0,0,60,0,0,0,0,0,320,20,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.1978","01.09.1978",1978,9,1,0,0,0,0,50,0,30,0,0,0,15,0,0,0,400,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.1979","01.09.1979",1979,9,1,0,0,0,0,50,0,15,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.11.1981","01.11.1981",1981,11,1,0,0,0,0,8,0,8,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.10.1986","01.10.1986",1986,10,1,0,0,0,0,5,0,10,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.10.1987","01.10.1987",1987,10,1,0,0,0,0,0,1,23,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,1,0,0,0,0,0,0,0,0,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.11.1990","01.11.1990",1990,11,1,0,50,0,0,520,0,40,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,80,55,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,10,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.11.1991","01.11.1991",1991,11,1,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0,0,10,750,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.10.1992","01.10.1992",1992,10,1,0,7,0,0,41,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.1993","01.09.1993",1993,9,1,0,1,0,0,22,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.11.2004","01.11.2004",2004,11,1,0,0,0,0,0,0,175,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1200,0,0,5,0,0,0,0,0,0,0,0,0,0,70,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,125,0,25,0,0,0,0,0,35,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.2005","01.09.2005",2005,9,1,0,0,0,0,5,0,307,0,0,0,5,0,0,30,20,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.2007","01.09.2007",2007,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.10.2010","01.10.2010",2010,10,1,0,380,0,10,0,0,140,0,0,0,30,0,0,50,170,0,40,0,0,0,0,20,0,0,10,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,60,190,0,0,0,0,0,0,0,40,0,0,10,0,0,650,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,0,0,0,0,0,0,0,0,180,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.11.2011","01.11.2011",2011,11,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"BGR_008_MZB_LO_3","BGR_008_MZB_LO_3-01.09.2012","01.09.2012",2012,9,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,276,3,0,0,0,0,0,6,2,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,8,0,0,0,32,0,0,37,0,0,8,0
