"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXIDAE GEN. SP.","ARANEAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BIVALVIA GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULIDAE GEN. SP.","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIPTERA GEN. SP.","DIXA NEBULOSA","DIXA SUBMACULATA","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERIOCHEIR SINENSIS","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYPANIA INVALIDA","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PALAEMONETES LONGIROSTRIS","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PORIFERA GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS VIVIPARUS","ZONITIDAE GEN. SP."
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-30.03.1994","30.03.1994",1994,3,30,0,0,3,0,33,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,3,3,0,0,3,33,0,3,0,0,0,0,0,0,1,0,0,33,0,0,33,0,0,0,1,3,0,33,0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,3,0,0,33,0,33,0,33,0,0,0,3,0,0,0,3,1,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-10.05.1995","10.05.1995",1995,5,10,0,0,1,0,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,333,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,0,33,0,0,1,0,33,0,0,0,0,0,33,0,0,0,0,3,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-29.05.1997","29.05.1997",1997,5,29,0,0,33,0,33,0,0,0,33,3,33,0,333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,33,3,333,3,0,0,3,3333,0,33,0,3,0,0,0,0,3,0,0,3,0,1,33,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,66,0,0,33,0,0,0,33,0,0,3,0,33,0,33,0,0,0,33,0,0,0,3,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-16.05.1998","16.05.1998",1998,5,16,0,0,3,0,3,0,0,0,1,0,3,0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,3,0,0,33,3333,0,33,0,0,3,0,0,3,3,0,0,333,0,0,333,0,0,1,0,3,0,3,0,33,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,3,36,0,0,0,0,1,0,0,0,0,33,1,3,0,33,33,0,0,3,0,0,0,3,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-29.04.1999","29.04.1999",1999,4,29,0,0,3,0,33,0,0,0,3,0,3,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,3,0,0,1,33,0,1,0,1,1,0,0,0,33,0,0,3,0,0,3,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,33,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-11.04.2000","11.04.2000",2000,4,11,0,0,33,0,33,0,0,0,11,1,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,33,0,0,4,33,0,11,33,0,5,0,0,0,0,0,0,3,0,0,33,33,0,0,33,2,0,13,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,36,0,0,0,0,4,0,1,0,0,33,0,1,0,33,0,0,0,33,0,0,0,1,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-10.05.2001","10.05.2001",2001,5,10,0,0,3,0,33,0,0,0,3,1,3,0,333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,33,33,0,0,1,333,0,0,33,5,0,0,0,0,0,0,0,33,0,0,33,5,0,0,33,33,0,0,0,8,0,3,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,36,0,0,0,0,33,0,3,0,1,33,0,33,0,33,0,0,0,0,0,0,0,1,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-17.04.2002","17.04.2002",2002,4,17,0,0,2,0,40,0,0,0,1,0,30,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,1,40,0,0,50,60,20,0,0,0,2,0,0,0,0,0,30,50,0,0,50,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,9,50,0,3,0,0,40,0,2,0,0,60,0,2,0,40,0,0,0,40,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-21.03.2003","21.03.2003",2003,3,21,0,0,1,0,90,0,0,0,3,0,12,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,5,0,10,0,0,1,100,0,2,50,1,5,0,0,0,0,0,0,0,0,0,50,0,0,0,5,2,0,3,0,2,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,4,0,0,20,0,150,0,30,0,0,0,6,0,0,0,1,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-22.04.2005","22.04.2005",2005,4,22,0,0,1,0,50,0,1,0,50,1,10,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,1,60,0,0,0,80,0,3,1,20,1,0,0,0,1,0,0,0,0,0,40,30,0,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,10,0,2,70,0,0,0,0,30,0,0,0,0,40,0,90,0,70,0,0,0,10,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-11.05.2006","11.05.2006",2006,5,11,0,0,30,0,100,0,2,0,200,5,20,0,300,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,300,0,1,100,0,0,0,500,0,20,10,2,0,0,0,0,0,0,0,40,0,0,200,0,0,0,300,1,0,40,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,31,0,0,0,0,20,0,2,0,2,70,0,20,0,700,0,0,0,1,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-22.05.2007","22.05.2007",2007,5,22,0,0,3,2,220,0,0,0,6,2,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,190,180,0,0,0,1400,0,2,0,1,0,0,0,0,3,0,0,200,0,0,20,1,0,0,40,0,0,1,1,1,0,0,0,0,0,0,0,0,100,0,2,0,0,0,0,0,0,0,20,0,0,0,0,5,0,2,0,0,1,0,180,0,200,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-21.05.2008","21.05.2008",2008,5,21,0,0,2,4,300,0,0,0,40,2,3,0,450,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200,1,400,60,0,0,0,1500,0,0,0,5,0,0,0,0,1,0,1,150,0,0,80,1,0,0,20,1,0,5,0,0,0,0,0,0,0,0,0,0,156,0,6,0,0,0,0,0,0,0,100,0,1,0,0,2,0,3,0,0,0,0,20,0,200,0,0,0,0,0,0,1,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-07.04.2009","07.04.2009",2009,4,7,0,0,1,0,70,0,0,0,0,2,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,660,0,0,5,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,18,0,1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,80,0,7,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-13.04.2010","13.04.2010",2010,4,13,0,0,0,0,93,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,0,0,200,0,0,20,40,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,40,0,6,1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,3,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-11.04.2011","11.04.2011",2011,4,11,0,0,0,2,21,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,4,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-21.03.2012","21.03.2012",2012,3,21,0,0,0,0,300,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,2000,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,81,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-13.03.2013","13.03.2013",2013,3,13,1,0,0,0,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,450,0,0,40,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,35,0,89,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3486","ENG_041_MZB_LO_3486-18.03.2014","18.03.2014",2014,3,18,0,0,0,0,123,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,3,0,0,0,360,0,0,3,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,50,0,25,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3487","ENG_041_MZB_LO_3487-15.03.2005","15.03.2005",2005,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3487","ENG_041_MZB_LO_3487-18.04.2006","18.04.2006",2006,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENG_041_MZB_LO_3487","ENG_041_MZB_LO_3487-10.03.2008","10.03.2008",2008,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
