"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNIDAE GEN. SP.","AGAPETUS SP.","AGRAYLEA MULTIPUNCTATA","AGRAYLEA SEXMACULATA","AGRYPNIA SP.","ALLOTRICHIA PALLICORNIS","AMELETUS INOPINATUS","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANCYLUS FLUVIATILIS","ANISUS LEUCOSTOMA","ANISUS VORTEX","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","APLEXA HYPNORUM","ASELLIDAE GEN. SP.","ASTACUS ASTACUS","ATHERIX IBIS","ATRICHOPS CRASSIPES","ATYAEPHYRA DESMARESTI","BAETIDAE GEN. SP.","BATHYOMPHALUS CONTORTUS","BERAEA PULLATA","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BRACHYCENTRUS MONTANUS","BRACHYCENTRUS SUBNUBILUS","BRACHYCERCUS HARRISELLA","BRACHYPTERA BRAUERI","BRACHYPTERA RISI","BRACHYPTERA SETICORNIS","BRYCHIUS ELEVATUS","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CAPNIA/ZWICKNIA SP.","CERATOPOGONIDAE GEN. SP.","CHALCOLESTES VIRIDIS","CHAOBORUS FLAVICANS","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CHLOROPERLA SP.","COENAGRIONIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER SP.","CORDULIA AENEA","CORDYLOPHORA CASPIA","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRENOBIA ALPINA","CRUNOECIA IRRORATA SSP.","CULICIDAE GEN. SP.","CYPHON SP.","DECAPODA GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DIKEROGAMMARUS SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DREISSENA POLYMORPHA","DREISSENA ROSTRIFORMIS BUGENSIS","DRYOPS SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECHINOGAMMARUS SP.","ECNOMUS TENELLUS","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHYDRIDAE GEN. SP.","ERIOCHEIR SINENSIS","ERISTALIS SP.","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","FERRISSIA CLESSINIANA","FREDERICELLA SULTANA","GALBA TRUNCATULA","GAMMAROIDEA GEN. SP.","GAMMARUS SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRAULUS SP.","GYRINUS SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOPHORUS SP.","HEMIMYSIS ANOMALA","HEPTAGENIIDAE GEN. SP.","HIPPEUTIS COMPLANATUS","HYDRA SP.","HYDRAENA SP.","HYDROCHUS ELONGATUS","HYDROCYPHON DEFLEXICOLLIS","HYDROMETRA STAGNORUM","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILA SP.","HYDROPTILA SPARSA","HYDROPTILA SPARSA-GR.","HYPANIA INVALIDA","IBISIA MARGINATA","ILYOCORIS CIMICOIDES SSP.","ISOPERLA SP.","ITHYTRICHIA LAMELLARIS","JAERA SARSI","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTES SPONSA","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEBIUS PAPPOSUS","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOMYSIS BENEDENI","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LIPONEURA SP.","LISPE SP.","LYMNAEA STAGNALIS","LYPE SP.","MESOVELIA FURCATA","METRELETUS BALCANICUS","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MICROVELIA RETICULATA","MOLANNA ANGUSTATA","MUSCULIUM LACUSTRE","MYSIDA GEN. SP.","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NIPHARGUS SP.","NOTERUS CLAVICORNIS","NOTERUS CRASSICORNIS","NOTIDOBIA CILIARIS","NOTONECTIDAE GEN. SP.","OCHTHEBIUS SP.","ODELES MARGINATA","ODONATA GEN. SP.","ODONTOCERUM ALBICORNE","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA RHENANA","OLIGOSTOMIS RETICULATA","ORCHESTIA CAVIMANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","ORTHOTRICHIA SP.","OSMYLUS FULVICEPHALUS","OULIMNIUS SP.","OXYETHIRA SP.","PEDICIA SP.","PELTODYTES CAESUS","PEREGRIANA LABIATA","PERLIDAE GEN. SP.","PERLODES SP.","PHERBINA SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEA SP.","PHYSA FONTINALIS","PHYSELLA SP.","PISCICOLIDAE GEN. SP.","PISIDIUM SP.","PLANORBARIUS CORNEUS","PLANORBIS SP.","PLATYCNEMIS PENNIPES","PLEA MINUTISSIMA SSP.","PLUMATELLA SP.","POLYCELIS FELINA","POLYCELIS NIGRA/TENUIS","POLYCELIS TENUIS","POLYCENTROPODIDAE GEN. SP.","PONTOGAMMARUS ROBUSTOIDES","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","PTYCHOPTERA SP.","RADIX SP.","RANATRA LINEARIS","RHAGIONIDAE GEN. SP.","RHYACOPHILA SP.","RIOLUS SP.","SCIRTES SP.","SEGMENTINA NITIDA","SEPEDON SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SIPHONOPERLA SP.","SISYRA SP.","SOMATOCHLORA METALLICA","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","STAGNICOLA SP.","STRATIOMYIDAE GEN. SP.","SYMPECMA SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THAUMALEIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","TINODES SP.","TIPULIDAE GEN. SP.","TORLEYA MAJOR","TURBELLARIA GEN. SP.","UNIO CRASSUS SSP.","UNIO PICTORUM SSP.","UNIO TUMIDUS SSP.","VALVATA SP.","VELIA SP.","VIVIPARUS SP.","ZWICKNIA SP."
"GER_073_MZB_LO_145","GER_073_MZB_LO_145-12.03.2008","12.03.2008",2008,3,12,0,0,0,0,0,0,0,0,0,1.6,0,0,8.8,0,0,0,520,0,0,0,0,0.8,0.8,0,0,0,520,0,0,0,0,0,0,0,0,0.8,4.8,4.8,0,16,0,0,0,16.8,0,6.4,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,14.4,0,0,0,0,0,16,0,0,0,0,52,0,0,0,0,0,520,0,0.8,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,3.2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,16,0,0.8,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"GER_073_MZB_LO_145","GER_073_MZB_LO_145-02.04.2009","02.04.2009",2009,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,0,0,65.6,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,139.2,0,9.6,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,0,0,0,0,16,0,0,0,0,0,99.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,12.8,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0
"GER_073_MZB_LO_145","GER_073_MZB_LO_145-24.04.2013","24.04.2013",2013,4,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,0,4,0,0,0,0,160,0,0,0,0,0,0,0,0,4,52,52,0,4,0,0,0,16,0,20,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,160,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,52,0,0,4,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0
"GER_073_MZB_LO_145","GER_073_MZB_LO_145-31.03.2016","31.03.2016",2016,3,31,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,32.8,0,0,0,0,30.4,0,0,0,0.8,35.2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,44.8,0,4,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,7.2,0,0,0,0,8.8,0,0,0,0,96,128,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,2.4,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,113.6,8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,51.2,0
"GER_073_MZB_LO_145","GER_073_MZB_LO_145-02.04.2019","02.04.2019",2019,4,2,0,0.8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,112.8,0,0,0,3.2,212,0,0,0,0,0,0,0,0,3.2,0,0,0,56,0,0,0,210.4,0,24,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,5.6,7.2,0,0,0,0,0,80,0,0,0,0,36.8,0,0,0,0,0,216,4.8,0.8,0,0,0,8,0,0,4.8,1.6,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,1.6,0,3.2,0,0,0,0,0,23.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,1.6,0,1.6,0,0,0,0,0,0,3.2,0,0,144.8,0,3.2,2.4,0,0,0,3.2,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.4,0,0,0,0,0,203.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8,0
"GER_073_MZB_LO_146","GER_073_MZB_LO_146-11.03.2008","11.03.2008",2008,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3.2,0,0,0,0.8,0,0,0,159.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,28.8,0,0,0,0,0,0,0,23.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,44.8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.6,0,2.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51.2,0,0,0,0,1.6,0,4,0,0,1.6,0,0,0,0,0,0,0,0,0,0,14.4,0,1.6,0
"GER_073_MZB_LO_146","GER_073_MZB_LO_146-19.04.2010","19.04.2010",2010,4,19,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0,92,0,2.4,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.6,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,2.4,18.4,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0.8,0
"GER_073_MZB_LO_146","GER_073_MZB_LO_146-27.04.2013","27.04.2013",2013,4,27,0,0,0,0,0,0,0,0,0,4,0,0,0.8,0.8,0,0,4,0,0,0,0,0,0,0,0.8,0,16,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,519.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0.8,0,0,0,0,2.4,0,0,0,0,0,16,0.8,6.4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.4,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4.8,0,0,0,0,242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0
"GER_073_MZB_LO_146","GER_073_MZB_LO_146-03.05.2016","03.05.2016",2016,5,3,0,0,0,0,0,0,0,0,0,52,0,16,52,0,0,0,52,0,0,0,0,20.8,0,0,0,4,520,0,0,0,0,0,0,0,0,16,0,0,0,52,0,0,0,482.4,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,4.8,0,0,1.6,0.8,0,4.8,0,0,0,0,8,0,0,0,0,0,320,4,12,0,0,0,0,0,0,0.8,0,0,0,0,4,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,26.4,0,0,0,0,0,0,16,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2155.2,0.8,4,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.4,0,0,0,0,16,0,21.6,0,0,4,0,0,0,0,0,0,0,0,0,0,52,0,16,0
"GER_073_MZB_LO_146","GER_073_MZB_LO_146-23.03.2019","23.03.2019",2019,3,23,0,0,0,0,0,0,0,0,0,16,0,0,12.8,0,0,0,16,0,0,0,0,0.8,0,0,0,4.8,155.2,0,0,0,0,0,0,0,0,16,0,0,0,0.8,0,0,0,519.2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.8,0,0,0,0,0,0,0,52,0,0,0,0,0,160,0,5.6,0,0,0,0,0,0,4.8,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,2.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,3.2,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0.8,0
"GER_073_MZB_LO_147","GER_073_MZB_LO_147-11.03.2008","11.03.2008",2008,3,11,0,0,0,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0.8,3.2,3.2,0,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,52,0,0,0,0,16,0,0,0,0,0,520,0,16,0,0,0,0,1.6,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,0,0,0,0,0,0,1.6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,0,4,0,0,0,0,0,0,0,0,0,160,0,0,0,5.6,0.8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,18.4,0,0.8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.8,0
"GER_073_MZB_LO_147","GER_073_MZB_LO_147-16.04.2010","16.04.2010",2010,4,16,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,18.4,0,0,0,2.4,0,0,0,287.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,62.4,0,0,0,0,4,0,0,0,0,0,160,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,47.2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_147","GER_073_MZB_LO_147-27.04.2013","27.04.2013",2013,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8,0.8,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,16,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,160,0,0.8,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_073_MZB_LO_147","GER_073_MZB_LO_147-30.03.2016","30.03.2016",2016,3,30,0,0.8,0,0,0,0,0,0,0,10.4,0,0,23.2,0,0,0,3.2,0,0,0,0,44.8,8,0,0,0,8.8,0,0,0,0,0,0,0,0,0,7.2,7.2,0,0,0,0,0,96,0,4,0,0,0,0,3.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,16.8,0,0,0,0,0,6.4,0,0,0,0,34.4,0,0,0,0,0.8,57.6,0.8,0,0,0,0,0,10.4,0,8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,165.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,140,1.6,4.8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0.8,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,4.8,0
"GER_073_MZB_LO_147","GER_073_MZB_LO_147-22.03.2019","22.03.2019",2019,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1.6,0,0,0,0,2.4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5.6,5.6,0,0,0,0,0,161.6,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,4,0,0,0,0,3.2,0,0,0,0,0,52,0,0.8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0.8,0,3.2,0,0,0,0,0,52,0,0,0,0,0,0,0.8,0,0,0,0,0,0,3.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,52,0,0.8,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
"GER_073_MZB_LO_148","GER_073_MZB_LO_148-12.03.2008","12.03.2008",2008,3,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.8,0,4,0,0,0,0,16,0.8,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,4,1.6,0,0,0,0.8,0,520,0,0,0,0,6.4,0,0,0,0,0,16,0,4.8,0,16,0,0,0,0.8,0,0,0,5.6,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,12.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0.8,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,15.2,0,0,0,0,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,1.6,0
"GER_073_MZB_LO_148","GER_073_MZB_LO_148-20.04.2010","20.04.2010",2010,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0.8,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,23.2,23.2,0,10.4,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,6.4,0,0,0,0,0,33.6,0,6.4,0,3.2,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,114.4,0,0,0.8,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
"GER_073_MZB_LO_148","GER_073_MZB_LO_148-12.04.2013","12.04.2013",2013,4,12,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,16,0,0.8,0,0,0,52.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,4,0,0,520,0,0,0,0,4,0,0,0,0,0,52,0,0.8,0,16,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0.8,4,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,106.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
"GER_073_MZB_LO_148","GER_073_MZB_LO_148-16.04.2016","16.04.2016",2016,4,16,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0.8,0,0,0,0,13.6,0,0,0,0,16.8,0,0,0,0,0,0,0,0,0,104,104,0,0,0,0,0,87.2,0,3.2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0.8,2.4,0,24.8,0,0,0,0,4.8,0,0,0,0,40,100,1.6,0,0,4,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,27.2,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,32.8,0,0,0,0,244,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,10.4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,60.8,0,1.6,1.6,0,0,0,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0
