"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNIDAE GEN. SP.","AGAPETUS FUSCIPES","AGAPETUS OCHRIPES","ANCYLUS FLUVIATILIS","ANISUS LEUCOSTOMA","ANISUS VORTEX","ANODONTA ANATINA","APHELOCHEIRUS AESTIVALIS","APLEXA HYPNORUM","ASELLUS AQUATICUS","ATHERIX IBIS","ATHRIPSODES SP.","BAETIDAE GEN. SP.","BATHYOMPHALUS CONTORTUS","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA RISI","BRYCHIUS ELEVATUS","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CERACLEA DISSIMILIS","CERATOPOGONIDAE GEN. SP.","CHALCOLESTES VIRIDIS","CHELIFERA SP.","CHIRONOMIDAE GEN. SP.","CHRYSOPILUS SP.","CHRYSOPS SP.","CLINOCERINAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORIXIDAE GEN. SP.","DENDROCOELUM LACTEUM","DUGESIA SP.","DYTISCIDAE GEN. SP.","ELMIS SP.","ELODES SP.","EPHEMERA SP.","EPHEMERELLA NOTATA","ERIOCHEIR SINENSIS","ERPOBDELLA SP.","GAMMARUS SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA SP.","GOERA PILOSA","GOMPHUS VULGATISSIMUS","GYRAULUS ALBUS","HALIPLUS SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMERODROMIA SP.","HEPTAGENIA SP.","HETEROPTERA GEN. SP.","HYDRAENA RIPARIA","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","ILYOCORIS CIMICOIDES SSP.","ISOPERLA SP.","ISOPTENA SERRICORNIS","KAGERONIA FUSCOGRISEA","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA FUSCA-GR.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LITHAX OBSCURUS","LYMNAEIDAE GEN. SP.","LYPE SP.","MOLANNA ANGUSTATA","MYSTACIDES SP.","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTERUS CRASSICORNIS","NOTIDOBIA CILIARIS","NOTONECTA SP.","OECETIS SP.","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PEDICIIDAE GEN. SP.","PHYSA FONTINALIS","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANORBARIUS CORNEUS","POLYCELIS NIGRA","POLYCELIS NIGRA/TENUIS","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PROASELLUS SP.","PSYCHODIDAE GEN. SP.","PTYCHOPTERA SP.","RHYACOPHILA SP.","SERRATELLA IGNITA","SIALIS SP.","SILO NIGRICORNIS","SIMULIIDAE GEN. SP.","SPHAERIUM SP.","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TINODES SP.","TIPULIDAE GEN. SP.","TURBELLARIA GEN. SP.","UNIO TUMIDUS SSP.","VALVATA PISCINALIS SSP.","VIVIPARUS CONTECTUS","VIVIPARUS VIVIPARUS"
"GER_071_MZB_LO_11","GER_071_MZB_LO_11-29.04.2020","29.04.2020",2020,4,29,0,0,0,10.2864,0,0,0,0,0,0,3.4288,0,3.4288,594.7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2288,0,0,0,0,0,0,0,0,69.376,0,0,0,0,0,309.392,0,3.4288,0,0,0,0,0,0,0,130.0656,0,0,181.4976,0,0,0,0,0,0,0,0,0,15.3152,6.8576,0,0,0,3.4288,0,0,0,0,0,0,0,0,0,7.6576,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2864,0,0,0,37.7168,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-14.04.2009","14.04.2009",2009,4,14,0,0,0,0,0,0,0,0,0,0,5.05264,0,0,272.3794,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,30.31584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.57916,0,0.8,0,0,0,0,1.26316,0,0,0,0,0,14.2316,0,0,0,0,0.8,0,0,3.2,0,4.46316,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1.26316,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10528,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-28.04.2010","28.04.2010",2010,4,28,0,0,0,0,0,0,0,0,0,0,4.8,0,0,461.6,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,38.4,2212.8,0,0,9.6,0,0,0,4,0,45.6,0,14.4,0,0,0.8,82.4,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0.8,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-20.04.2011","20.04.2011",2011,4,20,0,0,0,0,4.8,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,110.4,0,0,0,0,0,0,163.2,0,0,4.8,0,0,0,6.4,0,68.8,0,1.6,0,0,6.4,360,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,1.6,0,0,0,0,9.6,0,0,0,0,0,0,0,0,5.6,0,0,0,172.8,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-12.04.2013","12.04.2013",2013,4,12,0,0,0,0,1.52381,0,0,0,0,0,1.52381,0,0,44.19047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95237,0,0,0,0,0,0,3.80952,0.7619,3.04762,0,2.28571,0,0,0,249.90475,0,0.7619,0,0,0,0,0,0,0,0,0,0,3.80952,0,0,0,0,0,0,0,0.7619,0,3.04761,0,3.80952,0,0,0,0,0,0,0,0,0,0,0,1.52381,0.7619,0,3.80952,0,0,1.52381,0,0,0,0.7619,0,1.52381,0,0.7619,0.7619,0,0,0,26.66667,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-29.04.2016","29.04.2016",2016,4,29,0,0,0,0,4.8,0,0,0,0,0,142.4,0,0,499.2,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,107.2,0,0,0,0,4.8,0,41.6,0.8,11.2,3.2,4.8,0,0,3.2,752,0,3.2,0,0,0,0,0,0,0,12.8,0,0,36.8,0,0,0,0,0,0,0,0,0,11.2,0,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,12.8,0,3.2,0,44.8,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_12","GER_071_MZB_LO_12-24.03.2020","24.03.2020",2020,3,24,2,0,0,0,0,0,2,0,0,0,34.8,0,0,14.8,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,4.8,0,151.6,0,0,2,316,0,0,0,0,0,0,0,0,0,4.8,0,0,2,0,0,0,0,31.6,0,0,13.6,0,47.6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0,0,2,0,2,0,0,0,2,0,0,0,4,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-09.05.2009","09.05.2009",2009,5,9,2.85714,0,0,0,0,0,0,0,0,0,57.14286,0,2.85714,88.57142,0,0,2.85714,14.28571,0,0,0,0,61,1,1,5.71429,0,0,0,269.57144,0,0,0,0,0,0,0,0,2.85714,0,0,0,0,20,17.14285,0,2.85714,0,0,2.85714,0,0,0,0,0,0,0,3.85714,49.57143,0,0,0,0,0,0,0,0,3.85714,0,0,0,0,22.85714,7.71429,2.85714,0,0,0,0,0,0,297.14286,0,0,0,0,0,185.71429,0,0,0,5.71429,0,0,0,0,0,0,0,0,5.71429,28.57143,0,0,0,0,0,0,2.85714,0,5.71429
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-17.06.2010","17.06.2010",2010,6,17,6.4,0,0,0,0,0,0,0,0,0,207.2,0,14.4,14.4,0,0,0,4,0,0,0,0,92,5.6,5.6,11.2,13.6,0,0,112.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,13.6,138.4,0.8,2.4,0,0,0.8,0,0,0,0,0,0,0,1.6,0.8,0,0,0,0,0,0,0,0,16.8,0,1.6,0,0,0.8,3.2,1.6,0,0,0,0,0,0,48,0,0,0,2.4,0,62.4,0,0,0,0,0,0,0,0,0,0,1.6,0,0,13.6,1.6,0,0,0,0,0.8,0,0,0.8
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-14.06.2011","14.06.2011",2011,6,14,0,0,0,0,0,0,0,0,0,0,8.8,0,1.6,69.6,0,0,0,0,0,0,0,0,5.6,3.2,3.2,0,0.8,0,0,94.4,0,0,0,0.8,0,0,0,3.2,0.8,3.2,0,0,0,0,23.2,0.8,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,3.2,2.4,0,0,0,0,0,0,0,0,12.8,0.8,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-19.06.2012","19.06.2012",2012,6,19,0,0,0,0,0,0,0,0.76,0,0,4.57,0,3.81,29.71,0,0,0,0,0,0,0,0,44.19,2.29,2.29,0,6.86,0,0,653.72,0,0,0,0,0,0,1.52,0,0,0,0.76,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.52,0,3.05,0.76,0,0,0,0,0,0,0,0,25.14,0,0,0,2.29,0.76,16,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0.76,0,0,0,0,0.76
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-26.06.2013","26.06.2013",2013,6,26,0.8,0,0,0,0,0,0,0,0,0,4.8,0,0,350.4,0,0,0,0,0,0,0,0,7.2,3.2,3.2,3.2,3.2,0,0,104.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,96.8,0,0.8,0,0,3.2,0,0,0,0,0,0,0,42.4,1.6,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,1.6,0,0,0,0,0,0,0,0,14.4,0,4,0,0,0,16,0,0,0,24.8,0,0,0,0,0,1.6,6.4,0,383.2,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-29.06.2015","29.06.2015",2015,6,29,0,0,0,0,0,0,0,0,0,0,25.14286,0,1.52381,52.57143,0,0,0,2.28571,0,0,0,0,11.42857,0,0,6.85714,0,1.52381,0,244.57143,0,0,0,0,0,0,0,0.7619,0,0,0,0,0,0,13.71429,0,0,0,0,10.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.19048,0.7619,0,0,0,0,0,0,0,0,6.09524,0,0,0,0,0,73.14286,0,0,0,3.04762,45.71429,1.52381,0,0,0,0.7619,0,0,28.95238,3.80952,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-07.06.2016","07.06.2016",2016,6,7,0,0,0,0,4.8,0,0,0,0,0,57.6,0,0,390.4,0,0,0,0,0,0,0,0,125.6,2.4,2.4,5.6,4.8,0,0,1353.6,0,0,0,0,0,0,0,0,4.8,0,58.4,0,0,0,556.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,9.6,0,0,0,0,0,0,0,0,0,153.6,0,19.2,0,0.8,0.8,196.8,0,0,0,9.6,68,0,0,0,0,33.6,53.6,0,4.8,0,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-26.06.2017","26.06.2017",2017,6,26,0,0,0,0,0,0,0,0,0,0,82.28571,0,0,192,0,0,0,9.14286,0,0,0,0,60.19048,14.47619,14.47619,0,9.14286,22.85714,0,1103.23809,0,0,0,0,0,0,0,14.47619,0,0,38.09524,0,0,0,165.33333,0,0,0,0,9.14286,4.57143,0,0,0,0,4.57143,0,0,27.42857,0,0,0,0,0,0,0,0,9.90476,0,0,0,100.57143,12.19048,0,0,0,0.7619,0,0,0,0,83.04762,0,4.57143,0,0,0,36.57143,4.57143,0,0,28.95238,642.28571,4.57143,4.57143,0,0,19.04762,15.2381,0,13.71429,33.52381,4.57143,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-01.06.2018","01.06.2018",2018,6,1,0,0,0,0,0,0,0,0,0,0,54.85714,0,4.57143,495.2381,0,0,0,0,0,0,0,0,355.04762,12.19048,12.19048,50.28571,13.71429,9.14286,0,1635.04761,0,0,0,0,0,0,0,0,9.14286,0,20.57143,0,0,0,100.57143,0,0,0,0,0,0,0,0,0,0,0,0,4.57143,41.14286,0,0,0,0,0,0,0,0,5.33333,0,0,0,9.14286,53.33333,0,0,0,0,0.7619,0,0,0,27.42857,0,9.14286,0,0,0,100.57143,0,0,0,16.7619,28.19048,0,0,0,0,4.57143,4.57143,0,114.28571,9.90476,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-29.06.2020","29.06.2020",2020,6,29,0,0,0,0,1.6,0,0,0,0,0,13.6,0,4.8,96,0,0,0,1.6,0,0,0,0,49.6,5.6,5.6,1.6,0,0,0,271.2,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0,0,0,0,3.2,0,1.6,3.2,0,0,17.6,0,0,0,3.2,0,0,0,0,0,10.4,24.8,0,25.6,1.6,0,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_13","GER_071_MZB_LO_13-19.06.2021","19.06.2021",2021,6,19,0,0,0,0,0,0,1.6,0,0,0,14.4,0,0,528,0,0,3.2,8,0,0,0,0,0,12.8,12.8,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,83.2,0,3.2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,11.2,0,0,3.2,0,0,6.4,0,0,0,22.4,0,0,0,0,0,0,0,0,51.2,19.2,0,0,0,0,0,0,0,1.6,0
"GER_071_MZB_LO_14","GER_071_MZB_LO_14-28.06.2010","28.06.2010",2010,6,28,0,0,0,0,9.6,0,4.8,0,0,0,58.4,0,2.4,298.4,0,0,0,4.8,0,0,0,0,0,1.6,1.6,9.6,0,0,0,321.6,0,0,0,0,0,0,0,0,9.6,0,0,0,0,14.4,124.8,0,5.6,0,0,0,0,0,0,0,4.8,0,0,2.4,15.2,0,0,0,0,0,0,0,0,2.4,0,0,0,5.6,0,19.2,0,5.6,0,0,0,0,0,29.6,0,0,0,4.8,0,38.4,0,0,0,0,0,0,0,0,0,0,4.8,0,9.6,0,14.4,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_14","GER_071_MZB_LO_14-14.06.2011","14.06.2011",2011,6,14,0,0,0,0,0,0,0,0,0,0,52.8,0,1.6,467.2,0,0,0,0,0,0,0,0,0,8,8,19.2,0,0,0,196.8,0,0,0,0,0,0,0,0,31.2,0,0,0,0,0,508.8,0,0,0,0,0,0,0,0,0,0,0,5.6,28.8,93.6,0,0,0,0,0,0,0,0,28.8,33.6,0,0,0,0,0,0,0,0,0,0,0,0,43.2,0,0,29.6,0,0,19.2,0,0,0,0,0,0,0,0,0,0.8,4.8,0,206.4,0,0,0,0,0.8,0,0,0,0,0
"GER_071_MZB_LO_14","GER_071_MZB_LO_14-20.06.2012","20.06.2012",2012,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,165.33,0,0,0,0,0,0,0,0,1.52,0.76,0.76,0,27.43,0,0,3141.33,0,0,0,0,0,0.76,0,0,32,0,0,0,0,6.09,5.33,0,0,0,0,0,0,0,0,0,0,0,4.57,20.57,0,0,0,0,0,0,0,0,0,0,4.57,0,0,9.9,0.76,0,0,0,0,0,0,0,0,105.14,0,27.43,206.48,22.86,0,27.43,0,0,2.29,0,0,0,0,0,0,0.76,0.76,0,243.05,274.29,0,0,0,4.57,0,0,0,0,0
"GER_071_MZB_LO_14","GER_071_MZB_LO_14-26.06.2013","26.06.2013",2013,6,26,0,0,0,0,0,0,0,0,1.6,0,12.8,0,12,1108.8,0,0,9.6,4.8,0,0,0,0,0,0,0,0,16.8,0,0,172.8,0,0,0,0,0,0,0,0,9.6,0,1.6,0,0,24.8,87.2,0,0,0,0,0,0,0,0,0,0,0,0,320,31.2,0,0,0,0,0,0,0,0,4.8,4.8,0,0,0,2.4,0,0,0,0,0,0,0,0,84,0,84,36.8,0,0,139.2,0,0,0,10.4,0,0,0,0,0,10.4,2.4,0,1676,103.2,4.8,0,0,0,0,0,0,0,0
"GER_071_MZB_LO_14","GER_071_MZB_LO_14-29.06.2020","29.06.2020",2020,6,29,0,0,0,0,4.8,0,0,0,0,0,0,0,19.2,225.6,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,36,0,19.2,0,0,9.6,1483.2,0,6.4,0,0,0,0,0,0,0,0,0,0,134.4,0,0,0,0,0,0,6.4,0,0,0.8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,0,0,0,0,0,0,4.8,0,0,0,0,0,21.6,0,0,3277.6,140,4.8,0,0,0,0,0,0,0,0
