"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","AESHNA SP.","ALBOGLOSSIPHONIA HETEROCLITA","AMELETUS SP.","ANISOPTERA GEN. SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","ARANEAE GEN. SP.","ASELLUS SP.","ASTACUS SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEA PULLATA","BERAEODES MINUTUS","BITHYNIIDAE GEN. SP.","BRACHYCENTRUS SUBNUBILUS","CAENIS SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CATACLYSTA LEMNATA","CERATOPOGONIDAE GEN. SP.","CHAOBORUS SP.","CHIMARRA MARGINATA","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","CHRYSOPILUS SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYANOPHTHALMA OBSCURA","DENDROCOELUM LACTEUM","DICRANOTA SP.","DINA LINEATA","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS TENELLUS","ELMIDAE GEN. SP.","ELOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHEMEROPTERA GEN. SP.","EPHYDATIA MUELLERI","EPHYDRIDAE GEN. SP.","ERPOBDELLA SP.","FREDERICELLA SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERA SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEMICLEPSIS MARGINATA","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROCHUS SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROZOA GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MEGALOPTERA GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIA SP.","METRETOPUS SP.","MICRASEMA SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTONECTA SP.","NYMPHULA SP.","ODONATA GEN. SP.","OLIGOCHAETA GEN. SP.","PALUDICELLA SP.","PEDICIA SP.","PERLODIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLA GEOMETRA","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROSTOMA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHABDIOPTERYX ACUMINATA","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SERRATELLA SP.","SIALIDAE GEN. SP.","SILO PALLIPES","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SISYRA SP.","SPHAERIIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","TURBELLARIA GEN. SP.","UNIONIDAE GEN. SP.","VALVATA SP.","VELIA SP.","ZYGOPTERA GEN. SP."
"FIN_004_MZB_LO_133","FIN_004_MZB_LO_133-13.09.2021","13.09.2021",2021,9,13,0,0,0,0,0,0,0,0,13,0,0,88,0,0,0,0,0,0,0,0,45,0,0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,14,0,0,117,3,0,0,4,0,428,315,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,50,0,0,31,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,2,3,0,12,0,0,91,0,32,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_136","FIN_004_MZB_LO_136-01.09.2008","01.09.2008",2008,9,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,1,2,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,32,0,0,0,21,0,0,27,0,0,2,0,216,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_136","FIN_004_MZB_LO_136-18.09.2011","18.09.2011",2011,9,18,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,26,41,0,0,0,15,0,0,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,0,0,5,0,0,0,17,0,0,0,54,40,4,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,83,0,0,4,1,0,0,0,1,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,177,0,5,0,0,0,0,0,0,1,0,0,0
"FIN_004_MZB_LO_136","FIN_004_MZB_LO_136-24.11.2014","24.11.2014",2014,11,24,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,1,0,29,0,4,3,0,30,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,39,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,10,0,0,0,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,8,0,5,0,0,0,0,0,0,1,0,0,0
"FIN_004_MZB_LO_136","FIN_004_MZB_LO_136-04.10.2017","04.10.2017",2017,10,4,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,6,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,48,0,0,0,11,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,69,0,0,0,5,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,10,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,50,0,0,0,1,0,0,17,0,0,16,0,11,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_136","FIN_004_MZB_LO_136-02.09.2020","02.09.2020",2020,9,2,0,0,0,0,0,0,0,0,21,0,0,44,0,0,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,2,1,0,0,92,0,0,0,1,3,2,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,5,0,0,33,0,0,0,0,1,0,0,5,0,0,0,1,0,0,5,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_137","FIN_004_MZB_LO_137-31.08.2008","31.08.2008",2008,8,31,0,0,0,0,0,0,0,0,30,0,0,13,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,58,0,0,0,0,0,0,123,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_137","FIN_004_MZB_LO_137-19.10.2011","19.10.2011",2011,10,19,0,0,0,0,0,0,0,0,27,0,0,23,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4,7,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,37,0,0,0,29,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,41,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0
"FIN_004_MZB_LO_137","FIN_004_MZB_LO_137-28.10.2014","28.10.2014",2014,10,28,0,0,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,5,0,2,0,0,38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,5,4,5,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0
"FIN_004_MZB_LO_137","FIN_004_MZB_LO_137-26.09.2017","26.09.2017",2017,9,26,0,0,0,0,0,0,0,0,64,0,0,32,0,0,0,1,1,0,1,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,29,0,0,0,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,5,0,0,35,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_137","FIN_004_MZB_LO_137-31.08.2020","31.08.2020",2020,8,31,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_138","FIN_004_MZB_LO_138-03.09.2008","03.09.2008",2008,9,3,0,0,0,0,0,0,0,0,45,0,0,76,0,0,0,0,0,0,0,0,15,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,24,19,0,0,0,0,0,1,0,0,0,0,0,122,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_138","FIN_004_MZB_LO_138-18.10.2011","18.10.2011",2011,10,18,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,20,0,25,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,0,0,0,0,6,44,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_138","FIN_004_MZB_LO_138-29.10.2014","29.10.2014",2014,10,29,0,0,0,0,0,0,0,0,3,0,0,131,0,0,0,0,0,0,11,0,0,0,0,97,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,66,0,0,0,0,0,14,301,24,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,13,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_138","FIN_004_MZB_LO_138-01.10.2017","01.10.2017",2017,10,1,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,16,213,6,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_138","FIN_004_MZB_LO_138-01.09.2020","01.09.2020",2020,9,1,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,6,0,1,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,0,0,0,0,3,114,8,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_139","FIN_004_MZB_LO_139-03.09.2008","03.09.2008",2008,9,3,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,31,2,2,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,29,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,49,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_139","FIN_004_MZB_LO_139-18.10.2011","18.10.2011",2011,10,18,0,0,0,0,0,0,0,0,13,0,0,234,0,0,0,0,0,0,50,0,7,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,0,0,4,82,5,1,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,25,0,0,0,0,2,0,0,9,0,0,0,0,8,0,72,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_139","FIN_004_MZB_LO_139-29.10.2014","29.10.2014",2014,10,29,0,0,0,0,0,0,0,0,32,0,0,199,0,0,0,0,0,0,18,0,2,0,0,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,21,61,35,0,2,0,0,0,0,0,1,0,0,0,52,0,0,0,0,26,0,0,6,0,0,0,0,2,0,0,31,0,0,0,0,9,0,0,6,0,0,0,0,9,0,10,0,0,173,0,0,0,0,0,0,0,2,0,0,0,0
"FIN_004_MZB_LO_139","FIN_004_MZB_LO_139-01.10.2017","01.10.2017",2017,10,1,0,0,0,0,0,0,0,0,1,0,0,168,0,0,0,0,0,0,30,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,11,392,13,2,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,28,1,0,0,0,0,0,169,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_139","FIN_004_MZB_LO_139-01.09.2020","01.09.2020",2020,9,1,0,0,0,0,0,0,0,0,42,0,0,70,0,0,0,0,0,0,0,0,1,0,0,101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,92,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,4,2,0,0,5,0,0,0,0,0,96,27,31,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,374,0,0,5,1,0,0,0,17,0,0,55,0,0,0,0,4,0,0,2,2,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-03.10.2006","03.10.2006",2006,10,3,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,17,0,0,583,10,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,49,0,10,0,39,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,45,0,0,2,1,0,0,48,64,0,0,40,9,432,64,176,0,42,0,0,0,0,0,0,0,1,0,130,0,0,0,0,85,0,0,12,0,0,0,0,61,0,0,26,0,0,0,2,0,0,0,11,0,0,0,0,0,0,28,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-06.09.2010","06.09.2010",2010,9,6,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,6,0,0,228,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,23,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,0,0,4,1,0,0,45,16,0,0,22,11,43,89,0,1,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,0,0,13,0,0,0,0,74,0,0,7,0,0,0,0,0,0,0,7,0,0,5,0,0,0,48,0,1,54,0,7,0,0,0,0,0,1,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-07.09.2011","07.09.2011",2011,9,7,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,1,0,0,18,0,0,82,11,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,30,0,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,39,0,0,4,1,0,0,48,73,0,0,60,3,59,57,8,1,21,0,0,0,0,0,0,1,0,0,15,0,0,0,0,18,0,0,7,0,0,0,0,210,0,0,18,0,0,0,0,0,0,0,11,0,0,5,0,0,0,33,0,1,22,0,8,0,0,1,0,0,2,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-20.09.2012","20.09.2012",2012,9,20,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,4,0,0,6,0,0,74,5,0,0,0,0,1,0,13,0,0,0,0,4,0,0,0,0,1,0,23,0,3,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,24,0,0,2,1,0,0,56,5,0,0,20,25,72,360,46,0,5,0,0,0,0,0,0,0,0,0,54,0,0,0,0,13,0,0,15,1,0,0,0,76,0,0,9,0,0,0,0,0,0,5,13,0,0,0,0,0,0,21,0,0,54,0,14,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-06.09.2013","06.09.2013",2013,9,6,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,11,0,0,19,0,0,416,3,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,6,8,3,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,4,0,0,9,0,0,1,0,0,0,4,14,0,0,27,12,299,49,12,2,46,0,0,0,0,0,7,0,0,0,44,0,0,0,0,8,0,0,8,2,0,0,0,113,0,0,21,0,0,0,0,3,0,0,1,0,0,4,0,36,0,3,0,0,174,0,2,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-10.10.2014","10.10.2014",2014,10,10,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,6,0,0,0,0,58,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,474,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,65,0,0,1,0,0,0,32,3,0,0,39,10,37,98,4,0,13,0,0,0,0,0,0,1,0,0,64,0,0,0,0,3,0,0,32,0,0,0,0,87,0,0,9,0,0,0,0,0,0,17,18,0,0,3,0,0,0,89,0,0,69,0,4,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-01.10.2015","01.10.2015",2015,10,1,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,6,0,0,89,12,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,4,0,28,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,47,7,0,0,13,11,18,193,11,0,68,0,0,0,0,0,0,0,0,0,53,0,0,0,0,16,0,0,13,0,0,0,0,40,0,0,7,0,0,0,0,0,0,10,22,0,0,0,0,0,0,208,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-19.10.2016","19.10.2016",2016,10,19,0,0,0,0,2,0,0,0,0,0,0,466,0,0,0,0,0,0,3,0,0,0,0,25,18,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,37,0,0,0,23,3,67,176,1,1,3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,20,0,0,0,0,25,0,0,2,0,0,0,0,0,0,46,9,0,0,6,0,0,0,79,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-18.09.2017","18.09.2017",2017,9,18,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,6,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,473,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,68,0,0,0,4,0,0,69,2,0,0,48,31,18,282,7,45,102,0,0,0,0,0,0,0,2,0,65,0,0,0,0,87,0,0,25,0,0,0,0,85,0,0,3,0,0,0,0,0,0,0,21,0,0,14,0,2,0,10,0,0,633,0,35,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-19.09.2018","19.09.2018",2018,9,19,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,2,0,0,12,0,0,119,13,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,41,0,0,9,0,0,0,14,6,0,0,34,3,70,165,0,1,1,0,0,0,0,0,3,2,2,0,49,0,0,0,0,46,0,0,22,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,17,0,0,3,0,0,0,36,0,0,41,0,2,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_14","FIN_004_MZB_LO_14-20.11.2019","20.11.2019",2019,11,20,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,2,0,0,28,14,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,118,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,36,1,0,0,8,0,11,114,3,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,11,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,8,0,0,2,0,0,0,19,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_140","FIN_004_MZB_LO_140-16.09.2009","16.09.2009",2009,9,16,0,0,0,0,0,1,0,0,3,0,6,1008,0,0,0,0,0,0,13,0,2,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,361,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,89,0,0,0,0,0,0,12,0,0,98,3,0,16,0,0,0,0,0,0,0,0,0,100,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,40,0,0,0,0,0,37,25,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_140","FIN_004_MZB_LO_140-22.09.2010","22.09.2010",2010,9,22,0,0,0,0,0,0,0,0,1,0,1,272,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,58,3,0,5,0,0,0,0,0,0,0,0,0,86,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
"FIN_004_MZB_LO_140","FIN_004_MZB_LO_140-05.10.2014","05.10.2014",2014,10,5,0,0,0,0,0,0,0,0,1,0,23,800,0,0,0,0,0,0,24,0,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,542,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,35,0,0,0,1,0,0,5,0,2,81,6,1,49,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,5,0,0,1,1,0,5,406,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
