"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNA SP.","AMPHARETIDAE GEN. SP.","AMPHINEMURA SP.","ANAX SP.","ANODONTA SP.","ANTHURIDAE GEN. SP.","APHELOCHEIRUS SP.","APLEXA SP.","ARCTOCORISA SP.","ARGULIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIS SP.","BDELLOCEPHALA SP.","BERAEIDAE GEN. SP.","BITHYNIA SP.","BRACHYTRON SP.","BRANCHIOBDELLIDAE GEN. SP.","BYTHINELLA SP.","CAENIS SP.","CALLICORIXA SP.","CALOPTERYX SP.","CAMBARIDAE GEN. SP.","CENTROPTILUM SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CLOEON SP.","COENAGRION SP.","CORBICULA SP.","CORDULEGASTER SP.","CORDULIA SP.","CORIXA SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CULICIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","CYMATIA SP.","DECAPODA GEN. SP.","DENDROCOELUM SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","ENALLAGMA SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHYDRIDAE GEN. SP.","ERISTALINAE GEN. SP.","ERPOBDELLA SP.","ERYTHROMMA SP.","GAMMARIDAE GEN. SP.","GERRIS SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHUS SP.","GYRINIDAE GEN. SP.","HABROPHLEBIA SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRUS SP.","HELOBDELLA SP.","HEMICLEPSIS SP.","HEPTAGENIA SP.","HESPEROCORIXA SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROMETRA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","ILYOCORIS SP.","ISCHNURA SP.","JANIRIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LESTES SP.","LEUCORRHINIA SP.","LEUCTRA SP.","LIBELLULA SP.","LIMNADIIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LITHOGLYPHUS SP.","LYMNAEA SP.","MESOVELIA SP.","MICRONECTA SP.","MICROVELIA SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","MYXAS SP.","NAUCORIS SP.","NEHALENNIA SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMOURA SP.","NEMURELLA SP.","NEPA SP.","NOTERIDAE GEN. SP.","NOTONECTA SP.","OLIGOCHAETA GEN. SP.","ORTHETRUM SP.","PALAEMONIDAE GEN. SP.","PARACORIXA SP.","PARALEPTOPHLEBIA SP.","PERLODES SP.","PHRYGANEIDAE GEN. SP.","PHYSA SP.","PHYSELLA SP.","PISCICOLA SP.","PISIDIUM SP.","PLACOBDELLA SP.","PLANARIA SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS SP.","PLEA SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POLYCHAETA GEN. SP.","POTAMOPYRGUS SP.","PROCLOEON SP.","PROTONEMURA SP.","PSEUDAMNICOLA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","PYRRHOSOMA SP.","RANATRA SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SABELLIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIS SP.","SIGARA SP.","SIMULIIDAE GEN. SP.","SOMATOCHLORA SP.","SPHAERIUM SP.","STRATIOMYIDAE GEN. SP.","SYMPECMA SP.","SYMPETRUM SP.","TABANIDAE GEN. SP.","TAENIOPTERYX SP.","TALITRIDAE GEN. SP.","THEODOXUS SP.","THEROMYZON SP.","TIPULIDAE GEN. SP.","TROCHETA SP.","UNIO SP.","VALVATA SP.","VELIA SP.","VIVIPARUS SP."
"BEL_005_MZB_LO_10","BEL_005_MZB_LO_10-06.08.1999","06.08.1999",1999,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_10","BEL_005_MZB_LO_10-18.10.2001","18.10.2001",2001,10,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-06.09.1994","06.09.1994",1994,9,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-17.08.1995","17.08.1995",1995,8,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-11.09.1996","11.09.1996",1996,9,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-03.08.2000","03.08.2000",2000,8,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-26.08.2002","26.08.2002",2002,8,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,51,0,0,0,0,3,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-27.09.2005","27.09.2005",2005,9,27,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,70,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,1,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-18.10.2007","18.10.2007",2007,10,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"BEL_005_MZB_LO_100","BEL_005_MZB_LO_100-19.10.2017","19.10.2017",2017,10,19,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,5,0,0,1,0,0,0,0,1,17,0,0,0,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,4,0,1500,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,11,0,0,150,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,11,1,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"BEL_005_MZB_LO_101","BEL_005_MZB_LO_101-09.10.1989","09.10.1989",1989,10,9,0,1,0,0,0,0,0,0,0,0,0,101,0,0,0,101,0,0,0,0,0,0,0,2,2,0,0,0,0,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,0,101,0,3,0,0,0,11,0,0,2,0,4,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BEL_005_MZB_LO_101","BEL_005_MZB_LO_101-06.09.1994","06.09.1994",1994,9,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,2,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,11,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_101","BEL_005_MZB_LO_101-11.09.1996","11.09.1996",1996,9,11,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,101,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,11,0,0,0,11,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL_005_MZB_LO_101","BEL_005_MZB_LO_101-19.10.1999","19.10.1999",1999,10,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,2,0,0,0,0,0,0,0,1,11,0,0,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,2,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
