"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPUS SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIONEURA SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CRAMBIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYZICIDAE GEN. SP.","DENDROCOELUM SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEMIPTERA GEN. SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINEA GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRACHNA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OSMYLIDAE GEN. SP.","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANIPENNIA GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEA SP.","PLECOPTERA GEN. SP.","POLYCENTROPODIDAE GEN. SP.","POLYMITARCYIDAE GEN. SP.","POTAMANTHIDAE GEN. SP.","PROCAMBARUS CLARKII","PSEPHENIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRIOPSIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS SP."
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-28.08.2003","28.08.2003",2003,8,28,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.5,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2.5,0,0,0,0,12.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-02.09.2004","02.09.2004",2004,9,2,0,0,0,5,0,0,0,15,0,400,0,0,0,0,0,160,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7.5,0,0,0,0,32.5,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,80,0,0,0,240,27.5,0,0,0,0,0,0,80,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,80,0,0,0,80,0,0,0,5,0,0,0,0,0,5,0,0,10,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-02.09.2005","02.09.2005",2005,9,2,0,0,0,0,0,0,0,2.5,0,15,0,0,0,0,0,25,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,2.5,0,0,0,2.5,0,5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,15,0,0,0,80,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,2.5,0,0,0,0,0,0,0,0,5,0,0,0,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-22.08.2006","22.08.2006",2006,8,22,0,0,0,2.5,0,0,0,5,0,240,0,0,0,0,0,32.5,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,15,12.5,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2.5,0,0,0,242.5,240,0,0,0,0,0,0,80,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17.5,0,0,0,0,0,7.5,0,0,42.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-29.08.2007","29.08.2007",2007,8,29,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,2.5,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,27.5,0,0,0,80,0,0,0,0,0,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,17.5,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-21.08.2008","21.08.2008",2008,8,21,0,2.5,0,0,0,0,0,25,0,80,0,0,0,0,0,5,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,22.5,0,0,0,2.5,2.5,0,0,0,0,0,0,80,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-01.09.2009","01.09.2009",2009,9,1,0,2.5,0,0,0,0,0,52.5,0,480,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,20,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,15,0,0,0,12.5,5,0,0,0,0,0,0,32.5,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-30.08.2010","30.08.2010",2010,8,30,0,0,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,2.5,0,0,0,82.5,0,0,0,2.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-08.09.2011","08.09.2011",2011,9,8,0,0,0,0,0,0,0,65,0,160,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,25,0,0,0,80,0,0,0,0,0,0,0,20,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,2.5,0,0,0,0,0,0,115,0,0,0,2.5,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-27.08.2012","27.08.2012",2012,8,27,0,0,0,0,0,0,0,75,0,880,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,5,0,0,0,0,202.5,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,7.5,0,0,0,0,0,240,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,5,0,0,2.5,0,0,0,0,0,122.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-02.09.2013","02.09.2013",2013,9,2,0,0,0,0,0,0,0,65,0,160,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,2.5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,160,2.5,0,0,0,0,0,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-27.08.2014","27.08.2014",2014,8,27,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,8,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,44,4,0,0,0,0,4,0,192,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-04.09.2015","04.09.2015",2015,9,4,0,0,0,0,0,0,0,192,0,192,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,128,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-08.08.2016","08.08.2016",2016,8,8,0,10,0,0,0,0,0,4,0,256,0,0,0,0,0,4,0,2,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,2,0,20,0,0,0,0,0,0,0,16,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,6,0,0,0,0,0,2,0,0,20,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_034_MZB_LO_1","ESP_034_MZB_LO_1-21.08.2017","21.08.2017",2017,8,21,0,4,0,0,0,0,0,2,0,64,0,0,0,0,0,4,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,2,0,0,0,8,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,2,0,128,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,128,0,0,0,4,0,0,0,0,2,0,0,0,16,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
