"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPUS SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIONEURA SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYZICIDAE GEN. SP.","DENDROCOELUM SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHORON VIRGO","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRA SP.","HYDRACHNA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNA SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OSMYLIDAE GEN. SP.","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANIPENNIA GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PROCAMBARUS CLARKII","PSEPHENIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRIOPSIDAE GEN. SP.","UENOIDAE GEN. SP.","UNIONIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS SP."
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-09.09.2013","09.09.2013",2013,9,9,0,24.5,0,0,0,0,0,312,0,390,0,0,0,0,0,19.5,0,2.5,0,0,0,1716.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,341.5,5,0,0,0,0,0,68.5,0,0,0,0,19.5,0,0,0,10,0,0,2.5,0,0,0,234,0,19.5,839,0,0,0,19.5,0,0,14.5,34.5,34,0,507,0,0,0,0,10,0,0,0,0,0,0,0,0,0,351,0,0,10,0,0,0,0,0,0,0,0,273,0,0,107.5,0,0,2.5,5,0,0,0,0,0,0,0,0,117,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-02.09.2014","02.09.2014",2014,9,2,0,16,0,0,0,0,0,108,0,84,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,4,0,0,0,0,50,2,0,0,10,0,0,0,0,0,0,2,0,0,0,0,60,0,320,0,0,0,32,0,0,0,0,6,0,12,0,0,0,4,16,0,0,0,0,0,0,0,0,0,176,0,0,2,0,0,0,0,0,0,0,0,768,0,0,76,0,0,0,4,0,0,2,0,0,0,0,4,4,0,36,6,0,0,0,0,2,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-01.09.2015","01.09.2015",2015,9,1,0,12,0,0,0,0,0,352,0,160,0,0,0,0,0,192,0,0,0,0,0,2288,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,290,0,0,24,0,0,0,0,0.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,64,24,1344,0,0,0,128,0,0,0,72,24,0,192,0,0,0,2,48,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,240,0,0,416,0,0,0,0,0,0,0,0,0,0,2,4,176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-14.09.2016","14.09.2016",2016,9,14,0,22,0,0,0,0,0,320,0,288,0,0,0,0,0,224,0,2,0,8,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1280,8,0,0,0,0,0,4,2,0,0,0,16,0,2,0,0,0,0,2,0,0,0,0,104,128,2944,0,0,0,104,0,0,0,72,32,0,400,0,0,0,0,16,0,0,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,0,928,0,0,72,0,0,0,2,0,0,2,0,0,0,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-26.09.2017","26.09.2017",2017,9,26,0,4,0,0,0,0,0,112,0,640,0,0,0,0,0,72,0,0,0,0,0,1856,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,0,0,672,8,0,0,0,0,0,64,2,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,32,16,1920,0,0,0,40,0,0,16,144,24,0,432,0,0,0,2,96,0,0,0,0,0,0,0,0,0,136,0,0,4,0,0,0,0,56,0,0,0,128,0,0,16,0,0,0,6,0,0,0,0,0,0,0,10,352,0,16,16,0,0,0,0,2,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-17.09.2018","17.09.2018",2018,9,17,0,12,0,0,0,0,0,464,0,336,0,0,0,64,0,112,0,64,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2368,0,0,0,0,0,0,48,2,0,0,10,14,0,2,0,0,0,0,32,0,0,0,0,352,224,672,0,0,0,1408,0,0,192,368,176,0,496,0,0,0,0,208,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,160,0,0,0,112,0,0,112,0,0,0,32,0,0,2,0,0,0,0,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-26.09.2019","26.09.2019",2019,9,26,0,54,0,0,0,0,0,288,0,160,0,0,0,384,0,48,0,160,0,0,0,800,0,0,0,2,0,0,0,0,0,0,0,0,0,0,112,4,0,2560,0,0,0,0,0,0,144,0,0,0,2,46,0,80,0,0,0,0,96,0,0,0,0,240,256,1856,0,0,0,224,0,0,128,256,144,0,480,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,128,0,0,0,32,0,0,112,0,0,0,0,0,0,4,0,0,0,4,2,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-21.09.2020","21.09.2020",2020,9,21,0,42,0,0,0,0,0,256,0,416,0,0,0,40,0,64,0,4,0,8,0,368,0,0,0,8,0,0,0,0,0,0,8,0,0,0,32,6,0,1408,0,0,4,0,0,0,32,0,40,0,16,54,0,8,0,0,0,0,176,0,0,0,0,72,152,576,0,0,0,160,0,0,2,224,192,0,232,0,0,0,0,224,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,192,0,0,0,32,0,0,184,0,0,0,24,0,0,0,0,0,0,0,80,336,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-23.09.2021","23.09.2021",2021,9,23,0,64,0,0,0,0,0,200,0,448,0,0,0,80,0,0,0,8,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,1856,0,0,2,0,0,0,128,0,0,0,6,136,0,16,0,0,0,0,136,0,0,0,0,128,96,1920,0,0,0,144,0,0,16,48,40,0,1600,0,0,0,4,112,0,0,0,0,0,0,0,0,0,72,0,0,0,2,0,0,0,80,0,0,0,24,0,0,72,0,0,0,0,0,0,4,0,0,0,24,0,64,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-26.09.2022","26.09.2022",2022,9,26,0,16,0,0,0,0,0,384,0,64,0,0,0,128,0,56,0,16,0,8,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2752,0,0,24,0,0,0,80,2,640,0,6,8,0,2,0,0,0,0,0,0,0,0,0,64,72,864,0,0,0,6,0,0,16,80,80,0,512,0,0,4,0,160,0,0,0,0,0,0,0,0,0,104,0,0,2,0,0,0,0,40,0,0,0,120,0,0,24,0,0,0,32,0,0,0,0,0,0,40,10,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-05.09.2023","05.09.2023",2023,9,5,0,24,0,0,0,0,0,288,0,160,0,0,0,0,0,144,2,4,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,3840,0,0,32,0,0,0,640,0,2,0,2,34,0,2,0,0,0,0,144,0,0,0,0,0,80,3712,0,0,0,288,0,0,80,80,64,0,1856,0,0,16,10,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,64,0,0,0,80,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,96,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_1","ESP_045_MZB_LO_1-14.10.2024","14.10.2024",2024,10,14,0,2,0,0,0,0,0,40,0,768,0,0,0,24,0,4,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1120,0,0,0,0,0,0,72,0,0,0,0,2,0,0,0,0,0,0,40,0,0,0,0,4,32,672,0,0,0,28,0,0,2,0,24,0,56,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_10","ESP_045_MZB_LO_10-07.09.1993","07.09.1993",1993,9,7,0,0,0,0,0,0,0,2542.5,0,548.5,0,0,0,0,0,669.5,0,0,0,0,0,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,10659.5,0,60.5,60.5,0,0,68.5,4568,0,23.5,0,8,0,0,0,0,0,0,0,76,0,0,121,365,0,304.5,191,0,0,0,2033,0,0,0,0,0,0,1904.5,0,129,0,0,0,0,0,0,0,0,0,929,0,0,2132.5,0,0,0,0,0,0,0,0,0,0,0,1364,0,0,23.5,0,0,60.5,191,0,0,517,0,0,0,0,76,183.5,0,183.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_10","ESP_045_MZB_LO_10-07.09.1994","07.09.1994",1994,9,7,0,11.5,0,31,0,0,0,437,0,124.5,0,0,0,0,0,4,0,4,0,0,0,968,0,0,0,0,0,0,0,0,31,0,0,0,0,0,187.5,31,0,4807.5,8,0,0,0,0,31,3340.5,31,4,0,0,0,0,31,0,93.5,0,0,31,0,0,0,93.5,0,125,58,0,0,0,2622.5,31,0,0,0,4,0,218.5,0,11.5,31,31,0,0,0,0,0,0,0,15.5,0,0,499.5,0,0,0,0,0,0,0,0,0,0,0,335.5,0,0,125,0,0,0,0,0,0,19.5,0,0,0,0,0,15.5,0,62.5,8,0,0,0,0,4,0,0,0,0,0,0,0
"ESP_045_MZB_LO_10","ESP_045_MZB_LO_10-07.09.1995","07.09.1995",1995,9,7,0,0,0,0,0,0,0,8,0,101.5,0,0,0,0,0,8,0,15.5,0,62.5,0,312,0,0,0,0,0,0,0,0,0,0,31,0,0,0,6,10,0,2512.5,0,0,0,0,0,2,281,17.5,4,0,0,0,0,10,0,39,0,0,0,0,0,0,156,0,101.5,93.5,0,0,2,1092.5,11.5,0,0,0,8,0,187.5,0,6,2,0,0,0,0,0,0,0,6,15.5,0,0,127,0,0,0,0,0,0,0,0,0,0,0,47,0,0,13.5,0,0,31,4,0,0,8,0,0,0,0,0,11.5,0,62.5,2,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_045_MZB_LO_10","ESP_045_MZB_LO_10-04.09.1996","04.09.1996",1996,9,4,0,0,0,0,0,31,0,0,0,124.5,0,0,0,0,0,0,0,0,0,0,0,261.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,4,0,944.5,0,4,0,0,0,0,811.5,15.5,15.5,0,0,0,0,78,0,15.5,0,0,0,0,0,0,31,0,8,46.5,0,15.5,0,562.5,0,0,0,11.5,0,0,89.5,0,39,0,0,0,0,0,0,0,0,0,23.5,11.5,0,31,0,0,0,0,0,0,0,0,0,0,0,46.5,4,0,15.5,0,0,8,0,0,0,23.5,0,0,0,0,0,15.5,0,62.5,8,0,0,0,0,0,0,62.5,0,0,0,0,0
"ESP_045_MZB_LO_10","ESP_045_MZB_LO_10-16.09.1997","16.09.1997",1997,9,16,0,8,0,0,0,0,0,15.5,0,812,0,0,0,0,0,15.5,0,8,0,8,0,444.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,4308.5,8,15.5,0,0,8,31,2372.5,23.5,31.5,0,8,0,0,62.5,0,125,0,0,125,0,0,0,125,0,218.5,156,0,39,0,3138,0,0,0,0,125,0,889.5,0,15.5,0,0,0,0,0,0,0,0,0,8,0,0,250,0,0,0,0,0,0,0,0,0,15.5,0,258,23.5,0,8,0,0,0,0,0,0,62.5,0,0,0,0,0,499.5,0,62.5,0,0,0,0,0,0,0,39,0,0,0,0,0
