"Unique.ID","Samp.ID","Sampling.date","year","month","day","ABLABESMYIA MONILIS","ACENTRIA EPHEMERELLA","ACROLOXUS LACUSTRIS","AESHNIDAE GEN. SP.","AGRYPNIA OBSOLETA","AGRYPNIA PAGETANA","AGRYPNIA VARIA","ALBOGLOSSIPHONIA HETEROCLITA","AMETROPUS SP.","AMPULLACEANA AMPLA","AMPULLACEANA BALTHICA","AMPULLACEANA LAGOTIS","ANODONTA SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","AQUARIUS NAJAS","ASELLUS AQUATICUS","ASTACUS SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEA SP.","BERAEODES MINUTUS","BITHYNIA SP.","BORYSTHENIA NATICINA","BRACHYCENTRUS SP.","CAENIDAE GEN. SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CAPNIA SP.","CAPNOPSIS SCHILLERI SSP.","CATACLYSTA LEMNATA","CERATOPOGONIDAE GEN. SP.","CHAOBORUS SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLA SP.","CHRYSOPILUS SP.","COENAGRIONIDAE GEN. SP.","CORDULEGASTER BOLTONII","CORDULIA AENEA","CORIXIDAE GEN. SP.","COROPHIIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CRUNOECIA SP.","CULICIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA BIMACULATA","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DREISSENA POLYMORPHA","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECHINOGAMMARUS WARPACHOWSKYI","ELMIDAE GEN. SP.","ELOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHYDRIDAE GEN. SP.","EPITHECA BIMACULATA","ERPOBDELLA SP.","EURYLOPHELLA KARELICA","GALBA TRUNCATULA","GAMMARUS SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHUS SP.","GORDIUS AQUATICUS","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLIDAE GEN. SP.","HELOBDELLA SP.","HELOPHORUS SP.","HEMICLEPSIS MARGINATA","HEPTAGENIA SP.","HYDRAENIDAE GEN. SP.","HYDROCHUS SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","ILYOCORIS CIMICOIDES SSP.","ISOPTENA SERRICORNIS","KAGERONIA FUSCOGRISEA","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRA SP.","LIBELLULA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LITHOGLYPHUS NATICOIDES","LYMNAEA SP.","LYPE PHAEOPA","LYPE REDUCTA","MICRASEMA SP.","MOLANNA SP.","MUSCIDAE GEN. SP.","MYSIDAE GEN. SP.","MYXAS GLUTINOSA","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NOTIDOBIA CILIARIS","NOTONECTA SP.","OBESOGAMMARUS CRASSUS","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","OLIGOSTOMIS RETICULATA","OMPHISCOLA GLABRA","ONYCHOGOMPHUS FORCIPATUS","OPHIOGOMPHUS CECILIA","ORCONECTES LIMOSUS","ORTHETRUM SP.","PARAPOYNX SP.","PEDICIA SP.","PEREGRIANA PEREGRA","PERLODIDAE GEN. SP.","PHRYGANEA BIPUNCTATA","PHRYGANEA GRANDIS SSP.","PHYSA SP.","PHYSELLA ACUTA","PISCICOLA GEOMETRA","PLACOBDELLA COSTATA","PLANARIA SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS SP.","PLEA SP.","POLYCENTROPODIDAE GEN. SP.","PONTOGAMMARUS SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSEUDANODONTA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA SP.","PTYCHOPTERA SP.","RADIX SP.","RANATRA LINEARIS","RHYACOPHILIDAE GEN. SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SOMATOCHLORA SP.","SPHAERIIDAE GEN. SP.","STAGNICOLA CORVUS","STAGNICOLA PALUSTRIS","STRATIOMYIDAE GEN. SP.","SYMPETRUM SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEODOXUS FLUVIATILIS SSP.","THEROMYZON TESSULATUM","TINODES SP.","TIPULIDAE GEN. SP.","UNIO SP.","VALVATA SP.","VIVIPARUS SP."
"LTU_053_MZB_LO_10","LTU_053_MZB_LO_10-10.10.2013","10.10.2013",2013,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,84,115,0,0,0,0,232,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,54,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,295,138,0,95,0,0,0,0,48,0,0,168,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU_053_MZB_LO_10","LTU_053_MZB_LO_10-13.10.2015","13.10.2015",2015,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,75,0,0,25,0,112,0,0,0,19,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,7,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,26,0,0,0,61,0,0,0,0,0,0,113,0,0,71,0,0,0,0,40,0,0,55,0,0,0,0,36,0,0,60,0,0,0,0,55,0,0,3,0,0,0,0,0,0,13,0,0,0,0,10,0,0,32,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"LTU_053_MZB_LO_10","LTU_053_MZB_LO_10-14.10.2019","14.10.2019",2019,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,18,0,0,0,0,8,9,23,0,0,34,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,111,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,5,0,0,0,0,20,0,0,0
"LTU_053_MZB_LO_10","LTU_053_MZB_LO_10-17.10.2022","17.10.2022",2022,10,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32,40,0,0,0,0,13,0,5,5,0,0,0,0,0,3,0,0,0,2,0,42,0,3,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,119,0,0,0,0,0,0,0,0,0,7,6,0,26,0,0,0,0,0,6,2,0,0,43,0,0,0,0,38,0,0,15,0,217,0,0,17,0,0,0,4,5,0,0,0,0,9,0,0,0,2,0,0,0,27,0,0,0,13,0,0,0,0,0,17,0,0,0,0,8,0,0,1,0,0,8,0,0,0,12,0,0,0,0,0,0,6,89,0,1,13,0,7,0,0,0,0,0,0,6,0,0,0,5,0,0,0
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-11.10.2010","11.10.2010",2010,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,8,28,0
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-12.09.2011","12.09.2011",2011,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,1,1,0,0,0,4,0,53,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-08.10.2012","08.10.2012",2012,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-30.09.2013","30.09.2013",2013,9,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,41,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-13.10.2014","13.10.2014",2014,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-12.10.2015","12.10.2015",2015,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,8,240,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,300,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-12.09.2016","12.09.2016",2016,9,12,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,8,8,0,0,0,0,0,552,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,18,0,0,0,0,0,92,0,0,0,0,0,0,99,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-04.10.2017","04.10.2017",2017,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,26,13,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,265,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,8
"LTU_053_MZB_LO_11","LTU_053_MZB_LO_11-14.09.2020","14.09.2020",2020,9,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218,0,0,8,0,0,122,0,0,4,25,25,0,0,5,0,0,2200,0,0,11,0,0,3,448,0,0,0,0,0,0,0,0,7,0,0,4,256,0,0,0,0,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,92,133,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,7,0,0,0,1,0,0,12,2,0,0,46,0,0,0,1866,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,583,0,0,0,0,0,10,0,0,0,0,0,0,142,46
