"site_id","sgn_id","sample_id","year","month","day","ACROLOXUS LACUSTRIS","AESHNA SP.","AGAPETUS SP.","AGRYPNIA SP.","AMELETUS SP.","ANISOPTERA GEN. SP.","ANODONTA SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","AQUARIUS NAJAS","ARCTOPSYCHE LADOGENSIS","ARGYRONETA AQUATICA","ARTHROPLEA CONGENER","ASELLUS AQUATICUS","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEODES MINUTUS","BITHYNIA LEACHII SSP.","BITHYNIA TENTACULATA","BIVALVIA GEN. SP.","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CAPNIA SP.","CAPNOPSIS SCHILLERI SSP.","CERATOPOGONIDAE GEN. SP.","CHAOBORUS SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER BOLTONII","CORDULIA AENEA","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DINOCRAS CEPHALOTES","DIPTERA GEN. SP.","DIXA SP.","DIXELLA SP.","DYTISCIDAE GEN. SP.","ECNOMUS TENELLUS","ELMIS AENEA","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARUS SP.","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HOLOSTOMIS ATRATA","HYDRACHNIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIA SP.","LEUCTRA SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MARGARITIFERA MARGARITIFERA","MICRASEMA GELIDUM","MICRASEMA SETIFERUM SSP.","MOLANNA ANGUSTATA","MOLANNODES TINCTUS","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NOTERUS SP.","NOTONECTA GLAUCA SSP.","OLIGOCHAETA GEN. SP.","OLIGOSTOMIS RETICULATA","OLIGOTRICHA STRIATA","OULIMNIUS SP.","PARALEPTOPHLEBIA SP.","PEDICIA SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEA BIPUNCTATA","PHYSA FONTINALIS","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERA SP.","RHYACOPHILA SP.","RIOLUS CUPREUS","RIOLUS NITENS","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHONOPERLA BURMEISTERI","SISYRA SP.","SOMATOCHLORA FLAVOMACULATA","SOMATOCHLORA METALLICA","SPHAERIIDAE GEN. SP.","STENELMIS CANALICULATA","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYX NEBULOSA","THEODOXUS FLUVIATILIS SSP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRICLADIDA GEN. SP.","TRIOGMA SP.","TURBELLARIA GEN. SP.","UNIO SP.","VALVATA CRISTATA","VALVATA PISCINALIS SSP.","ZWICKNIA BIFRONS","ZYGOPTERA GEN. SP."
104000001,"SWE_038_MZB_LO_1","104000001_19.09.2013",2013,"9",19,0,0,0,0,1.4,0,0,0,0,0,0.2,0,0,0.2,0,0,165,0,0,0,0,0,0,0,0,0,0,1.2,4.6,0,0,64.2,0,0,0,0,0,0,0,1.8,0,0.2,0,0,0,0,29,20,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12.2,0,0.8,0,0,0.2,10.4,0,1.4,0.2,0.2,50,0,4.2,0.4,0.2,0,0,0,0,0,0,0,0,81.6,0,0,2.6,0,0,2.2,0,0,4.8,0,0,0,0.4,0,0,0,1,0.2,0,0,9.6,0,0,0,0,0,0,10.8,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_17.09.2014",2014,"9",17,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,102.6,0,0,0,0,0,0,0,0,0,0.2,0,4.6,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,3.6,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,3.2,0,0,0,0,0,4.8,0,0.2,0.6,0,10.8,0,0.6,0,0,0.4,0,0,0,0,0,0,0,1.2,0,0,0.4,0,0,1.6,0,0,1.8,0,0,0,0,0,0,0,0.4,0,0,0,1.2,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_06.10.2016",2016,"10",6,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,67.8,0,0,0,0,0,0,0,0,0,0,0.2,4.2,0,0,50.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5.2,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,6.2,0,0.4,0,0,0.4,2.2,0,0.6,0.2,0,27.6,0,0.4,0,0,0.2,0,0,0,0,0,0,0,64,0,0,4,0,0,3.6,0,0,3.6,0,0,0,0,0,0,0,0.4,0.6,0,0,4.6,0,0,0,0,0,0,9,2.8,0,0,0,0,0,0,0,1.2,0,0,0,0.2,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_05.10.2017",2017,"10",5,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,30.2,0,0,0,0,0,0,0,0,0,0,0.6,2,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,2.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.6,0,0,0,0,0,2.6,0,0,0,0,6.6,0,1.6,0,0,0,0,0,0,0,0,0,0,5.2,0,0,1.8,0,0,3,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0.2,2.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_22.09.2018",2018,"9",22,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0.8,122.4,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,27.8,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,17.6,1.6,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,3.4,0,0.6,0,0,0.4,29.4,0,5.8,0.2,0.8,35.6,0,4.4,0,0,1,0,0,0,0,0,0,0,28.4,0,0,9.2,0,0,1.6,0,0,4.6,0,0,0,0,0,0,0,4.8,0,0,0,5.8,0,0,0,0.2,0,0.2,4.2,0.6,0,0,0,0,0,0,0,3.4,0,0.2,0,0,0,0,0,0,0,0,0
104000001,"SWE_038_MZB_LO_1","104000001_24.09.2019",2019,"9",24,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,11.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,4.4,2.2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.6,0,0.2,0,0,0.4,1,0,0.4,0.6,0,14.4,0,0.6,0.2,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,1,0,0,4.6,0,0,0,0,0,0,0,0.4,0,0,0,2.8,0,0,0,0.2,0,0,20.6,1.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
104000002,"SWE_038_MZB_LO_2","104000002_02.12.2003",2003,"12",2,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,5.2,0,0,0,33.6,0,0,0,0,17.8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4.6,0.4,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,26.4,0,0,3.6,0,0,0,1.6,0,1,0,0,36.6,0,0,0,0,0,0,0,0.4,0,33,0,0,2.2,0,0,0.2,0,0,0.2,0,0,0,1.2,0,0,0,0.6,2.4,0,0,0.8,0,0,0,1.4,0,0,63.4,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
104000002,"SWE_038_MZB_LO_2","104000002_21.10.2004",2004,"10",21,0,0,53.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,21.6,0,0,0,0,0,8,0,0,0,24.4,0,0.4,0,0,9.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,7.8,0,0,0,0,4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,3,0.8,0,0,4.2,5,0,0,1.2,1.2,0,0,0.6,29.8,0,0,0,0,0,0,0,0.6,0,3,0,0,5.2,0,0,0,0,0,0.2,0,0,0,3,0,0,0,0.6,2.2,0.2,0,1.6,0,0,0.2,0.4,0,0,10.2,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
104000002,"SWE_038_MZB_LO_2","104000002_24.11.2005",2005,"11",24,0,0,60.2,0,0,0,0,0,0,0,0,0,0,1.6,0,0,48.8,0,0,0,0,0,19.6,0,0,0,0,2.8,1.4,0,0,90.2,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,9.6,1.2,0,0,0,8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.6,4.4,0,0,9.6,0,0,0,2.4,0,1,0,1,39.6,0,0,0,0,0,0,0,0.2,0,33.2,0,0,7.2,0,0,0,0,0,1.4,0,0,0,4.8,0,0,0,4.4,10.2,0,0,2.4,0,0,0,5.4,0,0,18.2,0,0,0,0,5.8,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,26.8,0
104000002,"SWE_038_MZB_LO_2","104000002_29.12.2006",2006,"12",29,0,0,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,25.6,0,0,0,0,0,9.2,0,0,0,1.4,0,0,0,0,15,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,2.8,0.2,0,0,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0,0,2.2,0,0,0,1,0,0.6,0,0.2,12.4,0.4,0,0,0,0,0,0,0,0,1.4,0,0,2.4,0,0,0,0,0,1.2,0,0,0,0.4,0,0,0,1,0.2,0,0,0.2,0,0,0,0,0,0,39.4,0,0,0,0,1.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2,0
104000002,"SWE_038_MZB_LO_2","104000002_20.11.2007",2007,"11",20,0,0,77.8,0,0,0,0,0,0,0,0,0,0,1.6,0,0,54.6,0,0,0,0,0,2.4,0,0,0,0,0,0.2,0,0,54,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,2.8,0,0,0,0,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7.8,0,0,0,0.2,0,0,0,0,8.4,0.2,0,0,0,0,0,0,0,0,3.8,0,0,2.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,2.4,2.4,0,0,1,0,0,0,1.2,0,0,7.8,0,0,0,0,1,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,16.8,0
104000002,"SWE_038_MZB_LO_2","104000002_27.11.2008",2008,"11",27,0,0,46,0,0,0,0,0,0,0,0,0,0,0.8,0,0,42.2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,84.8,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,11.4,0.2,0,0,0,8,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1.6,0.8,0,0,3.4,0,0,0,0.2,0,3.8,0,0,26,0.4,0,0,0,0,0,0,0,0,4.8,0,0,8.6,0,0,0,0,0,0.2,0,0,0,4.4,0,0,0,3.6,0.6,0.4,0,1.6,0,0,0.4,2.6,0,0.2,22.4,0,0,0,0,9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,3.8,0
104000002,"SWE_038_MZB_LO_2","104000002_27.10.2009",2009,"10",27,0,0,69.4,0,0,0,0,0,0,0,0,0,0,1,0,0,110.8,0,0,0,0,0,0.8,0,0,0,33.2,0,2.6,0,0,84.8,0,0,0,0,0,0,0.2,3.2,0,0,0,0,0,0,14,0,0,0,0,8.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,7.4,0,0,17.2,0,0,0,0.2,0,3,0,2.2,106.4,0.2,0,0,0,0,0,0,0.2,0,30.6,0,0,26,0,0,0,0,0,1.8,0,0,0,3.2,0,0,0,0.8,11.8,0.4,0,2.8,0,0,0,5,0,0,3.8,0,0,0,0,4.4,0,0,0.2,1.6,0,0,0,0,0,0,0,0,0,0,0
