"site_id","sgn_id","sample_id","year","month","day","ACROLOXIDAE GEN. SP.","AGRIOTYPUS ARMATUS","ANTOCHA VITRIPENNIS","APATANIA MULIEBRIS","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","CAENIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","CORIXIDAE GEN. SP.","CRANGONYCTIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","DENDROCOELIDAE GEN. SP.","DIXIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","ELODES SP.","ELOEOPHILA SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HALIPLIDAE GEN. SP.","HEPTAGENIIDAE GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","ISCHNURA ELEGANS","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMATODA GEN. SP.","NEMATOMORPHA GEN. SP.","NEMERTEA GEN. SP.","NEMOURIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTA VIRIDIS","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PEDICIIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PILARIA SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRA NIGRA","SPHAERIIDAE GEN. SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SUCCINEIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TIPULIDAE GEN. SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","ZONITIDAE GEN. SP."
109000419,"ENG_044_MZB_LO_1","109000419_15.10.2019",2019,"10",15,0,0,0,0,0,0,0,21,0,10,1,5,3,0,0,32,0,0,0,0,0,0,0,8,0,228,0,0,0,0,10,1,1323,3,30,6,0,7,0,112,5,0,1108,0,158,11,0,0,28,23,5,2,0,1,6,0,0,0,0,0,0,70,0,0,40,2,0,0,0,0,0,1,6,49,0,0,0,0,0,0,26,0,10,1,348,0,0,0,0,0,0,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_07.11.2006",2006,"11",7,0,0,0,0,23,0,0,256,0,4,0,50,0,0,3,49,0,0,0,0,5,2,0,0,0,943,0,0,1,6,6,8,350,7,0,40,0,0,0,4,0,0,2,0,20,0,0,0,55,37,0,0,0,1,6,0,5,1,0,0,0,18,0,0,51,0,0,0,0,0,0,4,43,9,0,0,0,0,9,0,22,0,85,0,127,0,0,0,0,0,7,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_03.10.2007",2007,"10",3,0,0,0,0,0,0,0,92,0,56,0,96,0,0,8,2248,0,0,0,0,4,0,0,0,1,734,0,0,4,1,4,8,308,12,12,24,0,0,0,0,0,8,256,0,24,8,0,0,224,40,44,0,0,0,69,0,1,0,0,0,0,4,0,0,324,0,0,1,0,0,0,0,333,12,0,0,0,0,12,0,4,4,56,0,72,0,0,0,0,0,9,1,0,0
109000420,"ENG_044_MZB_LO_2","109000420_21.10.2008",2008,"10",21,0,0,0,0,1,0,0,195,0,7,0,1,0,0,1,82,0,0,0,0,0,0,0,0,2,445,0,0,0,3,8,5,2206,48,21,110,0,0,0,1,1,0,1701,0,209,4,0,0,0,1,3,0,0,1,14,1,0,0,0,0,0,15,0,0,11,0,0,0,0,0,1,0,40,2,0,0,0,0,11,0,30,0,104,0,11,0,0,0,0,0,4,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_28.10.2009",2009,"10",28,0,0,0,0,5,0,0,20,0,20,0,100,5,0,15,50,1,0,0,0,0,0,0,0,30,40,0,0,1,20,15,1,300,15,20,20,0,0,1,10,1,1,500,0,30,2,0,0,0,40,30,0,0,1,12,0,0,1,0,0,0,0,0,0,30,0,0,1,0,0,2,0,16,0,0,0,0,0,1,0,20,6,2,0,50,0,0,0,0,0,2,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_15.10.2010",2010,"10",15,0,0,0,0,0,0,0,3,0,30,0,10,4,0,7,88,0,0,0,0,0,0,0,0,2,247,0,0,0,0,16,3,657,33,4,12,0,3,0,0,1,0,323,0,15,3,0,0,0,32,1,0,0,2,17,1,0,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,19,1,1,0,112,0,0,0,0,0,4,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_08.10.2013",2013,"10",8,0,0,0,0,0,0,0,6,0,9,0,118,1,0,15,68,0,0,0,0,0,0,0,0,1,369,0,0,1,3,54,0,573,65,17,459,0,0,0,1,4,2,42,0,9,6,0,0,0,60,3,0,0,6,4,3,0,0,0,0,0,7,0,0,53,0,0,0,0,0,1,0,20,0,0,0,0,0,1,0,27,3,0,0,179,0,0,0,0,0,9,0,1,0
109000420,"ENG_044_MZB_LO_2","109000420_09.10.2014",2014,"10",9,0,0,0,0,0,0,0,31,0,4,0,600,2,0,28,36,0,65,0,0,0,0,0,0,6,521,0,0,0,0,65,1,780,19,3,22,0,0,0,0,4,2,8,0,1,0,0,1,0,64,8,0,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,6,0,0,207,0,0,0,0,0,0,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_16.10.2015",2015,"10",16,0,0,0,0,0,0,0,21,0,20,0,196,2,0,1,51,0,2,0,0,1,1,0,0,18,246,0,0,1,1,8,0,84,4,0,1,1,0,0,1,0,26,44,0,0,2,0,0,0,27,7,0,0,1,35,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,2,0,23,4,0,0,0,0,0,0,1,2,7,0,321,0,0,0,0,0,0,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_14.10.2016",2016,"10",14,0,0,0,0,24,0,0,63,0,1,0,265,1,0,0,175,0,0,0,0,0,3,0,0,6,221,0,0,0,0,2,4,150,20,0,2,0,1,0,0,0,0,504,0,3,36,0,0,0,73,8,0,0,6,9,1,0,0,0,0,0,0,0,0,40,1,0,0,0,0,7,0,10,17,0,2,0,0,0,0,14,6,5,0,296,0,0,0,0,0,0,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_24.10.2017",2017,"10",24,0,0,1,0,7,0,0,38,0,6,0,419,3,0,15,131,0,0,0,0,0,0,0,0,10,126,0,0,0,2,9,7,90,42,0,5,0,0,2,0,0,0,1500,0,4,0,0,0,0,134,5,0,0,4,4,1,0,1,0,0,0,1,0,0,60,0,0,0,0,0,3,0,15,10,0,0,0,0,0,0,5,42,2,0,1737,0,0,0,0,0,0,0,0,0
109000420,"ENG_044_MZB_LO_2","109000420_24.10.2018",2018,"10",24,0,0,0,0,22,0,0,8,0,6,0,487,21,0,0,86,0,0,0,0,3,0,0,1,1,448,0,0,0,0,6,14,360,17,1,6,0,0,2,0,1,0,390,0,1,1,0,0,0,161,1,0,0,6,4,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0,7,0,95,3,0,0,0,0,0,0,37,15,0,0,280,0,0,0,0,0,0,1,0,0
109000420,"ENG_044_MZB_LO_2","109000420_08.10.2019",2019,"10",8,0,0,0,0,1,0,0,46,0,22,0,186,6,0,2,379,1,0,0,0,0,0,0,0,0,522,0,0,0,3,9,3,468,41,1,29,0,0,0,0,0,2,115,0,1,1,0,0,0,21,0,2,0,6,5,0,0,0,0,0,1,1,0,0,96,0,0,0,0,0,2,0,50,6,0,0,0,0,0,0,8,3,3,0,85,0,0,0,0,0,0,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_08.11.2006",2006,"11",8,0,0,0,0,14,0,0,15,0,0,0,703,0,0,5,88,0,0,0,0,1,0,0,0,14,137,0,0,4,6,46,7,280,11,150,10,0,3,2,1,0,0,1,0,6,7,0,0,7,108,13,0,0,30,3,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,1,0,42,2,0,1,0,0,2,0,20,2,3,0,213,0,0,0,0,0,2,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_03.10.2007",2007,"10",3,0,0,0,0,10,0,0,61,1,0,0,49,0,0,1,230,0,0,0,0,1,0,1,0,8,167,0,0,3,55,3,4,1048,5,386,48,0,2,1,1,0,10,0,0,32,0,0,0,0,19,4,0,0,9,4,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,5,1,32,1,3,0,0,0,1,0,6,3,12,0,121,0,0,0,0,0,2,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_21.10.2008",2008,"10",21,0,0,0,0,4,0,0,282,0,0,0,16,0,0,1,49,0,0,0,0,1,0,0,0,4,182,0,0,1,7,4,0,1911,4,2987,36,0,2,2,0,0,0,0,0,61,0,0,0,0,74,2,0,0,9,17,0,0,4,0,0,0,0,0,0,33,0,0,0,0,0,4,3,67,0,0,0,0,0,19,0,12,0,146,0,37,0,1,0,0,0,11,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_28.10.2009",2009,"10",28,0,0,0,0,6,0,0,30,1,0,0,70,0,0,8,60,0,0,0,0,0,0,0,0,30,120,0,0,2,8,15,0,240,15,400,30,0,20,0,0,0,0,0,0,20,6,0,0,0,50,1,0,0,10,30,0,1,0,0,0,0,0,0,0,50,0,0,0,2,0,1,20,130,1,0,0,0,0,12,0,12,10,2,0,16,1,0,0,0,0,10,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_15.10.2010",2010,"10",15,0,0,0,0,7,0,0,0,0,0,0,18,0,0,1,9,0,0,0,0,1,0,0,0,1,57,0,0,0,0,5,0,286,7,348,0,0,3,0,0,0,0,0,0,2,0,0,0,0,28,0,0,0,8,2,0,0,0,0,0,0,0,0,1,126,0,0,0,1,0,2,6,12,0,0,0,0,0,0,0,4,27,0,0,35,0,0,0,0,0,0,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_26.10.2011",2011,"10",26,0,0,0,0,2,0,0,0,1,0,1,16,0,0,11,94,0,1,0,0,1,0,0,0,14,32,0,0,0,1,2,0,214,11,13,6,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,8,8,0,0,296,0,0,0,0,0,3,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_07.11.2012",2012,"11",7,0,0,0,0,50,0,0,15,0,0,0,70,0,0,1,6,0,2,0,0,4,0,0,0,12,80,0,0,0,4,1,4,300,12,70,6,0,0,2,0,0,0,0,0,20,10,0,0,0,25,2,0,0,10,16,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,6,10,23,1,0,0,0,0,1,0,5,0,2,0,2,0,0,0,0,0,14,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_10.10.2013",2013,"10",10,0,0,0,0,5,0,0,5,1,0,0,32,0,0,2,43,0,0,0,0,0,0,0,0,2,106,0,0,0,4,12,0,245,7,62,2,0,0,0,0,0,2,3,0,9,0,0,0,0,18,4,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,48,2,0,0,0,0,0,1,0,8,1,0,0,20,0,0,0,0,0,2,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_09.10.2014",2014,"10",9,0,0,0,0,7,0,0,13,0,0,0,90,0,0,1,63,0,0,0,0,1,0,0,0,19,100,0,0,1,4,10,1,134,5,150,25,0,4,0,0,1,7,2,0,12,0,0,0,3,112,10,1,0,19,2,0,0,0,0,0,9,0,0,0,66,3,0,0,0,0,3,31,18,0,0,1,0,0,0,0,6,2,3,0,18,0,0,0,0,0,0,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_12.10.2015",2015,"10",12,0,0,0,0,7,0,0,3,2,0,0,16,0,0,2,102,0,0,0,0,1,0,0,0,35,65,0,3,0,1,5,1,150,7,16,5,0,3,2,0,0,0,0,0,0,2,0,0,0,42,0,0,0,4,15,0,0,0,0,0,10,0,0,0,20,3,0,0,0,1,5,30,44,1,2,0,0,0,0,0,12,18,0,0,77,0,0,0,0,1,0,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_14.10.2016",2016,"10",14,0,0,0,0,36,0,0,11,11,0,0,31,0,0,0,80,0,6,0,0,0,0,0,0,19,86,0,0,0,2,1,4,165,8,5,7,0,1,0,0,0,0,1,0,1,6,0,0,2,103,6,0,1,10,255,0,0,0,0,0,1,0,0,0,20,1,0,0,1,2,11,4,102,0,0,2,0,0,0,0,8,7,0,0,194,0,0,0,0,0,0,1,0,0
109000421,"ENG_044_MZB_LO_3","109000421_24.10.2017",2017,"10",24,0,0,1,0,38,0,0,76,0,0,0,1400,0,0,0,97,0,0,0,0,2,4,0,0,16,85,0,0,0,9,0,2,400,28,2,5,0,2,4,0,0,1,4,0,1,31,0,0,0,38,6,0,0,5,26,0,0,0,0,0,2,0,0,0,80,1,0,0,0,1,5,46,11,0,0,0,0,0,0,0,15,14,0,0,263,0,0,0,0,0,0,0,0,0
109000421,"ENG_044_MZB_LO_3","109000421_24.10.2018",2018,"10",24,0,1,0,0,14,0,0,26,1,0,0,25,0,0,1,63,0,1,0,0,2,4,0,0,16,115,1,0,1,1,4,0,245,12,110,39,0,4,2,0,0,0,1,0,0,7,0,0,1,48,0,0,0,10,6,0,0,0,0,0,5,0,0,0,50,0,0,0,0,2,1,27,15,0,0,3,0,0,0,0,20,0,0,0,47,0,0,0,0,0,0,3,0,0
109000421,"ENG_044_MZB_LO_3","109000421_27.09.2019",2019,"9",27,0,0,0,0,75,0,0,27,0,0,0,7,0,0,0,134,0,0,0,0,0,0,0,0,4,61,0,0,2,0,2,1,112,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,95,3,26,0,2,2,0,0,0,0,0,1,0,0,0,70,2,0,0,0,0,1,43,6,0,0,0,0,0,0,0,6,4,0,0,74,0,0,0,0,0,0,0,0,0
109000422,"ENG_044_MZB_LO_4","109000422_09.11.2006",2006,"11",9,0,0,0,0,25,0,0,3,0,0,0,4,0,0,0,68,0,0,0,0,0,0,0,0,10,33,0,0,1,2,6,2,400,12,1,0,0,0,3,0,0,1,0,0,2,0,0,0,0,9,18,0,0,12,9,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,8,50,0,1,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,54,0,0
109000422,"ENG_044_MZB_LO_4","109000422_03.10.2007",2007,"10",3,0,0,0,0,3,0,0,32,0,0,0,5,0,0,2,77,0,0,0,0,0,0,0,0,2,143,0,0,0,16,0,0,551,20,20,8,0,3,2,4,0,0,2,0,15,0,0,0,0,12,7,1,0,31,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,21,12,70,3,2,1,0,0,14,0,19,0,3,0,2,0,0,0,0,0,7,500,0,0
109000422,"ENG_044_MZB_LO_4","109000422_21.10.2008",2008,"10",21,0,0,0,0,1,0,0,260,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,70,0,0,0,4,0,0,160,9,44,4,0,0,0,0,0,0,0,1,7,0,0,0,0,80,0,1,0,20,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,11,56,0,0,0,0,0,3,0,5,1,1,0,10,0,0,0,0,0,0,7,0,0
109000422,"ENG_044_MZB_LO_4","109000422_22.10.2009",2009,"10",22,0,0,0,0,5,0,0,50,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,30,40,0,0,0,6,2,0,5000,16,130,30,0,1,10,1,0,0,0,0,12,1,0,0,0,5,0,1,0,20,1,0,1,0,0,0,0,0,0,0,70,0,0,0,2,0,2,60,50,0,0,0,2,0,20,0,10,1,0,0,20,0,1,0,0,0,24,25,0,0
109000422,"ENG_044_MZB_LO_4","109000422_17.09.2010",2010,"9",17,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,1,700,30,60,14,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,32,0,0,0,0,0,5,0,25,0,0,0,15,0,0,0,0,0,13,25,0,0
109000422,"ENG_044_MZB_LO_4","109000422_13.10.2011",2011,"10",13,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,15,80,0,0,0,9,3,1,1000,12,300,20,0,0,0,1,0,0,0,0,4,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,1,0,0,0,20,0,0,0,2,0,3,10,21,1,0,0,0,0,10,0,22,0,0,0,30,0,0,0,0,0,6,8,0,0
109000422,"ENG_044_MZB_LO_4","109000422_01.11.2012",2012,"11",1,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,4,20,0,0,0,6,0,1,300,35,50,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,3,0,9,0,1,0,0,0,1,0,3,0,4,0,30,0,0,0,0,0,3,15,0,0
109000422,"ENG_044_MZB_LO_4","109000422_20.10.2014",2014,"10",20,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,22,61,0,0,1,1,0,0,523,5,155,42,0,0,0,0,0,3,0,0,40,0,0,0,0,4,0,0,0,9,5,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,5,176,28,0,1,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,10,0,0
109000422,"ENG_044_MZB_LO_4","109000422_30.09.2015",2015,"9",30,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,130,0,0,0,0,1,0,0,0,124,44,0,0,0,5,0,2,700,1,150,18,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,11,3,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,1,14,16,0,0,0,1,0,14,0,1,0,0,0,8,0,0,0,0,0,0,2,0,0
