"site_id","sgn_id","sample_id","year","month","day","ACENTRIA SP.","ACROLOXUS SP.","AESHNIDAE GEN. SP.","AGRIOTYPUS SP.","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRIDAE GEN. SP.","ASELLIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATYIDAE GEN. SP.","AUSTROPOTAMOBIUS PALLIPES","BAETIDAE GEN. SP.","BERAEIDAE GEN. SP.","BITHYNIIDAE GEN. SP.","BLEPHARICERIDAE GEN. SP.","BRACHYCENTRIDAE GEN. SP.","BRANCHIOBDELLIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CAPNIONEURA SP.","CERATOPOGONIDAE GEN. SP.","CHAOBORIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORDULIIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYZICIDAE GEN. SP.","DENDROCOELUM SP.","DIPTERA GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DRYOPIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECNOMUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","EUBRIA SP.","GAMMARIDAE GEN. SP.","GASTROPODA GEN. SP.","GERRIDAE GEN. SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLIDAE GEN. SP.","HEBRIDAE GEN. SP.","HELOPHORUS SP.","HEMIPTERA GEN. SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINEA GEN. SP.","HIRUDINIDAE GEN. SP.","HYDRACHNA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDRIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROCHUS SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYGROBIIDAE GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MERMITHIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MOLANNIDAE GEN. SP.","MUSCIDAE GEN. SP.","NAUCORIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NEPIDAE GEN. SP.","NERITIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","OLIGONEURIIDAE GEN. SP.","OSMYLIDAE GEN. SP.","PACIFASTACUS LENIUSCULUS","PALAEMONIDAE GEN. SP.","PEDICIIDAE GEN. SP.","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHRYGANEIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANIPENNIA GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","PLEA SP.","POLYCENTROPODIDAE GEN. SP.","POLYMITARCYIDAE GEN. SP.","POTAMANTHIDAE GEN. SP.","PROCAMBARUS CLARKII","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SIPHLONURIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TRIOPSIDAE GEN. SP.","UNIO SP.","VALVATIDAE GEN. SP.","VELIIDAE GEN. SP.","VIVIPARUS SP."
103000516,"ESP_034_MZB_LO_76","103000516_06.09.2005",2005,"9",6,0,0,10,0,0,0,0,59,0,0,741,0,0,0,0,0,1795,0,0,0,0,0,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,741,0,0,0,7961,39,0,0,0,0,0,0,0,0,0,605,39,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,390,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,5,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_26.09.2006",2006,"9",26,0,0,54,0,0,0,0,59,0,0,3512,0,0,0,0,0,2107,0,0,0,20,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,59,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1483,0,20,0,5776,0,0,0,1639,78,0,0,0,0,0,0,0,0,137,1288,137,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,937,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,20,0,49,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_08.10.2007",2007,"10",8,0,0,29,0,10,0,0,137,0,0,1015,0,0,0,0,0,3551,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,371,0,0,0,459,0,0,0,0,0,0,0,0,0,10,166,10,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,39,0,0,0,820,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_22.09.2008",2008,"9",22,0,0,0,0,0,0,0,83,0,0,176,0,0,0,0,0,4761,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1854,0,0,0,4527,0,0,0,2458,117,0,0,0,0,0,0,0,0,5,117,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,254,0,0,0,546,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,20,0,0,20,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_01.10.2009",2009,"10",1,0,0,0,0,0,0,0,5,0,0,254,0,0,0,0,0,7180,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1639,0,0,0,2185,20,0,0,0,0,0,0,0,0,176,117,39,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,195,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_22.09.2010",2010,"9",22,0,0,5,0,0,0,0,0,0,0,117,0,0,0,0,0,14361,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,0,0,0,3122,0,0,0,1210,0,0,0,10,0,0,0,0,0,29,137,10,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,312,0,0,0,1093,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_15.09.2011",2011,"9",15,0,0,10,0,0,0,0,40,0,0,390,0,0,0,0,0,5620,0,0,0,0,0,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,16859,0,0,0,79,137,0,0,137,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,98,0,0,0,507,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,10,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_17.09.2012",2012,"9",17,0,0,24,0,0,0,0,44,0,0,78,0,0,0,0,0,7961,0,0,0,0,0,1698,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,39,0,0,5,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,13424,0,0,0,411,49,0,0,663,0,0,0,0,0,29,49,68,0,0,0,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,0,127,0,0,0,780,0,0,195,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,546,5,0,15,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_17.09.2013",2013,"9",17,0,0,24,0,0,0,0,54,0,0,98,0,0,0,0,0,8117,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,3746,0,0,0,702,20,0,0,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,585,0,0,0,1561,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,15,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_25.09.2014",2014,"9",25,0,0,12,0,0,0,0,24,0,0,1472,0,0,0,0,0,3584,0,0,0,0,0,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,560,0,0,0,208,80,0,0,16,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,160,0,0,0,144,0,0,224,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,112,4,0,8,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_21.09.2015",2015,"9",21,0,0,0,0,0,0,0,84,0,0,1536,0,0,0,0,0,9216,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,480,0,0,0,384,96,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,128,0,0,0,160,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_03.10.2016",2016,"10",3,0,0,0,0,0,0,0,144,0,0,112,0,0,0,0,0,3968,0,0,0,48,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,304,0,0,0,128,288,0,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,4,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,224,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_18.09.2017",2017,"9",18,0,0,0,0,0,0,0,96,0,0,8384,0,0,0,0,0,19968,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,0,192,0,0,0,192,128,0,0,0,0,0,12,0,0,4,0,128,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,128,0,0,0,608,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_12.09.2018",2018,"9",12,0,0,0,0,0,0,0,120,0,0,2816,0,0,0,0,0,1856,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,16,0,0,0,136,40,0,0,0,0,0,4,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,176,0,0,0,0,0,0,0,8,0,0,0,0,0,40,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
103000516,"ESP_034_MZB_LO_76","103000516_25.09.2019",2019,"9",25,0,0,0,0,0,0,0,160,0,0,2560,0,0,0,0,0,8192,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,672,0,0,0,1536,0,0,0,32,0,0,24,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,0,0,128,0,0,0,416,0,0,416,0,0,0,0,0,0,0,96,0,0,0,0,0,544,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
103000517,"ESP_034_MZB_LO_77","103000517_04.10.2007",2007,"10",4,0,0,10,0,0,0,0,1112,0,0,585,0,0,0,0,0,0,0,5,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,1069,44,0,15,0,0,0,5,0,34,15,0,15,5,0,0,0,15,0,0,0,0,0,0,0,59,0,15,0,10420,0,0,0,220,0,0,0,15,15,0,0,0,5,0,0,15,0,0,0,0,0,0,0,468,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,161,0,0,0,0,0,0,0,88,0,0,0,5,5,307,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0
103000517,"ESP_034_MZB_LO_77","103000517_18.09.2008",2008,"9",18,0,0,15,0,0,0,0,1113,0,0,78,0,0,0,0,0,0,0,15,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,610,0,0,0,0,0,0,0,0,20,10,0,0,5,0,0,0,20,0,0,0,0,0,0,0,20,0,10,0,7337,0,0,0,254,0,0,20,0,10,0,0,0,0,0,0,29,0,0,0,0,0,0,0,78,0,0,663,0,0,0,0,0,0,0,0,0,5,0,0,0,1093,0,0,5,0,0,0,10,0,0,0,29,0,0,0,0,0,49,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
