"site_id","sgn_id","sample_id","year","month","day","AGRIOTYPUS SP.","ANISOPTERA GEN. SP.","APATANIA SP.","APHELOCHEIRUS AESTIVALIS","ARANEAE GEN. SP.","ASELLIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","BDELLOCEPHALA PUNCTATA","BERAEA MAURUS","BERAEODES MINUTUS","BIBIONIDAE GEN. SP.","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS SUBNUBILUS","BRACHYCERA GEN. SP.","BRANCHIOBDELLA SP.","CAENIS SP.","CALOPTERYGIDAE GEN. SP.","CAMBARIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHLOROPERLIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","COLEOPTERA GEN. SP.","CORDULEGASTER SP.","COROPHIUM SP.","CRAMBIDAE GEN. SP.","CULICIDAE GEN. SP.","CURCULIONIDAE GEN. SP.","CYBAEIDAE GEN. SP.","CYLINDROTOMIDAE GEN. SP.","DECAPODA GEN. SP.","DIPTERA GEN. SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DRYOPS SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ECHINOGAMMARUS SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","EPHEMERIDAE GEN. SP.","EPHEMEROPTERA GEN. SP.","EPHYDRIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","FANNIA SP.","GAMMARUS FOSSARUM/PULEX","GAMMARUS ROESELII","GASTROPODA GEN. SP.","GERRIS SP.","GLOSSIPHONIA SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GYRINIDAE GEN. SP.","HAEMOPIS SP.","HALIPLUS SP.","HELOBDELLA SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HIRUDINEA GEN. SP.","HYDRA SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROMETRA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","HYDROSCAPHA SP.","HYDROZOA GEN. SP.","ISOPODA GEN. SP.","LEPIDOPTERA GEN. SP.","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTES SP.","LEUCTRIDAE GEN. SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MESOVELIIDAE GEN. SP.","MICRASEMA LONGULUM","MICRASEMA SETIFERUM SETIFERUM","MICRONECTA SP.","MICROVELIA SP.","MUSCIDAE GEN. SP.","NEMATOCERA GEN. SP.","NEMATODA GEN. SP.","NEMOURIDAE GEN. SP.","NEPA SP.","NIPHARGUS SP.","NOTERUS SP.","NOTONECTIDAE GEN. SP.","ODONTOCERIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","ONYCHOGOMPHUS SP.","OSMYLUS SP.","PERLIDAE GEN. SP.","PERLIDAE/PERLODIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHYSIDAE GEN. SP.","PISCICOLIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS SP.","PLECOPTERA GEN. SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POMATINUS SUBSTRIATUS","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","PTYCHOPTERIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCATOPHAGIDAE GEN. SP.","SCIOMYZIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SERICOSTOMATIDAE GEN. SP.","SIALIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRA SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","TAENIOPTERYGIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THEROMYZON SP.","TIPULIDAE GEN. SP.","TRICHOPTERA GEN. SP.","TURBELLARIA GEN. SP.","VALVATA SP.","VELIA SP."
105000002,"LUX_027_MZB_LO_2","105000002_28.08.2007",2007,"8",28,0,0,0,0,0,12,0,0,121,0,0,0,0,0,0,0,0,0,1,0,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,15,0,19,11,0,0,5,0,42,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,6,3,0,0,14,0,0,0,0,0,0,0,17,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,66,0,0,0,0,1,0,0,0,2,0,0,0,10,0,1,0,0,0,5,0,0,0,26,1,210,0,0,0,0,3,0,0,0,0,0,3,0,0
105000002,"LUX_027_MZB_LO_2","105000002_20.08.2008",2008,"8",20,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,2,0,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,59,3,14,2,0,0,7,0,26,0,0,1,1,2,9,0,0,0,0,0,50,0,0,0,2,3,0,0,0,36,0,0,0,0,0,0,0,20,0,11,80,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,45,0,3,0,0,0,44,0,0,0,67,0,484,0,0,0,0,3,0,0,0,3,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_27.08.2009",2009,"8",27,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,30,0,0,850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,96,0,17,3,0,0,2,0,182,0,0,0,0,2,26,0,0,0,0,0,65,0,0,0,5,2,0,0,0,433,0,0,0,0,0,0,2,48,0,49,44,9,0,0,0,0,0,0,12,3,0,3,0,0,0,1,5,90,0,0,2,0,3,0,0,0,43,0,0,0,70,0,0,0,0,0,13,0,0,0,13,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_26.08.2011",2011,"8",26,0,1,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,2,0,5,503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,92,0,2,9,0,0,4,0,219,0,0,12,0,0,0,0,0,0,0,0,73,0,0,0,0,16,1,0,0,314,0,0,0,2,0,0,0,45,0,47,10,2,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,56,0,0,0,0,0,1,0,0,1,12,0,56,0,0,0,0,2,0,0,0,4,0,1,0,0
105000002,"LUX_027_MZB_LO_2","105000002_29.08.2012",2012,"8",29,0,0,0,0,3,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,2,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,34,0,32,7,0,0,1,0,22,0,0,0,0,0,0,3,0,0,0,0,85,0,0,0,0,2,1,0,0,15,0,0,0,0,1,0,0,30,0,57,12,14,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,12,0,0,0,0,0,0,0,0,22,0,0,0,26,0,0,0,0,0,19,0,0,5,8,0,110,0,0,0,0,0,0,0,0,0,0,0,0,2
105000002,"LUX_027_MZB_LO_2","105000002_12.09.2013",2013,"9",12,0,0,0,0,3,0,0,1,30,0,0,0,1,0,0,0,0,0,1,0,6,271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,41,0,0,37,0,0,1,0,155,0,0,0,1,0,8,1,0,0,0,0,284,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,12,145,0,35,13,29,1,0,0,0,0,0,0,2,1,10,0,0,0,0,5,41,0,0,2,0,2,0,0,0,3,0,0,0,47,0,0,0,0,0,6,0,0,9,14,7,45,0,0,0,0,0,0,0,0,1,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_03.10.2014",2014,"10",3,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,1,0,7,358,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,36,0,1,14,0,0,1,0,60,0,0,0,0,0,0,12,0,0,0,0,130,0,0,0,1,2,1,0,0,88,0,0,0,0,0,0,0,111,0,21,0,2,0,0,0,0,7,0,0,8,0,16,0,0,0,0,6,22,0,0,0,0,4,0,0,0,9,0,0,0,32,0,0,0,0,0,11,0,0,4,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_05.10.2015",2015,"10",5,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,9,239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,66,0,0,13,0,0,2,0,83,0,0,1,0,0,1,20,0,0,0,1,25,0,0,0,13,6,0,0,0,37,0,0,0,0,0,0,4,177,0,28,5,11,3,0,0,0,0,0,0,25,0,6,0,0,0,0,19,158,0,0,5,0,0,0,0,0,9,0,0,16,41,0,0,0,0,0,4,0,0,24,75,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_06.10.2016",2016,"10",6,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,19,0,0,4,0,0,1,0,190,0,0,2,0,0,1,2,0,0,0,0,269,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,0,193,0,21,0,9,0,0,0,0,3,0,0,2,0,6,0,0,0,0,4,80,0,0,3,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,0,21,10,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
105000002,"LUX_027_MZB_LO_2","105000002_22.09.2017",2017,"9",22,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,0,8,453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,41,0,0,16,0,0,4,0,44,0,0,0,0,0,23,2,0,0,0,0,23,0,0,0,2,7,0,0,0,53,0,0,0,0,0,0,12,270,0,14,46,2,0,0,0,0,0,0,0,13,0,1,0,0,0,0,16,216,0,0,3,0,1,0,0,0,12,0,0,10,29,0,0,0,0,0,0,0,0,30,48,18,14,0,1,1,0,0,0,0,0,1,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_17.08.2007",2007,"8",17,0,0,0,0,0,0,0,1,753,0,0,0,0,0,0,0,0,4,0,0,1,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,33,6,0,0,5,0,71,0,0,0,0,0,148,0,0,0,0,0,2,1,0,0,7,17,4,0,0,96,0,1,0,0,0,1,0,3,0,50,2,56,0,0,0,0,0,7,0,16,0,3,0,0,0,0,0,208,0,0,0,0,0,0,0,0,17,0,0,1,7,0,0,0,0,0,56,0,0,1,0,0,476,0,1,0,0,0,0,0,0,0,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_18.08.2008",2008,"8",18,0,0,0,0,0,0,0,1,617,0,0,0,0,0,0,0,0,4,2,0,0,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,408,3,13,1,0,0,19,0,25,0,0,0,0,1,114,0,0,0,0,0,0,0,0,0,5,16,26,0,0,212,3,3,0,0,0,5,0,0,0,35,2,57,1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,206,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,0,25,0,0,0,0,0,587,0,105,0,0,0,0,0,0,3,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_18.08.2009",2009,"8",18,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,1,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,316,12,12,1,0,0,1,0,10,0,0,1,3,0,71,0,0,0,0,0,1,0,0,0,12,13,3,0,0,328,55,0,0,0,0,8,3,13,0,51,16,25,1,0,0,0,3,0,0,1,0,1,0,2,0,0,0,144,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,23,0,0,0,14,0,85,0,20,0,0,0,0,0,0,5,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_23.08.2011",2011,"8",23,11,0,0,0,6,0,0,10,28,0,0,0,0,0,0,0,0,5,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,1,13,0,11,2,0,0,0,0,0,2,0,36,23,0,1,0,0,1,0,0,0,19,8,336,0,0,9,0,0,0,0,0,0,3,11,0,13,1,0,11,0,0,0,27,0,0,1,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,0,0,1,0,0,28,0,4,2,0,1,0,0,0,0,0,0,11,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_27.08.2012",2012,"8",27,0,0,0,0,1,0,0,1,553,0,0,0,0,0,0,0,0,17,2,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,102,0,27,7,0,1,5,0,1,0,0,1,5,1,12,0,0,0,0,0,2,0,0,0,10,3,211,0,0,19,0,0,0,0,0,1,0,3,0,13,0,2,6,0,0,0,16,0,0,5,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,200,0,0,0,3,0,1,0,0,0,4,0,0,0,1,4,885,0,1,0,0,0,0,0,0,0,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_16.09.2013",2013,"9",16,0,0,0,0,1,0,0,2,9,0,0,2,0,0,0,0,0,4,0,0,3,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,347,1,3,18,0,0,5,0,15,0,0,3,2,3,13,11,0,0,0,0,13,1,0,0,21,7,162,0,0,177,0,0,0,0,0,0,4,14,0,1,0,7,47,0,0,0,24,0,6,5,0,0,1,0,0,0,0,279,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,67,0,3,0,2,16,104,0,0,0,0,1,0,0,0,9,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_01.10.2014",2014,"10",1,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,4,590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,533,0,2,109,0,0,1,0,2,0,0,0,1,11,22,26,0,0,0,0,4,0,0,0,5,8,779,0,0,99,0,0,0,0,0,2,2,19,0,0,0,7,130,0,0,0,214,0,0,7,0,1,0,0,0,0,0,280,0,0,0,0,3,0,0,0,145,0,0,0,4,0,0,0,0,0,20,0,0,0,1,15,120,0,0,1,0,0,0,0,0,0,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_21.09.2015",2015,"9",21,8,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,22,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,278,0,0,8,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,13,0,2,0,0,3,0,0,0,2,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_04.10.2016",2016,"10",4,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,214,0,3,48,0,0,0,0,18,0,0,1,0,0,4,3,0,0,0,0,2,0,0,0,3,12,151,0,0,18,0,0,0,0,0,0,0,44,0,1,0,44,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,3,0,0,0,8,1,0,2,12,0,0,0,0,0,2,0,0,0,1,1,168,0,0,0,0,0,0,0,0,1,0,0,0,0
105000003,"LUX_027_MZB_LO_3","105000003_21.09.2017",2017,"9",21,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,163,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,376,0,0,54,0,0,1,0,7,0,0,0,0,0,109,4,0,0,0,0,0,0,0,0,6,24,953,0,0,24,2,0,0,0,0,0,1,27,0,3,0,5,3,0,0,0,48,0,0,4,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,122,0,0,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
