"Site.ID";"Sample.ID";"Sampling.date";"Taxon.name";"Taxon.ID";"Abundance";"Definition.of.abundance.class";"Abundance.class";"Site_ID_Ellen";"sampling.method"
"BEVL_VMM_241000";NA;"15.09.1992";"Bithynia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Chironomidae non thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Chironomidae thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Daphnia";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Dugesia";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Dytiscidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Ecnomidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Erpobdella";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Erythromma";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Glossiphonia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Helobdella";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Hydra";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Hydracarina";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Hydroptilidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Ischnura";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Micronecta";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Naididae";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Naucoris";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Piscicola";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Segmentina";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Sialis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Sigara";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Tubificidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.09.1992";"Valvata";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Asellidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Bithynia";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Callicorixa";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Chironomidae non thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Chironomidae thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Coenagrion";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Daphnia";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Dytiscidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Ecnomidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Enchytraeidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Helobdella";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Hemiclepsis";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Micronecta";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Naididae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Piscicola";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Sialis";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Sigara";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Sympecma";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Tipulidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Tubificidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"09.06.1994";"Valvata";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Acroloxus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Anisus";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Asellidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Centroptilum";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Chironomidae non thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Chironomidae thummi-plumosus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Cloeon";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Coenagrion";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Dixidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Dugesia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Erpobdella";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Gyraulus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Helobdella";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Lymnaea";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Naididae";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Physa";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Sigara";NA;22;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Tabanidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Tubificidae";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"07.10.1996";"Viviparus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Asellidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Baetis";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Bithynia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Caenis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Chironomidae non thummi-plumosus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Chironomidae thummi-plumosus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Cloeon";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Copepoda";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Daphnia";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Dytiscidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Erpobdella";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Glossiphonia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Helobdella";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Ischnura";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Lestes";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Lymnaea";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Naididae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Notonecta";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Ostracoda";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Sciomyzidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Sialis";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Sigara";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Tubificidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"15.06.1999";"Valvata";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Asellidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Bathyomphalus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Bithynia";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Chironomidae non thummi-plumosus";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Chironomidae thummi-plumosus";NA;7;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Coenagrion";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Collembola";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Copepoda";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Daphnia";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Dugesia";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Erpobdella";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Glossiphonia";NA;5;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Gyraulus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Helobdella";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Hippeutis";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Hydracarina";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Hydroptilidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Ischnura";NA;9;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Lege kokers";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Lestes";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Lumbriculidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Lymnaea";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Micronecta";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Naididae";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Ostracoda";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Piscicola";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Sialis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Sigara";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Tubificidae";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"22.05.2002";"Valvata";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Asellidae";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Bathyomphalus";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Bithynia";NA;45;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Caenis";NA;16;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Chironomidae non thummi-plumosus";NA;50;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Chironomidae thummi-plumosus";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Cloeon";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Copepoda";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Culicidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Daphnia";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Dytiscidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Erpobdella";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Gammaridae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Glossiphonia";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Gyraulus";NA;31;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Helobdella";NA;12;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Hemiclepsis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Hippeutis";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Hydracarina";NA;20;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Hydrophilidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Hydroptilidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Ischnura";NA;8;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Leptoceridae";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Lumbriculidae";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Lymnaea";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Micronecta";NA;2050;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Naididae";NA;550;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Orthetrum";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Ostracoda";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Physa";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Plea";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Polycentropodidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Sigara";NA;20;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Sphaerium";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Theromyzon";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Tubificidae";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Valvata";NA;7;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"20.05.2005";"Viviparus";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Acroloxus";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Asellidae";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Bathyomphalus";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Bithynia";NA;70;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Caenis";NA;70;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Chironomidae non thummi-plumosus";NA;40;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Chironomidae thummi-plumosus";NA;5;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Cloeon";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Daphnia";NA;25;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Dugesia";NA;10;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Erpobdella";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Erythromma";NA;10;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Gammaridae";NA;5;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Gerris";NA;100;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Glossiphonia";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Gyraulus";NA;32;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Helobdella";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Hemiclepsis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Hippeutis";NA;7;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Hydracarina";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Ilyocoris";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Ischnura";NA;18;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Lege kokers";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Limnephilidae";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Limoniidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Lumbricidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Lymnaea";NA;7;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Naididae";NA;12;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Physella";NA;4;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Pisidium";NA;3;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Sialis";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Sigara";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Sphaerium";NA;8;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Tubificidae";NA;70;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Valvata";NA;50;NA;NA;NA;"Handnet"
"BEVL_VMM_241000";NA;"28.09.2011";"Viviparus";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Ancylus";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Anodonta";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Asellidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Atyidae";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Bithynia";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Caenis";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Ceratopogonidae";NA;2;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Chironomidae non thummi-plumosus";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Daphnia";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Dreissena";NA;101;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Dryopidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Dugesia";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Dytiscidae";NA;1;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Erpobdella";NA;11;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Gammaridae";NA;51;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Glossiphonia";NA;6;NA;NA;NA;"Handnet"
"BEVL_VMM_314000";NA;"04.10.1989";"Haliplidae";NA;11;NA;NA;NA;"Handnet"
